precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PAULA-MARINELA PÎRVĂNESCU-voturi","VLAD-DAN GHEORGHE-voturi","NICOLAE-BOGDĂNEL ȘTEFĂNUȚĂ-voturi","DUMITRU-SILVESTRU ȘOȘOACĂ-voturi"
1,ALBA,"ŞCOALA GIMNAZIALĂ ”EMIL RACOVIŢĂ” GÎRDA DE SUS",263,"GÂRDA DE SUS",4525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1671,1667,4,1368,1365,3,0,1810,442,1302,66,308,18,37,35,301,90,22,1,1,23,164,17,2,7,247,29
1,ALBA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE MAIER” UNIREA",419,UNIREA,8158,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",755,745,10,612,602,2,8,882,270,544,68,0,55,10,7,5,128,2,24,0,8,6,154,27,2,9,107
1,ALBA,"ŞCOALA GIMNAZIALĂ GHEŢARI",265,"GÂRDA DE SUS",4525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1605,1595,10,1307,1294,4,9,1859,552,1302,5,59,33,3,132,77,68,189,67,1,220,65,115,16,3,9,245
1,ALBA,"ŞCOALA GIMNAZIALĂ GÎRDE I - COMUNA BISTRA",208,BISTRA,3039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",3408,3403,5,3108,3102,2,4,3792,684,2859,249,9,173,6,208,2,12,58,477,105,281,2,11,1415,21,20,59
1,ALBA,"ȘCOALA GIMNAZIALĂ HOREA",271,HOREA,4767,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2746,2743,3,2743,2742,0,1,3107,364,2721,22,48,13,664,59,143,36,1270,204,94,3,113,0,27,28,8,11
1,ALBA,"ȘCOALA GIMNAZIALĂ IGHIEL",279,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2761,2751,10,2430,2418,6,6,3237,807,2042,388,101,240,21,5,405,33,58,162,232,473,20,29,66,153,1,43
1,ALBA,"ȘCOALA GIMNAZIALĂ ÎNTREGALDE",283,ÎNTREGALDE,4981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2524,2516,8,2516,2507,6,3,3012,496,2257,259,60,545,21,535,24,393,160,155,23,29,24,181,20,43,37,7
1,ALBA,"ŞCOALA GIMNAZIALĂ IOAN MAIORESCU BUCERDEA GRANOASĂ",213,"BUCERDEA GRÂNOASĂ",9026,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",1506,1506,0,1205,1205,0,0,1959,754,763,442,5,2,133,33,11,19,3,7,27,2,25,68,379,7,10,32
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOAN MIHU” VINEREA",154,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1300,1297,3,1010,1004,3,3,1456,446,923,87,21,12,1,3,239,2,85,44,337,82,28,0,11,40,12,6
1,ALBA,"ȘCOALA GIMNAZIALĂ IOAN MIHU - VINEREA",153,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1723,1719,4,1638,1634,1,3,1835,197,1433,205,54,3,56,68,10,0,33,5,13,1,655,387,4,15,95,34
1,ALBA,"ŞCOALA GIMNAZIALĂ „ION AGÂRBICEANU”",17,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",3964,3963,1,3893,3891,1,1,4407,514,2971,922,173,546,57,156,11,5,775,28,29,28,42,503,483,41,23,71
1,ALBA,"ŞCOALA GIMNAZIALĂ „ION AGÂRBICEANU”",18,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2962,2952,10,2959,2951,1,7,3051,92,2944,15,47,698,716,29,84,9,26,721,96,218,22,14,22,183,41,18
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",316,MIHALŢ,5700,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2853,2846,7,2006,1996,7,3,3245,1239,1935,71,63,222,22,275,81,78,222,304,304,78,31,48,15,185,6,1
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",315,MIHALŢ,5700,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2000,1990,10,1799,1792,7,0,2372,573,1450,349,132,18,36,6,83,63,32,17,534,47,40,293,11,13,30,95
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION MICU MOLDOVAN” BLAJ",88,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",860,851,9,818,806,4,8,1212,394,579,239,48,137,8,58,112,41,14,1,52,0,9,11,14,23,1,50
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOSIF PERVAIN” CUGIR",148,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2531,2521,10,2478,2476,1,1,2756,278,2374,104,285,125,9,91,133,40,123,188,0,31,366,9,824,27,9,114
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOSIF PERVAIN” CUGIR",147,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",3857,3848,9,3641,3625,8,8,4342,701,2907,734,195,7,342,91,14,132,27,27,19,18,3,535,192,1268,36,1
1,ALBA,"ȘCOALA GIMNAZIALĂ IOSIF PERVAIN CUGIR",149,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1626,1624,2,1451,1451,0,0,1747,296,1079,372,237,121,22,16,62,2,25,304,8,4,191,55,5,1,19,7
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU” VINŢU DE JOS",435,"VINŢU DE JOS",8826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",3220,3214,6,3154,3150,1,3,3412,258,2866,288,841,341,287,8,85,17,28,634,121,150,60,95,70,88,37,4
1,ALBA,"ŞCOALA GIMNAZIALĂ LANCRĂM",108,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2713,2706,7,2513,2502,7,4,2836,323,2500,13,345,34,152,11,66,257,413,548,33,92,77,161,94,205,0,12
1,ALBA,"ŞCOALA GIMNAZIALĂ LĂZEȘTI",389,SCĂRIŞOARA,7197,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1187,1179,8,621,610,4,7,1401,780,535,86,2,27,2,74,7,142,86,6,29,51,90,4,2,2,3,8
1,ALBA,"ȘCOALA GIMNAZIALĂ LIVEZILE",292,LIVEZILE,5167,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1684,1678,6,1535,1533,1,1,1780,245,1092,443,306,21,4,0,3,50,174,3,162,0,28,86,2,4,15,234
1,ALBA,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",66,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2807,2807,0,2121,2121,0,0,3025,904,1858,263,166,44,6,44,12,237,19,21,131,540,143,4,142,5,298,46
1,ALBA,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",67,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2383,2377,6,1941,1929,6,6,2820,879,1914,27,25,125,45,147,4,59,533,14,11,255,295,289,8,38,10,56
1,ALBA,"ȘCOALA GIMNAZIALĂ LOMAN",376,SĂSCIORI,7099,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",670,661,9,664,649,7,8,704,40,643,21,4,144,283,0,82,8,5,46,25,9,2,26,1,1,4,3
1,ALBA,"ȘCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",156,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1659,1659,0,1528,1528,0,0,1936,408,1070,458,428,3,2,89,12,5,13,0,46,1,250,2,178,7,24,10
1,ALBA,"ŞCOALA GIMNAZIALĂ METEŞ",309,METEŞ,5577,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",3497,3492,5,3133,3128,5,0,3758,625,2959,174,30,235,536,70,66,736,431,70,11,10,62,87,60,515,23,17
1,ALBA,"ŞCOALA GIMNAZIALĂ MICEŞTI",48,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2260,2250,10,2016,2014,1,1,2303,287,1693,323,44,10,3,44,5,16,11,1,141,29,7,35,287,346,8,706
1,ALBA,"ŞCOALA GIMNAZIALĂ MICEŞTI - SALA DE SPORT",47,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2108,2102,6,1518,1510,6,2,2116,598,1127,391,2,232,8,4,10,250,4,2,5,0,13,1,67,351,147,31
1,ALBA,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",22,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2826,2819,7,2718,2716,2,0,2892,174,2695,23,2,9,1108,20,48,31,50,287,3,3,22,628,94,23,343,24
1,ALBA,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",23,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",2235,2227,8,1557,1555,0,2,2473,916,1528,29,76,239,98,1,6,3,90,6,86,3,87,14,615,22,137,45
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",106,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1128,1126,2,1118,1116,2,0,1577,459,707,411,134,9,39,249,11,9,69,23,2,3,118,0,37,4,0,0
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",105,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2987,2982,5,2708,2704,1,3,3418,710,2037,671,13,38,12,26,270,178,23,302,6,2,126,4,879,124,13,21
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",104,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1832,1831,1,1249,1247,1,1,2325,1076,1120,129,9,130,17,10,227,4,160,47,11,11,1,429,35,12,4,13
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",107,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2277,2274,3,2165,2162,2,1,2585,420,1342,823,269,34,8,2,86,32,312,1,3,216,25,121,6,30,9,188
1,ALBA,"ŞCOALA GIMNAZIALĂ MUŞCA",307,LUPŞA,5336,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2608,2602,6,2411,2402,5,4,2707,296,2264,147,7,272,5,266,55,18,13,5,99,4,8,109,8,16,829,550
1,ALBA,"ŞCOALA GIMNAZIALĂ ” NICODIM GANEA” BISTRA",204,BISTRA,3039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1566,1562,4,1453,1448,3,2,1754,301,1371,82,3,18,472,0,79,127,18,11,43,429,10,70,61,0,30,0
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",206,BISTRA,3039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2997,2994,3,2950,2949,1,0,3168,218,2949,1,162,1183,248,25,6,1,537,30,28,60,166,342,81,13,17,50
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",205,BISTRA,3039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1393,1391,2,1391,1390,0,1,1876,485,1337,54,13,12,8,287,7,2,4,215,126,26,7,72,307,171,68,12
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 2 SEBEŞ",101,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2557,2553,4,2194,2189,2,3,2975,781,2101,93,5,10,16,42,11,1,39,179,16,71,230,250,80,828,26,297
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",133,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1847,1842,5,1455,1446,5,4,2103,648,1089,366,38,7,564,204,52,31,4,17,2,12,12,9,105,12,16,4
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",134,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1929,1920,9,1247,1237,5,5,2313,1066,1206,41,241,19,37,100,20,42,67,243,14,7,7,194,63,117,2,33
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",136,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2937,2934,3,2927,2922,3,2,3396,469,2900,27,26,202,66,29,8,19,97,343,0,721,814,426,107,28,9,5
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",135,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2054,2044,10,2043,2031,4,8,2311,268,1997,46,2,305,139,93,47,243,171,293,4,13,598,47,20,4,2,16
1,ALBA,"ȘCOALA GIMNAZIALĂ NR.3 CUGIR",137,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2685,2678,7,2426,2417,3,6,2746,320,2047,379,275,88,26,47,459,53,55,17,69,37,4,278,540,57,23,19
1,ALBA,"ȘCOALA GIMNAZIALĂ OHABA",334,OHABA,6164,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1994,1986,8,1955,1952,0,3,2458,503,1946,9,773,297,19,60,26,14,373,23,88,3,7,2,10,242,3,6
1,ALBA,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",54,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",3062,3057,5,2695,2686,4,5,3411,716,2628,67,1088,192,11,31,0,37,136,16,42,4,7,121,70,3,601,269
1,ALBA,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",55,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2374,2369,5,2135,2130,2,3,2718,583,1800,335,6,19,754,0,25,20,101,279,302,30,23,18,62,12,49,100
1,ALBA,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",53,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2789,2787,2,2593,2592,0,1,2916,323,2045,548,170,4,110,7,25,2,24,3,23,13,183,58,932,253,19,219
1,ALBA,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",52,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",3037,3035,2,2635,2633,2,0,3404,769,2562,73,12,1033,106,88,15,53,2,2,16,274,16,169,297,421,58,0
1,ALBA,"ŞCOALA GIMNAZIALĂ PETREŞTI",110,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2720,2719,1,2223,2222,1,0,3218,995,2119,104,233,44,0,13,64,38,739,66,204,357,17,44,0,7,262,31
1,ALBA,"ŞCOALA GIMNAZIALĂ PETREŞTI",111,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1598,1592,6,1125,1115,6,4,1790,665,642,483,110,45,294,24,4,0,23,11,7,0,42,21,2,47,11,1
1,ALBA,"ŞCOALA GIMNAZIALĂ PETREŞTI",109,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2545,2539,6,2261,2255,5,1,2778,517,2141,120,317,36,9,758,7,268,1,47,132,1,34,369,73,16,5,68
1,ALBA,"ŞCOALA GIMNAZIALĂ ”PETRU PAVEL ARON” BLAJ",87,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",1586,1583,3,1529,1528,1,0,1918,389,1482,47,0,22,15,198,5,3,2,306,49,153,6,3,363,298,16,43
1,ALBA,"ŞCOALA GIMNAZIALĂ PIANU DE SUS",337,PIANU,6217,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3199,3197,2,3182,3179,1,2,3341,159,2508,674,8,0,9,30,8,97,174,359,74,17,11,269,186,25,1170,71
1,ALBA,"ȘCOALA GIMNAZIALĂ RĂCHITA",377,SĂSCIORI,7099,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1193,1190,3,672,668,1,3,1499,827,587,85,34,3,30,0,20,46,31,8,11,6,7,1,88,5,296,1
1,ALBA,"ŞCOALA GIMNAZIALĂ RĂHĂU",112,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2291,2287,4,1843,1840,1,2,2352,509,1763,80,3,5,91,4,32,19,445,255,19,3,120,48,21,147,10,541
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞARD",280,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",3612,3608,4,2953,2946,4,3,3756,803,2838,115,21,13,6,116,58,99,291,46,292,89,172,11,881,19,40,684
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞARD",281,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1823,1815,8,1730,1724,1,5,1955,225,1032,698,81,398,4,3,3,8,67,165,114,22,1,24,0,6,6,130
1,ALBA,"ȘCOALA GIMNAZIALĂ SĂSCIORI",373,SĂSCIORI,7099,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3216,3208,8,2690,2684,4,2,3508,818,2305,385,0,4,26,38,58,288,643,7,35,60,337,98,29,12,658,12
1,ALBA,"ŞCOALA GIMNAZIALĂ ” SAVA ALBESCU ” SAT FENEŞ",176,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1624,1621,3,1621,1618,0,3,1791,170,1556,65,42,0,98,734,15,222,16,8,1,1,11,15,30,359,3,1
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SEPTIMIU ALBINI”",243,CUT,9019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",1866,1857,9,1748,1744,3,1,1889,141,1185,563,1,75,325,269,27,3,3,16,7,131,3,2,91,146,79,7
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION BĂRNUŢIU” TIUR",91,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",1734,1725,9,1725,1725,0,0,1988,263,1640,85,28,2,251,30,61,145,231,229,25,25,69,118,13,401,3,9
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION LAZĂR” LUNCA MUREŞULUI, STRADA GĂRII NR. 241 A",302,"LUNCA MUREŞULUI",5309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2926,2920,6,2749,2742,1,6,3192,443,2716,33,23,11,362,219,248,55,560,19,127,12,41,127,16,825,62,9
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION LAZĂR” LUNCA MUREȘULUI, STRADA GĂRII NR. 241 A",303,"LUNCA MUREŞULUI",5309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2428,2428,0,1999,1999,0,0,2645,646,1943,56,5,681,14,6,1,44,56,489,54,14,281,49,8,30,206,5
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION PANTEA” SĂLCIUA",368,SĂLCIUA,6976,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2876,2868,8,2425,2419,2,4,3044,619,2170,255,0,27,174,8,6,19,197,219,53,13,1091,173,89,5,70,26
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",142,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2619,2610,9,2116,2115,1,0,2943,827,1644,472,726,9,6,37,22,261,92,252,66,20,15,37,88,3,7,3
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",140,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1987,1980,7,1857,1853,4,0,2359,502,1686,171,9,194,40,161,49,23,86,7,1,18,257,52,13,17,756,3
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",141,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",3668,3664,4,3038,3035,3,0,4043,1005,2857,181,41,83,254,64,1,8,157,343,13,85,245,9,9,9,371,1165
1,ALBA,"ȘCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",143,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",965,965,0,892,892,0,0,1018,126,622,270,2,280,23,42,1,23,9,7,3,143,3,56,1,16,5,8
1,ALBA,"ȘCOALA GIMNAZIALĂ SÎNMICLĂUŞ",409,ŞONA,7865,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1803,1796,7,1753,1749,2,2,2154,401,1438,315,57,4,4,28,48,1,36,449,372,192,7,4,208,17,4,7
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞONA",405,ŞONA,7865,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2441,2431,10,2282,2277,2,3,2894,612,1662,620,14,5,5,204,26,3,5,13,128,150,391,276,43,251,141,7
1,ALBA,"ȘCOALA GIMNAZIALĂ ȘPRING",410,ŞPRING,7945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3182,3174,8,2832,2820,5,7,3517,685,2601,231,71,440,2,0,11,6,676,598,101,3,260,7,168,48,27,183
1,ALBA,"ŞCOALA GIMNAZIALĂ STRUNGARI",341,PIANU,6217,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1904,1901,3,1800,1799,1,0,2292,492,1670,130,158,79,3,5,5,17,334,25,33,423,315,8,78,135,15,37
1,ALBA,"ȘCOALA GIMNAZIALĂ TĂTÂRLAUA",229,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2393,2393,0,2237,2237,0,0,2699,462,2130,107,592,2,1,8,58,37,19,19,85,135,214,29,15,612,92,212
1,ALBA,"ŞCOALA GIMNAZIALĂ TEIUŞ",167,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3533,3524,9,3440,3427,9,4,3638,198,2958,482,231,8,8,533,11,181,8,84,453,183,26,10,41,1,260,920
1,ALBA,"ȘCOALĂ GIMNAZIALĂ ȚELNA",282,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2154,2151,3,1739,1734,2,3,2230,491,1610,129,78,15,47,529,7,43,409,47,182,80,10,64,13,26,1,59
1,ALBA,"ȘCOALA GIMNAZIALĂ „TIMOTEI OVIDIU TARNU” STREMȚ",398,STREMŢ,7767,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3072,3066,6,3023,3017,0,6,3467,444,2503,520,631,5,13,39,20,252,162,32,54,48,417,21,47,111,454,197
1,ALBA,"ŞCOALA GIMNAZIALĂ ”TOMA COCIŞIU” BLAJ",80,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",588,587,1,528,528,0,0,913,385,524,4,112,10,27,1,8,14,17,0,23,3,84,3,78,63,80,1
1,ALBA,"ȘCOALA GIMNAZIALĂ „VASILE BOLOGA” GEOAGIU DE SUS",399,STREMŢ,7767,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2773,2765,8,2686,2682,3,1,3229,543,2671,15,48,53,74,4,31,22,1365,197,153,0,472,61,12,63,6,110
1,ALBA,"ŞCOALA GIMNAZIALĂ „VASILE GOLDIŞ”",2,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:21",1228,1226,2,1104,1104,0,0,1589,485,756,348,163,33,6,3,291,28,7,70,27,2,0,43,3,1,5,74
1,ALBA,"ŞCOALA GIMNAZIALĂ „VASILE GOLDIŞ”",3,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:21",1115,1110,5,1000,996,0,4,1362,362,680,320,36,34,127,12,27,5,4,9,9,212,175,3,4,2,1,20
1,ALBA,"ŞCOALA PRIMARĂ ACMARIU",210,BLANDIANA,3397,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",1842,1832,10,1644,1636,6,2,2339,695,1212,432,23,16,2,204,35,155,174,7,5,439,5,0,4,3,93,47
1,ALBA,"ŞCOALA PRIMARĂ ALMAŞU DE MIJLOC",191,"ALMAŞU MARE",2309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",3461,3455,6,2647,2644,1,2,3565,918,2632,15,113,463,21,89,9,7,339,223,159,242,19,11,6,0,871,60
1,ALBA,"ŞCOALA PRIMARĂ BĂCĂINŢI",403,ŞIBOT,7810,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2529,2520,9,1867,1857,9,1,2719,852,1749,118,272,401,46,153,34,10,14,20,5,33,9,145,47,238,9,313
