precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"LICEUL TEHNOLOGIC CRISTOFOR NAKO ORAŞ SÂNNICOLAU MARE",296,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:52:49",1781,1781,0,744,718,0,26,2000,1256,702,42,14,26,0,27,15,5,274,3,118,2,2,11,90,102,7,6
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",51,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:04:18",969,969,0,437,396,0,41,1000,563,429,8,38,16,1,11,17,3,128,1,68,3,0,10,7,102,20,4
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",52,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:41:09",1125,1125,0,548,531,0,17,1200,652,529,19,52,14,9,9,17,2,134,2,75,3,4,15,3,160,21,9
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",65,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:30",999,999,0,419,387,0,32,1100,681,404,15,37,17,3,19,0,3,96,1,61,3,3,9,2,120,24,6
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",66,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:05",880,880,0,423,383,0,40,900,477,407,16,53,23,1,17,6,0,88,0,65,5,1,13,6,105,21,3
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",64,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:16:37",1148,1148,0,441,398,0,43,1200,759,425,16,33,12,1,27,15,3,106,0,53,3,1,14,7,135,13,2
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",152,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:44",1587,1587,0,725,699,0,26,1600,875,711,14,58,33,5,15,29,2,183,2,95,5,2,16,13,215,33,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",151,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:53:24",1619,1619,0,716,674,0,42,1700,984,702,14,44,36,7,49,40,6,168,5,117,4,4,21,10,145,37,9
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",150,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:46",1601,1601,0,785,729,0,56,1600,815,766,19,78,29,7,20,46,6,211,2,115,3,4,18,3,171,43,10
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",153,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:22",1480,1480,0,557,498,0,59,1500,943,540,17,44,39,4,30,34,2,140,4,97,2,1,11,6,91,25,10
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA (ŞCOALA GIMNAZIALĂ NR.20 )",200,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:53",1855,1855,0,1051,1009,0,42,1900,849,1021,30,130,28,4,88,32,3,246,1,133,3,4,24,12,272,33,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",183,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:27",1325,1325,0,501,489,0,12,1400,899,495,6,31,18,5,25,28,1,128,3,71,3,3,12,11,127,23,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",184,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:53:41",1254,1254,0,438,415,0,23,1300,862,426,12,54,17,4,5,18,1,95,4,69,4,0,5,6,110,33,1
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",181,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:33",1334,1334,0,574,539,0,35,1400,826,561,13,44,16,7,22,29,4,153,0,71,6,4,19,4,145,29,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",182,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:05",1116,1116,0,447,401,0,46,1200,753,439,8,40,14,4,12,21,0,105,2,75,2,1,15,6,123,14,5
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",276,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:10:12",1392,1392,0,490,474,0,16,1500,1010,469,21,19,24,7,43,16,1,156,6,112,2,1,18,7,40,5,12
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",275,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:31",1687,1687,0,602,582,0,20,2000,1398,578,24,10,50,4,44,26,4,166,3,168,6,4,16,9,43,17,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ”SFÂNTUL NICOLAE” DETA",251,"ORAŞ DETA",155458,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:05:54",1646,1645,1,694,672,1,21,2000,1306,650,44,279,37,9,57,12,8,15,10,124,7,8,9,12,43,15,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ”TRAIAN GROZĂVESCU” NĂDRAG",488,NĂDRAG,157898,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:23:42",1047,1047,0,578,557,0,21,1100,522,552,26,0,52,2,14,11,5,296,1,69,6,6,1,5,61,19,4
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",93,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:42:51",1469,1469,0,678,656,0,22,1500,822,633,45,41,32,3,36,37,2,158,3,101,4,5,20,5,152,25,9
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",94,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:27:32",1673,1673,0,742,700,0,42,1700,958,724,18,56,27,8,38,27,0,183,1,108,6,3,23,8,216,16,4
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",95,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:22",1558,1557,1,632,601,0,31,1600,968,610,22,26,21,8,15,35,1,188,2,113,6,0,17,9,139,27,3
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",96,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:21:35",1308,1308,0,505,490,0,15,1400,895,495,10,21,31,4,33,20,3,128,3,76,2,1,20,3,124,19,7
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",98,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:38:25",1109,1109,0,475,465,0,10,1200,725,460,15,24,23,4,28,20,2,136,1,59,8,5,16,7,110,12,5
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",97,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:34:38",1333,1333,0,394,383,0,11,1400,1006,368,26,9,48,5,12,13,5,99,1,79,3,2,11,4,67,9,1
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",53,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:45:40",1178,1178,0,586,534,0,52,1200,614,574,12,44,30,6,11,23,4,150,3,92,5,6,15,5,140,35,5
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",54,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:52:57",1533,1533,0,765,736,0,29,1600,835,755,10,67,28,3,11,49,4,176,1,106,4,4,29,10,215,41,7
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",81,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:09",1541,1541,0,722,695,0,27,1600,878,704,18,71,12,6,53,19,4,177,2,92,5,7,20,6,201,25,4
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",82,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:39",1460,1460,0,643,586,0,57,1500,857,627,16,67,16,4,47,31,6,147,3,71,2,5,6,6,174,36,6
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",79,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:44:31",1583,1582,1,803,784,0,19,1600,797,782,21,90,31,1,45,29,6,167,1,132,6,8,11,7,202,40,6
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",80,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:40:24",1433,1433,0,577,562,0,15,1500,923,566,11,48,28,0,38,22,2,137,4,95,4,3,13,5,139,23,5
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",195,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:11:20",943,943,0,405,372,0,33,1000,595,395,10,24,22,0,20,25,2,103,0,60,4,0,9,3,99,22,2
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",194,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:37:05",1280,1280,0,580,562,0,18,1300,720,554,26,52,29,4,20,19,1,163,4,79,4,1,15,11,123,24,5
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",197,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:46:36",1150,1150,0,472,453,0,19,1200,728,462,10,36,14,5,13,21,1,140,5,56,6,1,15,4,117,24,4
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",196,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:26:46",1048,1048,0,457,431,0,26,1100,643,438,19,35,18,6,29,18,4,122,3,72,2,0,10,1,99,14,5
37,TIMIŞ,"LICEUL TEORETIC",242,"ORAŞ BUZIAŞ",155403,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:27:33",1758,1758,0,811,745,0,66,1800,989,777,34,17,32,4,13,11,4,379,2,124,9,8,22,77,56,17,2
37,TIMIŞ,"LICEUL TEORETIC ”ALEXANDRU MOCIONI ”CIACOVA",246,"ORAŞ CIACOVA",156357,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:27:15",1009,1009,0,555,502,0,53,1100,545,493,62,8,28,4,22,12,1,290,3,50,9,1,4,2,48,9,2
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",432,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:17:37",1780,1780,0,844,784,0,60,2000,1156,832,12,95,40,6,13,66,2,183,3,111,7,3,25,2,210,60,6
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",430,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:49",1748,1748,0,793,716,0,77,2000,1207,780,13,104,30,10,18,76,2,154,1,85,7,7,12,5,205,58,6
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",431,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:49",1858,1858,0,885,836,0,49,2000,1115,878,7,96,29,8,27,50,1,269,2,77,11,4,25,6,211,57,5
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",425,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:53",1385,1385,0,809,768,0,41,1500,691,780,29,55,29,8,14,42,9,254,0,128,5,4,20,9,161,37,5
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",426,GIROC,155314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:17:36",1461,1461,0,844,811,0,33,1600,756,840,4,69,33,8,25,33,6,283,2,122,6,5,21,12,182,25,8
37,TIMIŞ,"LICEUL TEORETIC DAVID VONIGA GIROC",427,GIROC,155314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:14:50",1416,1416,0,841,780,0,61,1600,759,825,16,64,39,7,18,32,6,291,2,137,4,3,30,7,130,43,12
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",75,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:11:45",933,933,0,410,366,0,44,1000,590,402,8,51,16,3,23,14,4,122,1,35,1,5,6,3,102,15,1
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",73,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:00:23",849,849,0,468,414,0,54,1300,832,458,10,54,10,2,28,17,2,108,3,54,1,3,14,6,118,30,8
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",74,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:33:45",886,886,0,427,384,0,43,900,473,418,9,51,15,4,16,15,1,103,2,51,1,0,9,3,114,31,2
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",76,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:59",963,963,0,462,426,0,36,1000,538,462,0,53,16,3,35,19,0,98,4,52,2,2,12,6,129,26,5
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",78,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:47",857,857,0,400,349,0,51,1300,900,391,9,51,22,2,14,7,3,92,1,46,1,2,12,6,107,23,2
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",77,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:26",896,896,0,411,381,0,30,1000,589,405,6,53,12,1,32,15,1,90,1,42,3,1,10,4,110,26,4
37,TIMIŞ,"LICEUL TEORETIC ”IRIS”",132,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:16:59",1331,1331,0,602,541,0,61,1400,798,567,35,45,21,1,15,33,5,148,2,79,1,2,6,8,157,34,10
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON” (FOSTA ŞCOALA GIMNAZIALĂ NR.28) ” CORP B ”",114,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:06:05",838,838,0,371,300,0,71,900,529,360,11,25,7,2,15,26,2,98,2,60,1,4,10,3,68,34,3
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",193,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:14",901,901,0,447,357,0,90,1003,556,432,15,47,12,5,13,23,4,99,2,49,3,1,4,9,116,37,8
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",192,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:47",1073,1073,0,514,442,0,72,1100,586,505,9,72,14,4,15,20,3,124,1,61,4,4,10,11,123,35,4
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",191,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:12:16",1108,1108,0,508,467,0,41,1200,692,490,18,31,21,5,21,23,1,120,3,60,5,5,16,5,131,38,5
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",190,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:57:51",1013,1013,0,419,409,0,10,1100,681,415,4,45,25,4,7,9,2,113,2,57,3,2,11,2,97,30,6
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”",10,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:21:22",511,511,0,327,217,0,110,600,273,317,10,40,9,0,13,19,1,54,3,27,0,1,8,4,68,70,0
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",6,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:50:05",739,739,0,381,281,0,100,799,418,366,15,50,0,2,9,17,3,81,2,46,0,10,13,6,83,40,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",5,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:45",680,680,0,382,282,0,100,700,318,375,7,52,7,0,23,13,0,76,2,40,1,3,9,2,89,53,5
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”TIMIȘOARA",7,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:39",585,585,0,328,227,0,101,600,273,325,2,40,5,1,10,17,1,55,1,54,0,5,8,3,73,51,1
37,TIMIŞ,"LICEUL TEORETIC PECIU NOU",506,"PECIU NOU",158065,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:38:52",1441,1441,0,634,625,0,9,1500,866,603,31,10,41,2,9,11,8,297,3,107,7,4,11,5,75,8,5
37,TIMIŞ,"LICEUL TEORETIC PERIAM",510,PERIAM,158109,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:55:49",1494,1494,0,619,607,0,12,1600,981,579,40,9,54,1,10,16,5,263,1,120,4,1,19,7,44,21,4
37,TIMIŞ,"LICEUL TEORETIC PERIAM",511,PERIAM,158109,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:36:54",1567,1567,0,787,768,0,19,1600,813,743,44,12,57,3,12,24,6,358,2,136,8,7,8,9,78,20,3
37,TIMIŞ,"LICEUL TEORETIC RECAȘ",285,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:14:16",1798,1798,0,1015,963,0,52,2000,985,988,27,19,84,3,42,33,13,392,4,159,10,2,23,89,96,18,1
37,TIMIŞ,"LICEUL TEORETIC ”SFINȚII KIRIL ȘI METODII” DUDEȘTII VECHI",381,"DUDEŞTII VECHI",156712,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:46:04",1561,1561,0,1033,986,0,47,1700,667,934,99,13,45,3,76,13,6,440,2,185,11,14,23,3,81,15,4
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",154,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:21:09",1382,1381,1,697,627,0,70,1400,703,677,20,63,22,0,38,27,1,183,3,90,4,4,14,9,164,51,4
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",155,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:39",1146,1146,0,428,364,0,64,1200,772,415,13,39,19,2,9,26,3,82,3,75,1,3,9,3,103,32,6
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ŢEPEȘ” TIMIȘOARA (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.28)",108,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:09:54",1188,1188,0,570,496,0,74,1200,630,560,10,49,27,7,30,28,0,125,5,71,2,6,11,9,140,44,6
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE”",185,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:49:52",1248,1248,0,614,555,0,59,1300,686,595,19,88,20,0,17,22,2,122,1,76,4,12,28,7,144,46,6
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” ( FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",123,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:58:45",1063,1063,0,505,475,0,30,1300,795,496,9,42,19,4,14,12,3,129,1,62,6,4,13,13,136,35,3
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” (FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",122,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:40",1242,1242,0,509,480,0,29,1300,791,491,18,47,33,3,15,31,2,119,2,84,0,2,12,2,114,22,3
37,TIMIŞ,"PRIMĂRIA BANLOC",302,BANLOC,155591,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:59:23",1322,1322,0,665,624,0,41,1600,935,601,64,5,22,1,5,6,2,405,1,91,3,3,5,4,37,9,2
37,TIMIŞ,"PRIMARIA BARA",306,BARA,155662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:07",153,153,0,244,125,0,119,405,161,230,14,2,16,0,15,4,3,112,0,23,0,1,0,0,51,3,0
37,TIMIŞ,"PRIMĂRIA BELINŢ",319,BELINŢ,155797,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:09:29",1113,1113,0,799,714,0,85,1400,601,762,37,8,40,4,6,14,12,430,1,91,6,1,19,8,105,16,1
37,TIMIŞ,"PRIMĂRIA BETHAUSEN",323,BETHAUSEN,155840,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:59:48",736,736,0,485,439,0,46,1000,515,441,44,9,70,0,20,9,8,137,4,92,7,0,6,12,55,4,8
37,TIMIŞ,"PRIMĂRIA BRESTOVĂŢ",341,BRESTOVĂŢ,156151,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:32:17",204,204,0,170,135,0,35,397,227,157,13,1,8,0,3,1,3,85,0,20,0,1,1,19,13,1,1
37,TIMIŞ,"PRIMĂRIA COMUNEI BEBA VECHE",315,"BEBA VECHE",155724,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:15",817,817,0,459,433,0,26,1300,841,442,17,3,22,1,12,6,3,282,0,87,0,0,4,2,9,10,1
37,TIMIŞ,"PRIMĂRIA COMUNEI CĂRPINIŞ",346,CĂRPINIŞ,156213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:11",1786,1786,0,690,675,0,15,2000,1310,636,54,9,45,4,10,12,4,312,4,125,1,6,15,4,70,12,3
37,TIMIŞ,"PRIMĂRIA COMUNEI GIULVĂZ",436,GIULVĂZ,157317,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:47:09",1073,1073,0,498,483,0,15,1200,702,485,13,4,38,4,7,12,8,223,2,86,5,4,3,3,63,21,2
37,TIMIŞ,"PRIMARIA COMUNEI LIVEZILE",458,LIVEZILE,159491,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:42",889,889,0,489,472,0,17,1000,511,457,32,6,36,1,4,7,5,271,4,95,3,1,2,0,16,5,1
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",561,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:19",958,958,0,506,498,0,8,1000,494,481,25,4,32,1,6,4,6,215,2,172,5,0,4,5,15,8,2
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",562,"SÂNPETRU MARE",158733,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:15:59",848,848,0,484,457,0,27,900,416,444,40,4,29,0,2,14,5,203,2,134,2,2,7,2,22,16,0
