precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
9,BRĂILA,"SCOALA GIMNAZIALA TICHILESTI",250,TICHILEŞTI,44177,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:07:06",1360,1360,0,881,790,0,91,1500,619,822,59,2,4,7,5,485,150,14,104,6,6,2,5,10,7,15,0
9,BRĂILA,"SCOALA GIMNAZIALA TICHILESTI",251,TICHILEŞTI,44177,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:18:51",1322,1322,0,723,700,0,23,1509,786,676,47,2,1,6,6,439,135,5,58,4,8,1,2,2,2,4,1
9,BRĂILA,"ȘCOALA GIMNAZIALA ”TOMA TAMPEANU” GALBENU",188,GALBENU,43180,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:44:05",723,723,0,481,447,0,34,800,319,444,37,4,4,2,2,307,14,2,82,0,11,0,3,3,6,4,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ TUDOR VLADIMIRESCU",257,"TUDOR VLADIMIRESCU",44257,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:35:12",766,766,0,437,413,0,24,849,412,401,36,3,3,2,44,243,31,1,45,11,2,1,5,3,1,5,1
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA",273,VICTORIA,44435,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:15",840,840,0,556,544,0,12,950,394,524,32,4,1,1,4,255,31,2,215,2,0,0,1,3,1,2,2
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA",274,VICTORIA,44435,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:28:00",796,796,0,555,533,0,22,900,345,508,47,2,0,0,7,253,21,5,203,4,5,1,1,0,3,3,0
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA STRUCTURA SCOLARA GIMNAZIALA MIHAI BRAVU",275,VICTORIA,44435,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:54",1151,1151,0,732,725,0,7,1250,518,692,40,1,0,2,8,471,45,4,149,1,3,0,1,1,0,4,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ VIȘANI",276,VIŞANI,44462,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:22:20",1335,1335,0,896,885,0,11,1450,554,832,64,1,0,1,10,707,25,9,53,7,5,2,1,0,3,5,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ZAMFIREȘTI",192,GALBENU,43180,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:38:36",282,282,0,210,186,0,24,300,90,197,13,0,0,0,3,156,9,1,21,1,4,0,1,0,0,1,0
9,BRĂILA,"ȘCOALA LANURILE",281,VIZIRU,44505,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:00",898,898,0,512,508,0,4,1000,488,459,53,3,0,3,2,310,28,1,101,2,2,1,1,0,3,2,0
9,BRĂILA,"ȘCOALA LANURILE",280,VIZIRU,44505,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:36:18",878,878,0,525,511,0,14,950,425,481,44,2,3,2,7,289,32,7,113,8,2,0,2,1,5,7,1
9,BRĂILA,"SCOALA PETRE CARP DIN FOSTUL SAT TIBANESTI",263,TUFEŞTI,44300,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:23:42",1289,1289,0,749,736,0,13,1450,701,738,11,1,2,1,13,575,32,2,79,2,14,0,1,1,7,8,0
9,BRĂILA,"SCOALA PETRE CARP TUFESTI",260,TUFEŞTI,44300,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:37:55",865,865,0,501,488,0,13,950,449,469,32,2,0,0,5,366,28,4,53,4,1,0,3,0,1,2,0
9,BRĂILA,"ȘCOALA PRIMARĂ AGAUA",186,FRECĂŢEI,43117,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:22:11",399,399,0,292,281,0,11,450,158,257,35,0,1,1,0,202,14,2,32,1,0,2,0,0,0,0,2
9,BRĂILA,"SCOALA PRIMARA ALBINA",252,TICHILEŞTI,44177,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:00",259,259,0,167,158,0,9,304,137,162,5,1,0,1,2,112,14,2,19,1,3,0,0,1,2,3,1
9,BRĂILA,"ȘCOALA PRIMARA BĂNDOIU",202,MĂRAŞU,43493,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:54:01",314,314,0,223,218,0,5,348,125,194,29,2,2,1,11,151,10,2,8,1,1,0,0,1,0,3,1
9,BRĂILA,"ȘCOALA PRIMARĂ BERLEȘTI",149,"ORAŞ IANCA",43331,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:26:23",241,241,0,154,145,0,9,299,145,142,12,0,2,1,2,109,9,1,15,1,0,0,0,0,1,1,0
9,BRĂILA,"ȘCOALA PRIMARĂ CÂINENI-BĂI",277,VIŞANI,44462,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:18:08",461,461,0,256,242,0,14,500,244,241,15,1,0,0,1,218,3,1,8,2,1,0,3,0,2,1,0
9,BRĂILA,"ȘCOALA PRIMARĂ CONSTANTINEȘTI",220,RÂMNICELU,43732,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:33:02",260,260,0,159,149,0,10,300,141,151,8,1,1,3,1,129,5,0,7,1,1,0,0,0,0,2,0
9,BRĂILA,"ȘCOALA PRIMARĂ MIHAIL KOGĂLNICEANU",221,RÂMNICELU,43732,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:07:14",194,194,0,118,114,0,4,254,136,110,8,1,0,1,4,80,4,0,17,1,1,0,1,0,0,0,0
9,BRĂILA,"ȘCOALA PRIMARĂ MUCHEA",237,SILIŞTEA,43992,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:29:34",358,358,0,237,231,0,6,400,163,228,9,0,0,1,3,165,18,6,25,2,0,0,1,0,3,4,0
9,BRĂILA,"ȘCOALA PRIMARĂ OPRIȘENEȘTI",150,"ORAŞ IANCA",43331,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:22",580,580,0,356,344,0,12,662,306,344,12,2,1,2,5,267,24,7,29,0,2,0,1,2,1,1,0
9,BRĂILA,"ȘCOALA PRIMARA PLOPI",204,MĂRAŞU,43493,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:57:47",124,124,0,80,76,0,4,150,70,70,10,0,0,1,5,44,7,0,11,0,0,0,0,0,1,1,0
9,BRĂILA,"ȘCOALA PRIMARA PRI CHICHINEȚU",177,CIOCILE,42968,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:27",396,396,0,253,237,0,16,450,197,231,22,0,0,1,17,159,7,4,22,7,2,3,2,2,1,2,2
9,BRĂILA,"ȘCOALA PRIMARĂ TÎRLELE FILIU",153,"ORAŞ IANCA",43331,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:43",407,407,0,241,216,0,25,400,159,228,13,1,0,3,3,179,8,0,29,0,0,0,0,2,1,1,1
9,BRĂILA,"ȘCOALA STANCA",240,STĂNCUŢA,44060,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:07:56",325,325,0,239,210,0,29,350,111,224,15,2,0,0,18,143,10,2,34,2,2,0,1,0,2,5,3
9,BRĂILA,"SCOALA TEPES VODA",216,"MOVILA MIRESII",43652,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:43:17",741,741,0,397,384,0,13,800,403,393,4,1,3,2,6,269,43,3,50,3,1,1,2,2,3,4,0
9,BRĂILA,"SCOALA VECHE",213,"MOVILA MIRESII",43652,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:42",1063,1063,0,659,641,0,18,1150,491,578,81,1,3,3,4,452,27,5,48,7,3,2,3,5,9,6,0
9,BRĂILA,"SPATIU EVENIMENTE COMEMORATIVE",234,SILIŞTEA,43992,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:26:51",138,138,0,89,84,0,5,150,61,86,3,0,0,0,0,70,5,1,7,0,0,1,0,0,0,2,0
