precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","GHEORGHE VLAD-DAN-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"LICEUL TEHNOLOGIC CRISTOFOR NAKO ORAŞ SÂNNICOLAU MARE",296,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:52:49",1781,1781,0,744,718,0,26,2000,1256,702,42,14,102,7,274,26,27,0,2,2,118,11,90,5,15,3,6
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",51,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:04:18",969,969,0,437,396,0,41,1000,563,429,8,38,102,20,128,16,11,1,3,0,68,10,7,3,17,1,4
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",52,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:41:09",1125,1125,0,548,531,0,17,1200,652,529,19,52,160,21,134,14,9,9,3,4,75,15,3,2,17,2,9
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",65,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:30",999,999,0,419,387,0,32,1100,681,404,15,37,120,24,96,17,19,3,3,3,61,9,2,3,0,1,6
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",66,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:05",880,880,0,423,383,0,40,900,477,407,16,53,105,21,88,23,17,1,5,1,65,13,6,0,6,0,3
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",64,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:16:37",1148,1148,0,441,398,0,43,1200,759,425,16,33,135,13,106,12,27,1,3,1,53,14,7,3,15,0,2
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",152,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:44",1587,1587,0,725,699,0,26,1600,875,711,14,58,215,33,183,33,15,5,5,2,95,16,13,2,29,2,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",151,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:53:24",1619,1619,0,716,674,0,42,1700,984,702,14,44,145,37,168,36,49,7,4,4,117,21,10,6,40,5,9
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",150,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:46",1601,1601,0,785,729,0,56,1600,815,766,19,78,171,43,211,29,20,7,3,4,115,18,3,6,46,2,10
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",153,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:22",1480,1480,0,557,498,0,59,1500,943,540,17,44,91,25,140,39,30,4,2,1,97,11,6,2,34,4,10
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA (ŞCOALA GIMNAZIALĂ NR.20 )",200,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:53",1855,1855,0,1051,1009,0,42,1900,849,1021,30,130,272,33,246,28,88,4,3,4,133,24,12,3,32,1,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",183,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:27",1325,1325,0,501,489,0,12,1400,899,495,6,31,127,23,128,18,25,5,3,3,71,12,11,1,28,3,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",184,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:53:41",1254,1254,0,438,415,0,23,1300,862,426,12,54,110,33,95,17,5,4,4,0,69,5,6,1,18,4,1
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",181,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:33",1334,1334,0,574,539,0,35,1400,826,561,13,44,145,29,153,16,22,7,6,4,71,19,4,4,29,0,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",182,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:05",1116,1116,0,447,401,0,46,1200,753,439,8,40,123,14,105,14,12,4,2,1,75,15,6,0,21,2,5
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",276,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:10:12",1392,1392,0,490,474,0,16,1500,1010,469,21,19,40,5,156,24,43,7,2,1,112,18,7,1,16,6,12
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",275,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:31",1687,1687,0,602,582,0,20,2000,1398,578,24,10,43,17,166,50,44,4,6,4,168,16,9,4,26,3,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ”SFÂNTUL NICOLAE” DETA",251,"ORAŞ DETA",155458,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:05:54",1646,1645,1,694,672,1,21,2000,1306,650,44,279,43,15,15,37,57,9,7,8,124,9,12,8,12,10,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ”TRAIAN GROZĂVESCU” NĂDRAG",488,NĂDRAG,157898,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:23:42",1047,1047,0,578,557,0,21,1100,522,552,26,0,61,19,296,52,14,2,6,6,69,1,5,5,11,1,4
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",93,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:42:51",1469,1469,0,678,656,0,22,1500,822,633,45,41,152,25,158,32,36,3,4,5,101,20,5,2,37,3,9
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",94,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:27:32",1673,1673,0,742,700,0,42,1700,958,724,18,56,216,16,183,27,38,8,6,3,108,23,8,0,27,1,4
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",95,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:22",1558,1557,1,632,601,0,31,1600,968,610,22,26,139,27,188,21,15,8,6,0,113,17,9,1,35,2,3
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",96,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:21:35",1308,1308,0,505,490,0,15,1400,895,495,10,21,124,19,128,31,33,4,2,1,76,20,3,3,20,3,7
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",98,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:38:25",1109,1109,0,475,465,0,10,1200,725,460,15,24,110,12,136,23,28,4,8,5,59,16,7,2,20,1,5
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",97,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:34:38",1333,1333,0,394,383,0,11,1400,1006,368,26,9,67,9,99,48,12,5,3,2,79,11,4,5,13,1,1
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",53,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:45:40",1178,1178,0,586,534,0,52,1200,614,574,12,44,140,35,150,30,11,6,5,6,92,15,5,4,23,3,5
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",54,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:52:57",1533,1533,0,765,736,0,29,1600,835,755,10,67,215,41,176,28,11,3,4,4,106,29,10,4,49,1,7
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",81,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:09",1541,1541,0,722,695,0,27,1600,878,704,18,71,201,25,177,12,53,6,5,7,92,20,6,4,19,2,4
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",82,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:39",1460,1460,0,643,586,0,57,1500,857,627,16,67,174,36,147,16,47,4,2,5,71,6,6,6,31,3,6
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",79,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:44:31",1583,1582,1,803,784,0,19,1600,797,782,21,90,202,40,167,31,45,1,6,8,132,11,7,6,29,1,6
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",80,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:40:24",1433,1433,0,577,562,0,15,1500,923,566,11,48,139,23,137,28,38,0,4,3,95,13,5,2,22,4,5
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",195,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:11:20",943,943,0,405,372,0,33,1000,595,395,10,24,99,22,103,22,20,0,4,0,60,9,3,2,25,0,2
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",194,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:37:05",1280,1280,0,580,562,0,18,1300,720,554,26,52,123,24,163,29,20,4,4,1,79,15,11,1,19,4,5
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",197,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:46:36",1150,1150,0,472,453,0,19,1200,728,462,10,36,117,24,140,14,13,5,6,1,56,15,4,1,21,5,4
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",196,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:26:46",1048,1048,0,457,431,0,26,1100,643,438,19,35,99,14,122,18,29,6,2,0,72,10,1,4,18,3,5
37,TIMIŞ,"LICEUL TEORETIC",242,"ORAŞ BUZIAŞ",155403,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:27:33",1758,1758,0,811,745,0,66,1800,989,777,34,17,56,17,379,32,13,4,9,8,124,22,77,4,11,2,2
37,TIMIŞ,"LICEUL TEORETIC ”ALEXANDRU MOCIONI ”CIACOVA",246,"ORAŞ CIACOVA",156357,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:27:15",1009,1009,0,555,502,0,53,1100,545,493,62,8,48,9,290,28,22,4,9,1,50,4,2,1,12,3,2
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",432,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:17:37",1780,1780,0,844,784,0,60,2000,1156,832,12,95,210,60,183,40,13,6,7,3,111,25,2,2,66,3,6
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",430,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:49",1748,1748,0,793,716,0,77,2000,1207,780,13,104,205,58,154,30,18,10,7,7,85,12,5,2,76,1,6
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",431,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:49",1858,1858,0,885,836,0,49,2000,1115,878,7,96,211,57,269,29,27,8,11,4,77,25,6,1,50,2,5
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",425,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:53",1385,1385,0,809,768,0,41,1500,691,780,29,55,161,37,254,29,14,8,5,4,128,20,9,9,42,0,5
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",426,GIROC,155314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:17:36",1461,1461,0,844,811,0,33,1600,756,840,4,69,182,25,283,33,25,8,6,5,122,21,12,6,33,2,8
37,TIMIŞ,"LICEUL TEORETIC DAVID VONIGA GIROC",427,GIROC,155314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:14:50",1416,1416,0,841,780,0,61,1600,759,825,16,64,130,43,291,39,18,7,4,3,137,30,7,6,32,2,12
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",75,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:11:45",933,933,0,410,366,0,44,1000,590,402,8,51,102,15,122,16,23,3,1,5,35,6,3,4,14,1,1
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",73,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:00:23",849,849,0,468,414,0,54,1300,832,458,10,54,118,30,108,10,28,2,1,3,54,14,6,2,17,3,8
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",74,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:33:45",886,886,0,427,384,0,43,900,473,418,9,51,114,31,103,15,16,4,1,0,51,9,3,1,15,2,2
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",76,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:59",963,963,0,462,426,0,36,1000,538,462,0,53,129,26,98,16,35,3,2,2,52,12,6,0,19,4,5
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",78,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:47",857,857,0,400,349,0,51,1300,900,391,9,51,107,23,92,22,14,2,1,2,46,12,6,3,7,1,2
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",77,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:26",896,896,0,411,381,0,30,1000,589,405,6,53,110,26,90,12,32,1,3,1,42,10,4,1,15,1,4
37,TIMIŞ,"LICEUL TEORETIC ”IRIS”",132,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:16:59",1331,1331,0,602,541,0,61,1400,798,567,35,45,157,34,148,21,15,1,1,2,79,6,8,5,33,2,10
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON” (FOSTA ŞCOALA GIMNAZIALĂ NR.28) ” CORP B ”",114,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:06:05",838,838,0,371,300,0,71,900,529,360,11,25,68,34,98,7,15,2,1,4,60,10,3,2,26,2,3
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",193,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:14",901,901,0,447,357,0,90,1003,556,432,15,47,116,37,99,12,13,5,3,1,49,4,9,4,23,2,8
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",192,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:47",1073,1073,0,514,442,0,72,1100,586,505,9,72,123,35,124,14,15,4,4,4,61,10,11,3,20,1,4
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",191,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:12:16",1108,1108,0,508,467,0,41,1200,692,490,18,31,131,38,120,21,21,5,5,5,60,16,5,1,23,3,5
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",190,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:57:51",1013,1013,0,419,409,0,10,1100,681,415,4,45,97,30,113,25,7,4,3,2,57,11,2,2,9,2,6
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”",10,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:21:22",511,511,0,327,217,0,110,600,273,317,10,40,68,70,54,9,13,0,0,1,27,8,4,1,19,3,0
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",6,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:50:05",739,739,0,381,281,0,100,799,418,366,15,50,83,40,81,0,9,2,0,10,46,13,6,3,17,2,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",5,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:45",680,680,0,382,282,0,100,700,318,375,7,52,89,53,76,7,23,0,1,3,40,9,2,0,13,2,5
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”TIMIȘOARA",7,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:39",585,585,0,328,227,0,101,600,273,325,2,40,73,51,55,5,10,1,0,5,54,8,3,1,17,1,1
37,TIMIŞ,"LICEUL TEORETIC PECIU NOU",506,"PECIU NOU",158065,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:38:52",1441,1441,0,634,625,0,9,1500,866,603,31,10,75,8,297,41,9,2,7,4,107,11,5,8,11,3,5
37,TIMIŞ,"LICEUL TEORETIC PERIAM",510,PERIAM,158109,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:55:49",1494,1494,0,619,607,0,12,1600,981,579,40,9,44,21,263,54,10,1,4,1,120,19,7,5,16,1,4
37,TIMIŞ,"LICEUL TEORETIC PERIAM",511,PERIAM,158109,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:36:54",1567,1567,0,787,768,0,19,1600,813,743,44,12,78,20,358,57,12,3,8,7,136,8,9,6,24,2,3
37,TIMIŞ,"LICEUL TEORETIC RECAȘ",285,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:14:16",1798,1798,0,1015,963,0,52,2000,985,988,27,19,96,18,392,84,42,3,10,2,159,23,89,13,33,4,1
37,TIMIŞ,"LICEUL TEORETIC ”SFINȚII KIRIL ȘI METODII” DUDEȘTII VECHI",381,"DUDEŞTII VECHI",156712,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:46:04",1561,1561,0,1033,986,0,47,1700,667,934,99,13,81,15,440,45,76,3,11,14,185,23,3,6,13,2,4
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",154,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:21:09",1382,1381,1,697,627,0,70,1400,703,677,20,63,164,51,183,22,38,0,4,4,90,14,9,1,27,3,4
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",155,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:39",1146,1146,0,428,364,0,64,1200,772,415,13,39,103,32,82,19,9,2,1,3,75,9,3,3,26,3,6
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ŢEPEȘ” TIMIȘOARA (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.28)",108,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:09:54",1188,1188,0,570,496,0,74,1200,630,560,10,49,140,44,125,27,30,7,2,6,71,11,9,0,28,5,6
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE”",185,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:49:52",1248,1248,0,614,555,0,59,1300,686,595,19,88,144,46,122,20,17,0,4,12,76,28,7,2,22,1,6
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” ( FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",123,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:58:45",1063,1063,0,505,475,0,30,1300,795,496,9,42,136,35,129,19,14,4,6,4,62,13,13,3,12,1,3
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” (FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",122,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:40",1242,1242,0,509,480,0,29,1300,791,491,18,47,114,22,119,33,15,3,0,2,84,12,2,2,31,2,3
37,TIMIŞ,"PRIMĂRIA BANLOC",302,BANLOC,155591,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:59:23",1322,1322,0,665,624,0,41,1600,935,601,64,5,37,9,405,22,5,1,3,3,91,5,4,2,6,1,2
37,TIMIŞ,"PRIMARIA BARA",306,BARA,155662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:07",153,153,0,244,125,0,119,405,161,230,14,2,51,3,112,16,15,0,0,1,23,0,0,3,4,0,0
37,TIMIŞ,"PRIMĂRIA BELINŢ",319,BELINŢ,155797,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:09:29",1113,1113,0,799,714,0,85,1400,601,762,37,8,105,16,430,40,6,4,6,1,91,19,8,12,14,1,1
37,TIMIŞ,"PRIMĂRIA BETHAUSEN",323,BETHAUSEN,155840,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:59:48",736,736,0,485,439,0,46,1000,515,441,44,9,55,4,137,70,20,0,7,0,92,6,12,8,9,4,8
37,TIMIŞ,"PRIMĂRIA BRESTOVĂŢ",341,BRESTOVĂŢ,156151,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:32:17",204,204,0,170,135,0,35,397,227,157,13,1,13,1,85,8,3,0,0,1,20,1,19,3,1,0,1
37,TIMIŞ,"PRIMĂRIA COMUNEI BEBA VECHE",315,"BEBA VECHE",155724,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:15",817,817,0,459,433,0,26,1300,841,442,17,3,9,10,282,22,12,1,0,0,87,4,2,3,6,0,1
37,TIMIŞ,"PRIMĂRIA COMUNEI CĂRPINIŞ",346,CĂRPINIŞ,156213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:11",1786,1786,0,690,675,0,15,2000,1310,636,54,9,70,12,312,45,10,4,1,6,125,15,4,4,12,4,3
37,TIMIŞ,"PRIMĂRIA COMUNEI GIULVĂZ",436,GIULVĂZ,157317,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:47:09",1073,1073,0,498,483,0,15,1200,702,485,13,4,63,21,223,38,7,4,5,4,86,3,3,8,12,2,2
37,TIMIŞ,"PRIMARIA COMUNEI LIVEZILE",458,LIVEZILE,159491,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:42",889,889,0,489,472,0,17,1000,511,457,32,6,16,5,271,36,4,1,3,1,95,2,0,5,7,4,1
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",561,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:19",958,958,0,506,498,0,8,1000,494,481,25,4,15,8,215,32,6,1,5,0,172,4,5,6,4,2,2
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",562,"SÂNPETRU MARE",158733,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:15:59",848,848,0,484,457,0,27,900,416,444,40,4,22,16,203,29,2,0,2,2,134,7,2,5,14,2,0
