precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA DIMIENII",142,BECENI,45003,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:52",722,722,0,546,518,0,28,800,254,508,38,0,19,2,3,3,1,381,3,2,60,2,16,0,11,4,1
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",391,UNGURIU,50549,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:20",958,958,0,485,465,0,20,1060,575,447,38,1,16,0,7,0,4,278,8,12,44,2,55,3,11,6,0
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",390,UNGURIU,50549,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:57",923,923,0,566,460,0,106,1010,444,534,32,7,22,3,5,1,8,335,17,17,59,3,42,1,9,5,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",27,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:53",1451,1451,0,593,587,0,6,1600,1007,572,21,5,28,4,6,9,8,327,8,16,76,1,49,7,14,9,5
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",29,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:46:29",1538,1538,0,666,655,0,11,1700,1034,645,21,3,33,7,10,14,9,354,19,16,77,3,44,11,25,16,4
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",30,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:16:24",1261,1261,0,597,597,0,0,1400,803,581,16,9,26,14,7,11,7,323,17,16,65,2,34,7,24,19,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",28,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:20:43",1302,1302,0,606,595,0,11,1400,794,581,25,1,32,5,7,6,6,332,13,20,60,5,59,5,20,9,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ LUNCA",185,"C.A. ROSETTI",45815,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:24:46",761,761,0,556,538,0,18,840,284,483,73,1,18,3,6,1,3,361,1,8,68,0,6,0,5,2,0
10,BUZĂU,"ȘCOALA GIMNAZIALĂ MĂGURA",266,MĂGURA,47337,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:51:43",1040,1040,0,781,744,0,37,1200,419,749,32,4,21,5,5,4,2,555,9,8,77,4,27,5,10,12,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ MĂTESTI",349,SĂPOCA,49206,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:35:25",1416,1416,0,869,860,0,9,1560,691,826,43,5,44,5,6,5,5,538,11,19,124,1,31,2,16,13,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ MEREI",279,MEREI,47453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:46:33",936,936,0,461,447,0,14,1030,569,427,34,3,27,3,2,2,0,292,5,3,60,1,12,3,8,5,1
10,BUZĂU,"ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”",79,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:19:30",1626,1626,0,609,598,0,11,1800,1191,545,64,3,54,8,12,1,3,346,7,6,74,2,13,2,10,4,0
10,BUZĂU,"ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”",78,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:28",1527,1527,0,532,511,0,21,1700,1168,515,17,2,26,8,7,7,7,267,7,5,88,3,49,3,22,9,5
10,BUZĂU,"ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”",80,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:12:54",1668,1668,0,599,594,0,5,1800,1201,458,141,2,41,6,3,3,2,299,0,5,87,1,0,1,1,6,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ MÎNZĂLEŞTI",274,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:38:53",585,585,0,391,377,0,14,640,249,378,13,1,13,3,4,4,1,289,4,4,35,0,6,4,3,6,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NĂENI",293,NĂENI,47854,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:37:05",455,455,0,365,331,0,34,500,135,329,36,1,17,1,2,0,1,194,0,2,66,0,34,2,1,5,3
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”NICOLAE IOAN JILINSCHI” VERNEȘTI",403,VERNEŞTI,50102,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:43:31",2051,2051,0,1040,1017,0,23,2290,1250,1000,40,5,50,9,7,10,10,631,0,24,123,6,58,5,30,31,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU„",63,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:05:45",1262,1262,0,552,532,0,20,1400,848,541,11,2,27,5,5,3,7,220,23,31,70,3,99,4,19,20,3
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU„",64,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:01",1387,1387,0,591,581,0,10,1500,909,566,25,8,22,3,6,10,9,249,33,22,69,6,75,4,27,20,3
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NICOLEŞTI",324,PUIEŞTI,48842,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:33:41",520,520,0,321,311,0,10,571,250,304,17,4,12,0,3,1,3,227,2,8,22,1,9,2,7,3,0
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICU CONSTANTINESCU”",41,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:03:06",1020,1020,0,451,434,0,17,1100,649,433,18,1,22,8,5,7,1,210,27,17,44,2,48,5,21,14,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICU CONSTANTINESCU”",43,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:45:06",1578,1578,0,705,691,0,14,1700,995,683,22,3,35,5,8,5,8,350,34,21,115,5,54,2,11,19,8
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICU CONSTANTINESCU”",42,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:06:24",909,909,0,424,409,0,15,1000,576,411,13,3,23,4,0,3,6,192,16,12,58,3,51,6,22,9,3
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 1",97,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:30:50",1090,1090,0,531,500,0,31,1200,669,504,27,5,37,1,7,1,6,312,4,13,56,2,34,6,9,10,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",4,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:01:05",1484,1484,0,680,660,0,20,1600,920,665,15,1,27,8,2,5,14,351,0,19,91,1,93,11,30,8,4
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",3,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:16:39",1239,1239,0,504,490,0,14,1400,896,487,17,4,23,13,2,4,4,233,25,18,66,4,59,4,14,10,4
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",5,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:57:41",1503,1503,0,707,696,0,11,1700,993,679,28,9,20,10,5,8,9,350,26,35,84,6,52,10,31,21,3
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",6,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:30:45",1308,1308,0,571,563,0,8,1400,829,547,24,3,33,3,4,8,5,281,26,22,60,3,50,7,32,9,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.1 CĂTINA",189,CĂTINA,45959,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:37:01",567,567,0,414,377,0,37,621,207,384,30,2,18,1,4,0,1,300,4,3,41,0,6,3,1,0,0
10,BUZĂU,"SCOALA GIMNAZIALA NR.1 COMUNA PADINA",300,PADINA,48138,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:09:54",904,904,0,502,473,0,29,1000,498,451,51,6,15,3,6,2,0,326,10,4,45,2,25,0,6,1,0
10,BUZĂU,"SCOALA GIMNAZIALA NR 1 VILCELELE",402,VÂLCELELE,50399,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:47:39",1072,1072,0,759,647,0,112,1180,421,749,10,3,14,0,1,0,3,696,1,1,25,0,0,0,3,1,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 2",98,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:34:22",1719,1719,0,766,745,0,21,1980,1214,714,52,4,45,6,11,9,6,433,15,17,101,4,32,2,17,10,2
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.2 CORBU",190,CĂTINA,45959,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:17:53",636,636,0,572,442,0,130,699,127,529,43,1,19,2,2,0,3,400,3,6,67,1,13,2,3,7,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 6",94,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:36:05",1751,1751,0,842,823,0,19,1900,1058,813,29,7,71,6,14,5,6,454,16,17,138,6,38,3,15,16,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 7",15,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:34:05",1616,1616,0,728,712,0,16,1800,1072,712,16,5,36,3,5,6,8,369,21,29,88,7,73,5,36,19,2
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 7",14,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:43:03",1674,1674,0,698,683,0,15,1800,1102,662,21,1,46,6,4,5,6,361,24,25,84,5,45,7,22,16,5
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ODĂILE",297,ODĂILE,48021,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:21",539,539,0,348,316,0,32,600,252,321,27,0,10,1,1,1,2,267,1,0,27,1,3,0,6,1,0
10,BUZĂU,"ȘCOALA GIMNAZIALĂ OREAVUL",399,"VALEA RÂMNICULUI",50022,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:18:23",1811,1811,0,943,919,0,24,2000,1057,912,31,3,80,18,6,3,4,548,10,12,121,3,73,3,9,18,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PĂLTINIŞ",256,"GURA TEGHII",47079,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:23:28",467,467,0,348,324,0,24,510,162,331,17,5,5,3,3,2,1,140,2,6,118,2,26,3,3,12,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PĂNĂTĂU",302,PĂNĂTĂU,48227,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:54:39",1165,1165,0,694,677,0,17,1280,586,653,41,1,20,2,1,3,5,474,7,12,88,1,16,1,3,19,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”P.H. ZANGOPOL”",36,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:16:14",1141,1141,0,496,487,0,9,1291,804,467,20,7,32,4,3,8,5,259,7,15,71,1,15,10,16,12,2
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”P.H. ZANGOPOL”",35,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:27:38",888,888,0,365,353,0,12,1000,635,353,12,1,24,5,0,5,8,175,9,5,50,4,35,2,13,13,4
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”P.H. ZANGOPOL”",37,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:32:27",1454,1454,0,610,601,0,9,1599,993,589,17,3,36,3,6,7,3,330,13,18,74,5,30,5,27,27,2
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PIETROASELE",311,PIETROASELE,48487,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:48:43",1454,1454,0,837,779,0,58,1600,763,806,31,0,37,8,12,10,3,410,13,7,86,2,189,1,11,16,1
10,BUZĂU,"ŞCOALA GIMNAZIALA PITULICEA",244,"GLODEANU SĂRAT",46867,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:03:19",727,727,0,548,534,0,14,790,242,497,51,7,22,4,7,1,2,357,8,9,60,3,12,2,3,0,0
10,BUZĂU,"ȘCOALA GIMNAZIALĂ PLAIUL NUCULUI",261,LOPĂTARI,47186,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:01",516,516,0,362,346,0,16,570,208,341,21,5,13,0,3,0,1,168,3,2,28,0,113,1,3,1,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PLEȘCOI",150,BERCA,45101,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:48:00",808,808,0,413,396,0,17,892,479,399,14,1,16,4,4,3,1,226,12,5,49,2,46,1,20,8,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ PLEȘCOI",151,BERCA,45101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:27",721,721,0,392,372,0,20,800,408,371,21,2,17,0,3,4,2,224,3,11,34,2,47,0,12,9,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PLEVNA",253,GREBĂNU,47006,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:35:12",1119,1119,0,847,751,0,96,1230,383,795,52,0,34,8,3,2,3,646,5,3,67,5,11,2,3,3,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PODGORIA",313,PODGORIA,48682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:20:35",1280,1280,0,800,753,0,47,1410,610,749,51,8,33,8,8,5,1,458,5,8,88,4,98,1,10,14,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PUIEŞTII DE JOS",321,PUIEŞTI,48842,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:38",1007,1007,0,596,591,0,5,1111,515,532,64,2,17,1,5,2,2,391,2,6,56,2,31,0,10,4,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ROBEASCA",332,ROBEASCA,49019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:33:30",543,543,0,378,365,0,13,600,222,337,41,2,21,1,2,3,2,269,1,7,21,1,3,0,1,2,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ SĂPOCA",348,SĂPOCA,49206,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:14:47",1461,1461,0,1026,966,0,60,1600,574,966,60,12,59,5,8,4,1,675,17,26,97,2,25,3,22,10,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT AMARA",137,"BALTA ALBĂ",44934,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:26:36",1124,1123,1,876,800,1,75,1242,366,788,88,12,24,5,1,2,3,580,1,8,101,1,29,1,12,5,3
10,BUZĂU,"SCOALA GIMNAZIALĂ SAT BALTA TOCILA",352,SCORŢOASA,49313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:55",238,238,0,168,152,0,16,271,103,165,3,1,9,0,2,1,3,123,0,1,19,2,2,1,0,1,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT CINDEŞTI",405,VERNEŞTI,50102,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:18",1322,1322,0,667,656,0,11,1460,793,599,68,2,27,3,13,2,3,434,4,7,67,2,20,3,4,4,4
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT CÎNDEȘTI",404,VERNEŞTI,50102,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:25",1380,1380,0,717,703,0,14,1520,803,630,87,2,41,5,5,4,3,455,7,5,80,1,9,3,5,4,1
10,BUZĂU,"ŞCOALA GIMNAZIALA SAT HALEŞ, COMUNA TISAU",374,TISĂU,49643,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:28",748,748,0,477,453,0,24,830,353,432,45,1,20,1,2,0,7,296,4,6,71,2,8,3,5,5,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT SCĂRIŞOARA, COMUNA CISLĂU",211,CISLĂU,46313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:47:39",1006,1006,0,722,707,0,15,1110,388,676,46,3,37,5,8,4,15,460,14,5,77,3,22,0,6,15,2
10,BUZĂU,"SCOALA GIMNAZIALA SCURTEŞTI",396,"VADU PAŞII",49956,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:28:10",1665,1665,0,1060,1034,0,26,1831,771,1003,57,11,61,4,9,2,3,700,5,19,129,3,26,1,12,15,3
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL APOSTOL ANDREI”",67,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:06",1388,1388,0,592,582,0,10,1500,908,561,31,1,38,5,7,4,10,293,16,18,68,7,49,3,23,14,5
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL APOSTOL ANDREI”",65,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:40:15",1186,1186,0,541,466,0,75,1300,759,520,21,4,28,4,3,8,9,291,17,15,62,7,38,6,11,16,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL APOSTOL ANDREI”",68,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:49:08",1576,1576,0,696,681,0,15,1700,1004,657,39,5,32,6,3,3,5,350,25,15,83,8,64,6,28,22,2
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL APOSTOL ANDREI”",66,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:42:03",1325,1325,0,521,504,0,17,1500,980,492,28,2,32,8,4,7,4,244,15,24,77,8,36,4,18,8,1
10,BUZĂU,"ŞCOALA GIMNAZIALA STĂNCEŞTI",397,"VADU PAŞII",49956,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:33:01",1198,1198,0,811,799,0,12,1321,510,766,45,2,32,4,2,21,2,590,5,11,84,1,0,1,6,5,0
10,BUZĂU,"SCOALA GIMNAZIALA STILPU",371,STÂLPU,49625,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:42:14",1374,1374,0,897,868,0,29,1510,613,854,43,3,39,3,1,2,1,624,0,11,105,2,33,3,17,10,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ TACHE ŞI ECATERINA TOCILESCU",410,"VINTILĂ VODĂ",50228,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:35:40",1201,1201,0,791,736,0,55,1320,529,754,37,4,36,9,9,1,4,521,10,16,91,1,37,1,5,5,4
10,BUZĂU,"ŞCOALA GIMNAZIALA TOPLICENI",380,TOPLICENI,49769,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:42:15",996,996,0,551,526,0,25,1100,549,518,33,2,34,4,10,3,4,304,4,4,94,2,31,1,7,13,1
10,BUZĂU,"ŞCOALA GIMNAZIALA URSOAIA",416,VIPEREŞTI,50326,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:51:03",785,785,0,509,465,0,44,870,361,456,53,0,34,2,3,0,6,311,1,7,43,2,30,2,8,5,2
10,BUZĂU,"ŞCOALA GIMNAZIALĂ VĂCĂREASCA",249,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:57:39",341,341,0,216,190,0,26,380,164,201,15,3,14,0,0,0,1,119,1,0,54,0,2,1,3,3,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ VALEA PĂRULUI",144,BECENI,45003,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:37:55",1055,1055,0,629,580,0,49,1160,531,590,39,2,18,4,0,5,4,438,5,18,59,4,17,3,5,7,1
10,BUZĂU,"SCOALA GIMNAZIALA VALEA RAMNICULUI",398,"VALEA RÂMNICULUI",50022,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:01:01",1780,1780,0,981,952,0,29,1950,969,944,37,8,84,5,13,9,10,628,6,16,103,2,26,0,16,18,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”VASILE ALDEA” ZOREȘTI",409,VERNEŞTI,50102,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:36",1096,1096,0,593,575,0,18,1200,607,562,31,2,60,5,8,2,3,337,5,10,82,0,25,2,12,9,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”VASILE CRISTOFOREANU”",85,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:35:37",1623,1623,0,749,737,0,12,1800,1051,732,17,6,45,2,43,3,3,420,10,16,103,3,47,3,22,6,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”VASILE CRISTOFOREANU”",84,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:19",1450,1450,0,586,567,0,19,1600,1014,563,23,10,36,4,7,6,1,326,18,11,80,3,35,5,10,11,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”VASILE CRISTOFOREANU”",83,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:17:13",1538,1538,0,727,707,0,20,1700,973,672,55,4,69,4,12,6,4,420,6,19,71,1,27,2,14,9,4
10,BUZĂU,"ŞCOALA GIMNAZIALA VIPEREŞTI",413,VIPEREŞTI,50326,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:45:32",911,911,0,567,535,0,32,1010,443,512,55,5,34,5,10,2,3,360,3,1,66,0,17,3,1,2,0
10,BUZĂU,"SCOALA GURA-FAGETULUI",383,TOPLICENI,49769,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:53:20",146,146,0,104,96,0,8,160,56,101,3,0,4,0,1,0,0,67,2,0,22,0,4,0,0,1,0
10,BUZĂU,"ŞCOALA GURA SĂRĂŢII",281,MEREI,47453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:32",144,144,0,92,74,0,18,160,68,86,6,0,3,0,0,1,6,54,1,3,16,0,0,0,1,1,0
10,BUZĂU,"ŞCOALA LUNCA FRUMOASA",308,PÂRSCOV,48557,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:32:35",856,856,0,530,504,0,26,940,410,503,27,3,22,0,2,2,10,336,7,12,70,1,24,0,10,3,1
10,BUZĂU,"ŞCOALA MĂCRINA",323,PUIEŞTI,48842,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:40:31",408,408,0,216,200,0,16,450,234,201,15,1,9,2,0,1,0,161,1,0,14,0,2,0,3,6,1
10,BUZĂU,"ŞCOALA NENCIULEŞTI",284,MEREI,47453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:30:12",238,238,0,125,113,0,12,270,145,122,3,1,4,1,3,1,0,73,2,2,25,0,4,0,2,3,1
10,BUZĂU,"SCOALA NR.2 SAT RAMNICELU",328,RÂMNICELU,48968,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:23:06",1450,1450,0,1061,1056,0,5,1620,559,599,462,8,62,8,12,2,14,280,4,6,190,1,5,3,1,3,0
10,BUZĂU,"ŞCOALA PARDOŞI",301,PARDOŞI,48165,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:25:27",261,261,0,220,176,0,44,300,80,213,7,1,0,1,1,0,1,182,0,1,10,0,7,0,0,3,6
10,BUZĂU,"ŞCOALA PIETRARU",229,COZIENI,46554,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:32:19",135,135,0,100,78,0,22,150,50,97,3,1,2,3,0,3,1,69,0,0,2,0,16,0,0,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ",125,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:43:52",377,377,0,235,221,0,14,420,185,222,13,0,10,0,1,0,3,151,4,5,26,1,7,1,5,8,0
10,BUZĂU,"ŞCOALA PRIMARĂ",337,RUŞEŢU,49046,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:07:11",155,155,0,123,113,0,10,180,57,106,17,0,5,0,1,2,0,54,2,4,20,0,15,0,1,2,0
10,BUZĂU,"ŞCOALĂ PRIMARĂ",121,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:24",238,238,0,139,129,0,10,268,129,134,5,0,7,1,4,2,0,73,0,6,33,1,4,1,1,1,0
10,BUZĂU,"ŞCOALA PRIMARĂ BECENI",140,BECENI,45003,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:45:52",790,790,0,506,466,0,40,870,364,485,21,0,20,2,4,2,0,339,5,5,70,4,18,0,10,5,1
