precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA AUR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL DIASPORA UNITĂ-voturi"
35,SUCEAVA,"PRIMARIA RADAUTI",100,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:18:36",1901,1901,0,706,694,0,12,2300,1594,674,32,5,2,29,31,5,7,4,7,8,19,39,40,323,132,6,17
35,SUCEAVA,"PUNCT DOCUMENTAR NICOALE ISTRATI",360,HORODNICENI,149049,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:59:48",403,403,0,223,202,0,21,443,220,204,19,0,0,0,8,2,2,5,0,0,0,2,6,147,28,2,2
35,SUCEAVA,"SALĂ DE FESTIVITĂȚI A PRIMĂRIEI FRUMOSU",328,FRUMOSU,148729,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:43:21",1786,1786,0,1169,1162,0,7,1900,731,1099,70,86,7,12,18,4,12,5,1,6,23,28,61,676,152,0,8
35,SUCEAVA,"SALĂ DE FESTIVITĂŢI CLIT",209,ARBORE,146860,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:11:36",1072,1072,0,558,544,0,14,1100,542,524,34,1,0,8,14,0,4,3,0,1,5,5,10,364,101,2,6
35,SUCEAVA,"SALA DE ŞEDINŢE A CONSILIULUI LOCAL ULMA",506,ULMA,150702,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:16",353,353,0,219,211,0,8,400,181,208,11,3,0,1,4,2,2,5,0,0,6,4,11,130,38,2,0
35,SUCEAVA,"SALA DE SEDINTE A CONSILIULUI LOCAL VERESTI",531,VEREŞTI,151022,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:35",950,950,0,524,521,0,3,1000,476,437,87,2,0,3,2,2,2,0,0,2,8,2,15,248,149,1,1
35,SUCEAVA,"SALA DE SPECTACOLE",403,MOLDOVIŢA,149539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:07:26",1831,1831,0,1031,1014,0,17,2000,969,971,60,2,1,18,20,5,10,11,5,2,13,20,56,573,214,9,12
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI SALA A",252,CALAFINDEŞTI,147580,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:53:46",1003,1003,0,605,597,0,8,1100,495,559,46,2,3,0,10,13,1,4,1,4,6,1,19,394,87,4,10
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI- SALA B",253,CALAFINDEŞTI,147580,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:05",1013,1013,0,629,623,0,6,1100,471,562,67,2,2,8,18,4,9,10,2,1,12,11,23,345,101,9,5
35,SUCEAVA,"SALA MICĂ A CĂMINULUI CULTURAL IASLOVĂŢ",364,IASLOVĂŢ,151442,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:54",1699,1699,0,715,708,0,7,1800,1085,656,59,1,3,5,8,1,0,2,2,1,10,7,55,339,207,4,11
35,SUCEAVA,"SALA POLIVALENTĂ CIUMÂRNA",524,"VATRA MOLDOVIŢEI",150980,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:41:26",387,387,0,210,199,0,11,500,290,183,27,1,3,1,5,1,0,2,2,0,4,1,9,126,26,0,2
35,SUCEAVA,"SCOALA ANTOCENI",311,FORĂŞTI,148514,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:51",260,260,0,154,136,0,18,300,146,145,9,0,0,0,8,1,1,0,0,0,5,0,9,93,25,1,2
35,SUCEAVA,"ȘCOALA BOTOȘ",258,CIOCĂNEŞTI,151451,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:41:43",323,323,0,236,227,0,9,400,164,231,5,1,1,3,13,0,6,1,0,0,3,1,20,129,44,2,7
35,SUCEAVA,"ȘCOALA CACICA",249,CACICA,147526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:39:46",1083,1083,0,553,527,0,26,1200,647,530,23,4,0,0,20,1,3,9,0,2,9,5,33,357,72,6,9
35,SUCEAVA,"ŞCOALA CĂLINEŞTI-VASILACHE",276,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:28:28",166,166,0,94,86,0,8,187,93,93,1,0,0,0,4,1,0,2,0,0,0,1,3,68,13,1,0
35,SUCEAVA,"ŞCOALA COTÎRGAŞI NR.1",133,"ORAŞ BROŞTENI",147358,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:00:53",1033,1033,0,680,666,0,14,1100,420,646,34,10,1,12,20,8,12,4,0,0,10,9,45,413,89,7,6
35,SUCEAVA,"ŞCOALA CU CLASELE I - IV",546,VULTUREŞTI,151157,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:40:45",190,190,0,138,121,0,17,200,62,132,6,0,0,0,2,2,0,2,0,1,2,1,7,102,13,0,0
35,SUCEAVA,"ŞCOALA CU CLASELE I-IV BOTOŞANIŢA MICĂ",338,GRĂMEŞTI,148916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:57",191,191,0,140,130,0,10,300,160,126,14,1,0,0,1,2,1,2,0,1,2,5,8,84,19,0,0
35,SUCEAVA,"SCOALA CU CLASELE I-IV COTU BAII",302,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:15",765,765,0,375,367,0,8,900,525,349,26,2,5,2,22,2,1,9,0,2,6,7,21,198,65,4,3
35,SUCEAVA,"SCOALA CU CLASELE I-IV COVERCA",415,PANACI,149682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:00:35",653,653,0,371,364,0,7,690,319,358,13,0,1,2,8,2,7,3,2,1,20,15,31,208,48,4,6
35,SUCEAVA,"SCOALA CU CLASELE I-IV FANTANA MARE",301,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:13:04",885,885,0,533,512,0,21,1000,467,488,45,0,4,3,10,2,2,10,0,1,25,8,29,280,94,5,15
35,SUCEAVA,"SCOALA CU CLASELE I-IV GURA HAITII",479,"ŞARU DORNEI",150445,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:30:44",461,461,0,318,306,0,12,496,178,298,20,1,2,7,11,0,2,0,1,0,4,5,8,209,47,0,1
35,SUCEAVA,"SCOALA CU CLASELE I - IV ” ILIE GRAMADA”",469,STROIEŞTI,150310,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:09:27",581,581,0,362,356,0,6,700,338,324,38,8,0,2,5,2,1,1,1,1,4,6,18,229,40,4,2
35,SUCEAVA,"SCOALA CU CLASELE I-IV MARGINE",535,"VICOVU DE JOS",151077,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:33",764,764,0,402,388,0,14,900,498,380,22,2,3,6,8,1,0,1,1,1,1,10,18,269,57,2,0
35,SUCEAVA,"ȘCOALA CU CLASELE I-IV PĂLTINIȘ",417,PANACI,149682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:16:07",269,269,0,123,122,0,1,310,187,110,13,1,0,3,0,1,0,0,0,1,2,0,6,76,17,3,0
35,SUCEAVA,"ŞCOALA CU CLASELE I-IV POJORÎTA",430,POJORÂTA,149931,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:15:11",774,774,0,537,525,0,12,881,344,505,32,5,5,13,32,2,7,2,3,1,9,5,30,281,99,4,7
35,SUCEAVA,"SCOALA CU CLASELE I-IV PRAXIA",303,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:34:01",123,123,0,66,57,0,9,200,134,63,3,1,0,1,2,0,0,0,0,0,0,0,6,38,13,2,0
35,SUCEAVA,"SCOALA CU CLASELE I-IV SARISORU MARE",480,"ŞARU DORNEI",150445,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:30:28",428,428,0,289,279,0,10,500,211,285,4,0,4,3,8,1,3,3,2,1,12,10,12,178,39,3,6
35,SUCEAVA,"SCOALA CU CLASELE I-IV SPĂTĂREȘTI",304,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:51:28",392,392,0,186,176,0,10,500,314,175,11,0,1,3,11,2,0,0,0,0,5,6,13,104,27,0,3
35,SUCEAVA,"SCOALA CU CLASELE I-VIII IOAN VICOVEANU",532,"VICOVU DE JOS",151077,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:07:34",1343,1343,0,690,662,0,28,1500,810,648,42,5,1,4,18,0,5,1,2,5,11,12,43,347,181,3,10
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 2 MARGINEA",376,MARGINEA,149290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:36",1642,1642,0,798,784,0,14,1800,1002,748,50,8,2,6,31,6,12,3,3,3,19,10,54,313,265,3,10
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 3 MARGINEA",380,MARGINEA,149290,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:46:27",1931,1931,0,937,928,0,9,2200,1263,864,73,7,1,14,33,3,12,5,4,6,8,11,37,384,307,11,21
35,SUCEAVA,"SCOALA CU CLASELE I-VIII SARU DORNEI",481,"ŞARU DORNEI",150445,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:31:44",962,962,0,621,604,0,17,1000,379,607,14,1,3,12,19,5,3,6,0,2,18,18,40,371,93,12,4
35,SUCEAVA,"SCOALA CU CLASELE I-VIII VOITINEL",538,VOITINEL,151558,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:34:36",1722,1722,0,922,914,0,8,1900,978,886,36,4,2,6,8,1,3,3,3,4,10,10,34,571,216,5,6
35,SUCEAVA,"ȘCOALA CU CL.I-IV BOTEȘTI",357,HORODNICENI,149049,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:02:38",367,367,0,212,205,0,7,405,193,189,23,1,1,4,14,0,5,5,0,0,4,2,4,114,32,0,3
35,SUCEAVA,"ȘCOALA CU CL.I-IV BRĂDĂȚEL",358,HORODNICENI,149049,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:26:27",488,488,0,315,290,0,25,537,222,283,32,1,3,2,3,2,11,5,0,1,2,5,25,142,73,3,5
35,SUCEAVA,"ŞCOALA CU CL.I-IV MUŞENIŢA",409,MUŞENIŢA,149584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:37:18",298,298,0,178,164,0,14,500,322,172,6,0,1,1,5,1,1,2,0,0,3,2,18,97,38,2,1
35,SUCEAVA,"ȘCOALA CU CL.I-VIII MIHĂIEȘTI",359,HORODNICENI,149049,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:46:39",656,656,0,439,402,0,37,722,283,407,32,1,1,2,8,2,5,3,2,1,1,3,14,266,94,3,1
35,SUCEAVA,"ŞCOALA DĂRMĂNEŞTI NR.2",279,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:30:00",823,823,0,478,468,0,10,874,396,451,27,5,2,11,31,3,5,5,1,2,12,14,38,232,70,6,14
35,SUCEAVA,"SCOALA DEAL",299,DUMBRĂVENI,148426,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:36:00",1697,1697,0,840,830,0,10,1800,960,806,34,5,3,5,14,0,25,4,0,1,24,8,72,475,151,14,5
35,SUCEAVA,"SCOALA DIN SATUL COTU DOBEI",307,FÂNTÂNELE,148453,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:38:14",150,150,0,96,88,0,8,200,104,91,5,3,0,0,5,1,0,0,0,1,0,1,5,58,17,0,0
35,SUCEAVA,"ȘCOALA DUMBRĂVENI",449,RÂŞCA,150114,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:38",323,323,0,211,206,0,5,350,139,193,18,1,0,2,5,1,1,1,0,0,6,4,5,71,89,5,2
35,SUCEAVA,"SCOALA GENERALA ARGESTRU",129,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:04",491,491,0,277,267,0,10,600,323,258,19,1,2,2,14,1,0,2,1,2,9,4,15,159,35,6,5
35,SUCEAVA,"ŞCOALA GENERALĂ BUDA",556,ZVORIŞTEA,151344,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:43",708,708,0,298,291,0,7,800,502,278,20,1,1,5,10,0,3,3,2,2,7,4,15,181,36,2,6
35,SUCEAVA,"ŞCOALA GENERALĂ BUDA",555,ZVORIŞTEA,151344,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:35:27",924,924,0,390,388,0,2,1000,610,370,20,3,1,0,3,3,3,4,2,0,6,0,29,273,38,2,3
35,SUCEAVA,"ŞCOALA GENERALĂ DÎRMOXA",134,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:08:35",114,114,0,88,77,0,11,127,39,87,1,2,0,2,1,1,0,1,0,0,1,0,2,63,9,1,4
35,SUCEAVA,"ŞCOALA GENERALĂ FUNDU SADOVEI",453,SADOVA,150178,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:02:25",931,931,0,651,637,0,14,1000,349,618,33,7,1,19,18,5,5,4,2,1,26,21,21,395,77,6,10
35,SUCEAVA,"SCOALA GENERALA MOARA CARP",399,MOARA,149414,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:54:05",731,731,0,447,440,0,7,750,303,400,47,0,1,7,7,2,2,13,0,0,6,7,20,243,83,5,4
35,SUCEAVA,"SCOALA GENERALA MOARA NICA",396,MOARA,149414,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:27",1505,1505,0,827,812,0,15,1611,784,776,51,2,7,28,43,5,6,10,4,3,31,28,68,376,145,5,15
35,SUCEAVA,"ŞCOALA GENERALĂ NR. 7 ”GRIGORE GHICA VOIEVOD”",65,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:27:03",1842,1842,0,821,807,0,14,2000,1179,779,42,17,7,18,128,10,12,5,5,4,17,29,45,269,189,8,16
35,SUCEAVA,"ŞCOALA GENERALĂ RÎŞCA 3",447,RÂŞCA,150114,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:18:48",730,730,0,427,421,0,6,900,473,372,55,1,3,4,22,3,9,8,0,2,14,11,40,133,96,21,5
35,SUCEAVA,"ŞCOALA GENERALĂ ŞERBĂNEŞTI",561,ZVORIŞTEA,151344,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:02",916,916,0,321,317,0,4,1000,679,312,9,16,1,6,15,0,6,2,0,0,2,5,0,225,28,3,3
35,SUCEAVA,"ŞCOALA GENERALĂ ZVORIŞTEA",554,ZVORIŞTEA,151344,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:47:46",753,753,0,402,386,0,16,800,398,389,13,2,0,5,13,1,4,9,0,0,10,8,10,279,43,0,5
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ",485,ŞCHEIA,146432,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:05:44",1812,1812,0,1055,1035,0,20,1900,845,1005,50,4,3,23,55,9,8,4,8,4,26,26,62,391,353,7,22
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",81,"MUNICIPIUL FĂLTICENI",146539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:31:55",1432,1432,0,637,621,0,16,1600,963,613,24,6,2,16,60,4,1,4,2,3,15,23,30,342,79,5,21
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU LĂPUȘNEANU”- CORP B",460,SLATINA,150258,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:11",1521,1521,0,883,813,0,70,1600,717,874,9,0,0,2,1,0,3,0,0,0,0,2,8,844,11,0,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ARGEL",404,MOLDOVIŢA,149539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:42:26",794,794,0,455,452,0,3,873,418,420,35,3,0,4,4,0,7,4,0,0,6,1,28,272,87,3,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ARGHIRA",434,PREUTEŞTI,149968,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:11:38",972,972,0,551,538,0,13,1100,549,520,31,2,3,1,17,4,2,3,0,0,11,9,24,316,124,1,3
35,SUCEAVA,"SCOALA GIMNAZIALA BAISESTI",263,"CORNU LUNCII",147786,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:37:11",1192,1192,0,656,649,0,7,1300,644,626,30,2,3,6,18,4,1,4,3,3,10,13,66,364,111,7,11
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BĂLĂCEANA",214,BĂLĂCEANA,151530,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:21:09",1174,1174,0,630,608,0,22,1300,670,581,49,1,2,3,10,0,4,4,1,2,11,3,43,419,71,4,3
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ BERCHIȘEȘTI",218,BERCHIŞEŞTI,151576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:08:00",1060,1060,0,715,699,0,16,1200,485,683,32,1,4,2,24,0,7,7,0,0,5,11,26,479,99,5,13
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ BERCHIȘEȘTI",219,BERCHIŞEŞTI,151576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:02:42",1065,1065,0,619,613,0,6,1200,581,559,60,1,2,8,9,0,2,4,1,1,6,8,1,431,76,8,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BIVOLĂRIA",199,"ORAŞ VICOVU DE SUS",151095,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:10:12",1800,1800,0,887,881,0,6,2000,1113,805,82,2,8,4,16,1,2,0,3,2,23,14,45,341,317,17,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BOGATA",213,BAIA,146904,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:15:48",1079,1079,0,524,513,0,11,1200,676,466,58,1,1,2,1,1,3,1,3,0,8,2,22,355,59,4,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”BOGDAN VODĂ”",72,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:47",1517,1517,0,639,615,0,24,1600,961,619,20,3,5,38,52,21,5,11,2,3,20,25,30,290,96,3,15
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BOGDAN VODĂ CAPU CODRULUI",421,PĂLTINOASA,149753,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:19:08",1269,1269,0,737,724,0,13,1400,663,657,80,7,0,4,13,0,0,8,0,3,4,0,44,470,87,10,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BOSANCI",234,BOSANCI,147134,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:23:10",1263,1263,0,540,531,0,9,1400,860,503,37,0,6,10,16,5,7,3,2,1,15,12,41,178,196,5,6
35,SUCEAVA,"SCOALA GIMNAZIALA BRAIESTI",264,"CORNU LUNCII",147786,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:49:38",959,959,0,514,501,0,13,1100,586,493,21,2,3,4,18,4,1,2,2,0,9,5,35,292,100,9,7
35,SUCEAVA,"SCOALA GIMNAZIALĂ BRODINA - IZVOARELE SUCEVEI",375,"IZVOARELE SUCEVEI",149183,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 01:39:54",577,577,0,390,383,0,7,700,310,338,52,1,2,2,4,0,4,7,0,1,4,0,16,241,51,2,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BUCŞOAIA",153,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:02:09",1289,1289,0,730,715,0,15,1398,668,708,22,5,3,11,22,3,3,3,2,1,6,5,44,357,223,8,12
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ BUDENI",144,"ORAŞ DOLHASCA",148006,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:46:53",1137,1137,0,531,522,0,9,1252,721,482,49,3,0,2,15,2,3,4,0,0,5,3,23,342,74,4,2
35,SUCEAVA,"SCOALA GIMNAZIALA BURSUCENI",528,VEREŞTI,151022,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:34:59",1149,1149,0,442,442,0,0,1200,758,418,24,4,1,3,12,2,2,1,1,1,2,6,35,237,97,6,8
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ CĂLINEȘTI",490,ŞERBĂUŢI,151460,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:12:07",972,972,0,566,535,0,31,1200,634,493,73,4,6,5,15,4,2,3,1,0,6,6,42,245,138,15,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ CĂLINEŞTI ENACHE",275,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:28:38",539,539,0,284,262,0,22,589,305,268,16,0,1,1,16,1,0,1,1,3,1,2,27,170,34,5,5
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN TOMESCU” PLEŞEŞTI",542,VULTUREŞTI,151157,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:07:16",520,520,0,312,298,0,14,550,238,286,26,0,1,0,8,0,2,4,0,2,8,0,16,144,92,3,6
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ CORNI",168,"ORAŞ LITENI",149227,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:12",598,598,0,287,277,0,10,700,413,273,14,2,2,4,13,2,3,2,0,2,6,6,17,156,49,5,4
35,SUCEAVA,"SCOALA GIMNAZIALA CORNU LUNCII",262,"CORNU LUNCII",147786,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:55:30",1045,1045,0,558,543,0,15,1200,642,524,34,2,2,5,14,0,3,6,2,1,12,14,46,318,90,1,8
35,SUCEAVA,"SCOALA GIMNAZIALA COROCAIESTI",529,VEREŞTI,151022,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:31:23",1029,1029,0,438,430,0,8,1200,762,415,23,1,2,7,12,1,4,9,0,0,4,3,22,263,78,6,3
35,SUCEAVA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BOTOSANA",237,BOTOŞANA,147161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:29:31",1045,1045,0,637,631,0,6,1200,563,613,24,3,3,0,50,2,1,2,1,0,15,10,15,403,90,4,14
35,SUCEAVA,"SCOALA GIMNAZIALA CU CLASELE I-VIII COMANESTI",260,COMĂNEŞTI,151433,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:06",954,954,0,532,512,0,20,1100,568,487,45,11,4,2,23,4,7,4,0,1,6,7,17,322,77,2,0
35,SUCEAVA,"SCOALA GIMNAZIALA CU CLASELE I-VIII HUMORENI",261,COMĂNEŞTI,151433,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:30:44",933,933,0,459,450,0,9,1000,541,418,41,4,1,6,5,3,4,6,1,2,0,5,12,304,57,2,6
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ DĂNILA",277,DĂRMĂNEŞTI,147937,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:05:06",916,916,0,493,476,0,17,1008,515,462,31,2,1,6,19,2,2,5,5,1,5,14,30,247,111,3,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ”DIMITRIE GUSTI”",331,"FUNDU MOLDOVEI",148765,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:33:42",1519,1519,0,967,927,0,40,1600,633,912,55,3,3,22,54,5,8,7,6,7,13,20,40,494,212,10,8
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”DIMITRIE PĂCURARIU” ȘCHEIA",482,ŞCHEIA,146432,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:09:43",1944,1944,0,1083,1051,0,32,2100,1017,1052,31,0,5,53,106,0,4,4,4,0,38,44,73,440,264,5,12
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”DIMITRIE PĂCURARIU” ȘCHEIA",483,ŞCHEIA,146432,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:46:40",1771,1771,0,914,901,0,13,1900,986,870,44,7,0,0,77,3,14,5,12,4,19,31,55,342,283,4,14
35,SUCEAVA,"SCOALA GIMNAZIALĂ DIMITRIE VATAMANIUC",476,SUCEVIŢA,150418,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:01:37",1466,1466,0,794,759,0,35,1600,806,760,34,3,1,15,26,5,30,5,6,2,9,17,53,445,125,10,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ DOLHEŞTII MICI",281,DOLHEŞTI,148097,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:33:13",958,958,0,531,517,0,14,1100,569,519,12,0,0,0,0,0,0,0,0,0,0,0,22,441,56,0,0
35,SUCEAVA,"SCOALA GIMNAZIALA DORNESTI",288,DORNEŞTI,148293,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:14:58",1774,1774,0,810,792,0,18,1900,1090,769,41,32,3,7,27,5,11,10,2,1,14,11,75,363,193,6,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ DOROTEIA",154,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:31:17",689,689,0,386,372,0,14,800,414,349,37,5,2,3,8,2,0,1,2,1,5,3,17,232,63,2,3
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ DRĂGOIEȘTI",292,DRĂGOIEŞTI,148328,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:45:44",1359,1359,0,822,751,0,71,1500,678,772,50,0,0,0,46,4,8,13,0,0,2,3,35,513,126,0,22
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ FRASIN",152,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:44",1013,1013,0,540,530,0,10,1100,560,501,39,8,0,7,15,3,4,6,0,2,3,2,35,193,206,10,7
