precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi"
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",154,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:46:42",1251,1251,0,482,467,0,15,1400,918,465,17,9,61,139,69,32,34,29,4,5,2,13,3,16,4,38,7
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",119,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:45:33",1278,1278,0,490,471,0,19,1400,910,465,25,7,69,185,64,24,20,12,6,0,3,8,3,26,6,24,8
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",120,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:22",797,797,0,363,350,0,13,900,537,348,15,0,35,132,48,27,15,11,4,3,1,9,3,25,7,20,8
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",118,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:45",1527,1527,0,593,588,0,5,1600,1007,569,23,6,94,169,76,32,35,24,7,5,5,12,7,25,12,45,15
31,PRAHOVA,"LICEUL TEHNOLOGIC ENERGETIC - (CORP A SALA DE CLASA NR.3-INTRAREA PRINCIPALA)",165,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:38",823,823,0,360,340,0,20,900,540,345,15,6,45,129,31,35,14,7,4,13,9,7,0,13,6,24,2
31,PRAHOVA,"LICEUL TEHNOLOGIC ENERGETIC -(CORP A-SALA DE CLASA NR.5-INTRAREA SECUNDARA)",164,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:00:56",1018,1018,0,512,495,0,17,1100,588,491,21,6,50,184,66,37,17,19,1,18,3,13,2,21,11,41,2
31,PRAHOVA,"LICEUL TEHNOLOGIC ”LAZĂR EDELEANU” (FOST COLEGIUL TEHNIC ”LAZĂR EDELEANU”, FOST LICEUL DE CHIMIE)",63,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:08:26",1534,1534,0,594,577,0,17,1700,1106,568,26,11,101,189,74,47,23,18,6,13,8,12,3,19,9,29,6
31,PRAHOVA,"LICEUL TEHNOLOGIC ”LAZĂR EDELEANU” (FOST COLEGIUL TEHNIC ”LAZĂR EDELEANU”, FOST LICEUL DE CHIMIE)",62,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:09:58",1194,1194,0,546,529,0,17,1300,754,530,16,7,92,142,97,21,23,22,8,13,7,18,4,21,13,29,13
31,PRAHOVA,"LICEUL TEHNOLOGIC MECANIC - (CORP A SALA 2)",174,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:39",1212,1211,1,591,585,0,6,1300,709,554,37,6,95,226,51,23,17,15,3,14,9,10,3,24,9,39,10
31,PRAHOVA,"LICEUL TEHNOLOGIC MECANIC - (CORP A SALA 3)",175,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:05",1398,1398,0,634,621,0,13,1600,967,591,42,5,80,271,56,37,18,14,6,20,7,12,3,18,7,30,7
31,PRAHOVA,"LICEUL TEHNOLOGIC MECANIC - (SALA DE SPORT)",173,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:40:52",1437,1437,0,631,621,0,10,1600,969,607,24,10,77,273,50,42,17,16,8,33,1,12,6,12,10,36,4
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TASE DUMITRESCU ” MIZIL",239,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:24",1002,1002,0,323,309,0,14,1100,777,280,43,4,52,170,3,13,3,2,1,5,3,4,2,12,1,4,1
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TASE DUMITRESCU” MIZIL",238,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:53",841,841,0,373,362,0,11,900,527,352,21,1,49,186,25,18,14,7,2,1,4,6,6,15,2,14,2
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TEODOR DIAMANT”",204,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:46:26",980,980,0,516,504,0,12,1100,584,496,20,2,118,216,49,28,8,12,5,5,3,9,3,15,8,9,6
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TOMA N. SOCOLESCU” (FOST COLEGIUL TEHNIC ”TOMA N. SOCOLESCU”)",116,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:30:11",934,934,0,404,391,0,13,1000,596,390,14,5,67,112,61,25,14,11,10,4,6,7,5,17,6,26,14
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TOMA N. SOCOLESCU” (FOST COLEGIUL TEHNIC ”TOMA N. SOCOLESCU”)",117,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:35:53",636,636,0,267,252,0,15,700,433,258,9,2,39,81,50,9,15,3,3,4,0,2,2,14,2,29,3
31,PRAHOVA,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET” (FOST GRUPUL SCOLAR DE ARTE SI MESERII ”SPIRU HARET”)",13,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:37",1052,1052,0,415,401,0,14,1200,785,398,17,7,61,116,71,32,8,16,10,4,2,6,1,22,8,26,8
31,PRAHOVA,"LICEUL TEORETIC",411,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:32:26",1475,1475,0,885,868,0,17,1600,715,840,45,3,265,309,61,43,17,25,10,11,6,15,4,29,8,28,6
31,PRAHOVA,"LICEUL TEORETIC ”AUREL VLAICU” BREAZA",210,"ORAŞ BREAZA",131103,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:51:33",1504,1504,0,779,756,0,23,1600,841,690,30,9,82,422,50,31,24,20,8,9,5,4,1,18,1,0,6
31,PRAHOVA,"LICEUL TEORETIC ”AUREL VLAICU” BREAZA",209,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:27",1038,1038,0,580,528,0,52,1100,520,543,37,6,75,276,52,21,17,11,4,2,2,6,5,15,0,44,7
31,PRAHOVA,"LICEUL TEORETIC ”AUREL VLAICU” BREAZA",211,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:16:50",809,808,1,479,468,0,11,900,421,447,32,6,69,248,33,21,10,10,0,4,4,3,3,6,2,25,3
31,PRAHOVA,"LICEUL TEORETIC ”AUREL VLAICU” BREAZA",208,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:09:15",1358,1358,0,723,687,0,36,1500,777,660,63,5,108,343,50,25,27,16,3,9,4,12,1,22,4,23,8
31,PRAHOVA,"LICEUL TEORETIC AZUGA",181,"ORAŞ AZUGA",130954,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:06:12",1610,1610,0,954,903,0,51,1800,846,904,50,10,171,456,37,50,31,23,5,9,7,13,2,22,4,60,4
31,PRAHOVA,"LICEUL TEORETIC ”BRÂNCOVEANU VODĂ” ORAȘUL URLAȚI",270,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:24:19",1437,1437,0,674,670,0,4,1600,926,635,39,7,94,345,21,72,13,17,3,5,4,3,2,20,15,10,4
31,PRAHOVA,"LICEUL TEORETIC ”BRÂNCOVEANU VODĂ” ORAȘUL URLATI (CLADIREA VECHE)",269,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:54:59",1443,1443,0,692,680,0,12,1600,908,667,25,5,96,363,43,58,18,15,1,2,6,6,3,29,5,14,3
31,PRAHOVA,"LICEUL TEORETIC ” GRIGORE TOCILESCU” MIZIL",245,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:34",1005,991,14,385,372,0,13,1100,715,367,18,3,82,152,22,27,10,7,4,2,6,11,6,12,5,14,4
31,PRAHOVA,"LICEUL TEORETIC ”ŞERBAN VODĂ”",264,"ORAŞ SLĂNIC",131577,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:35:54",1023,1023,0,614,566,0,48,1100,486,575,39,5,147,209,75,31,19,12,13,3,4,9,5,23,2,14,4
31,PRAHOVA,"LICEUL TEORETIC ”ŞERBAN VODĂ”",265,"ORAŞ SLĂNIC",131577,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:02:55",1136,1136,0,638,604,0,34,1200,562,610,28,5,157,200,78,44,15,12,11,3,5,4,10,35,6,19,6
31,PRAHOVA,"MUZEUL JUDEŢEAN DE ISTORIE ŞI ARHEOLOGIE PRAHOVA",15,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:16",663,663,0,260,245,0,15,700,440,253,7,1,37,89,40,13,8,6,2,5,1,8,1,16,5,19,2
31,PRAHOVA,"OCOLUL SILVIC",20,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:51:51",1297,1297,0,570,557,0,13,1400,830,543,27,4,64,151,100,25,23,36,6,3,6,17,5,31,14,49,9
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",73,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:37:00",1865,1865,0,792,772,0,20,1900,1108,759,33,8,91,218,143,37,55,27,9,4,5,15,10,43,7,75,12
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",75,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:33",1308,1308,0,558,548,0,10,1400,842,539,19,8,53,181,79,24,25,19,12,2,5,11,5,34,12,64,5
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",74,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:25",1175,1175,0,495,488,0,7,1300,805,472,23,5,77,146,84,17,23,18,6,2,5,10,5,27,13,24,10
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",76,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:34",753,753,0,321,307,0,14,740,419,310,11,4,46,104,48,16,13,11,2,8,3,7,3,12,4,22,7
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",77,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:15:18",865,865,0,374,367,0,7,1000,626,344,30,12,47,104,52,14,18,20,3,0,3,4,8,13,5,31,10
31,PRAHOVA,"PALATUL CULTURII",2,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:52:04",853,853,0,377,347,0,30,900,523,367,10,5,34,108,65,31,16,14,4,2,3,16,5,25,5,26,8
31,PRAHOVA,"PALATUL CULTURII",1,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:44",1414,1414,0,512,492,0,20,1600,1088,490,22,3,57,135,90,29,15,22,4,1,3,19,7,28,8,64,5
31,PRAHOVA,"PALATUL CULTURII",3,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:07:53",936,936,0,423,406,0,17,1000,577,401,22,5,59,119,70,17,14,22,3,6,5,8,0,27,7,37,2
31,PRAHOVA,PRIMĂRIA,378,CIORANI,132681,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:36:03",911,911,0,558,540,0,18,1000,442,522,36,16,69,238,77,32,19,4,13,9,2,5,6,11,11,9,1
31,PRAHOVA,"PRIMĂRIA COMUNEI FLOREȘTI",424,FLOREŞTI,133330,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:14",570,570,0,327,317,0,10,600,273,305,22,6,43,180,7,13,3,12,3,3,1,2,1,4,21,5,1
31,PRAHOVA,"PRIMĂRIA ORAŞ MIZIL",241,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:15:20",1005,1005,0,435,429,0,6,1100,666,405,29,6,59,194,34,31,14,18,4,6,4,6,0,12,5,7,5
31,PRAHOVA,"PRIMĂRIA ORAŞ MIZIL",240,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:48",991,991,0,437,424,0,13,1100,663,426,11,4,77,223,25,21,18,11,6,1,3,2,0,13,1,16,5
31,PRAHOVA,"PRIMĂRIA POIANA CÂMPINA-CLĂDIRE BIROURI",507,"POIANA CÂMPINA",131274,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:56:11",1209,1209,0,691,672,0,19,1300,610,657,33,10,105,347,50,34,6,16,4,11,6,15,8,16,6,16,7
31,PRAHOVA,"PRIMĂRIA TRĂISTENI",613,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:06",931,931,0,486,469,0,17,950,464,465,21,2,100,263,32,14,14,3,6,6,2,2,0,6,0,13,2
31,PRAHOVA,"PUNCTUL DE LUCRU AL PRIMĂRIEI BRAZI DIN SATUL POPEŞTI",345,BRAZI,130712,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:13:45",1463,1463,0,784,772,0,12,1600,816,708,76,19,107,297,55,79,23,23,9,6,9,5,5,35,9,19,8
31,PRAHOVA,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI BRAZI",343,BRAZI,130712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:21:21",633,633,0,414,392,0,22,700,286,375,39,9,79,146,18,28,15,20,4,6,5,4,1,13,4,14,9
31,PRAHOVA,"SALA DE SPORT A ŞCOLII GIMNAZIALE ”DUMITRU HERA” BĂTEŞTI",342,BRAZI,130712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:10:55",1429,1429,0,804,777,0,27,1600,796,751,53,9,171,283,60,69,30,25,8,5,4,6,5,31,10,28,7
31,PRAHOVA,"SALA DE SPORT A ŞCOLII GIMNAZIALE ”PROFESOR OPREA MIHAI” SAT NEGOIEŞTI",344,BRAZI,130712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:57:58",1540,1540,0,835,800,0,35,1700,867,791,42,23,102,310,70,93,30,17,16,12,14,11,5,37,13,28,10
31,PRAHOVA,"SALA DE SPORT BUCOV",353,BUCOV,130785,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:04:56",1688,1688,0,702,686,0,16,1900,1198,668,34,6,116,273,75,42,34,20,7,0,4,11,2,36,9,27,6
31,PRAHOVA,"SALA DE SPORT BUCOV",355,BUCOV,130785,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:20",1438,1438,0,658,650,0,8,1600,942,631,27,8,98,286,104,26,14,12,5,1,6,8,3,22,2,29,7
31,PRAHOVA,"SALA DE SPORT BUCOV",354,BUCOV,130785,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:21:13",1523,1523,0,691,685,0,6,1700,1008,621,65,8,94,349,45,44,14,6,3,0,1,16,3,22,2,14,0
31,PRAHOVA,"SALǍ DE SPORT CU TRIBUNǍ 180 LOCURI",183,"ORAŞ AZUGA",130954,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:01",1154,1154,0,734,690,0,44,1300,566,688,46,10,107,354,49,39,22,26,6,5,7,10,1,10,7,31,4
31,PRAHOVA,"SALA DE SPORT MIZIL",235,"ORAŞ MIZIL",131407,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:56:46",1557,1557,0,614,602,0,12,1700,1086,567,47,7,78,343,28,39,7,7,2,7,5,5,2,13,5,12,7
31,PRAHOVA,"SALA DE SPORT TINERETULUI",184,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:32:51",1033,1033,0,599,571,0,28,1100,501,541,58,7,84,235,54,28,17,19,6,7,4,26,7,20,6,18,3
31,PRAHOVA,"SALA DE UTILITATE PUBLICĂ",405,DUMBRĂVEŞTI,131461,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:59:56",1265,1265,0,854,842,0,12,1420,566,797,57,11,98,543,14,68,9,8,4,5,2,10,1,14,2,4,4
31,PRAHOVA,"SALĂ MULTIFUNCȚIONALĂ BĂLTIȚA",485,MĂNEŞTI,134194,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:12:21",697,697,0,411,387,0,24,800,389,388,23,7,43,263,13,27,4,7,0,3,1,4,0,2,4,10,0
31,PRAHOVA,"SALA MULTIFUNCTIONALA COCOSESTI",495,PĂULEŞTI,130847,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:39",926,926,0,700,681,0,19,1000,300,675,25,8,94,334,50,46,34,25,4,8,1,5,1,23,15,24,3
31,PRAHOVA,"SALĂ MULTIFUNCȚIONALĂ ZALHANAUA",487,MĂNEŞTI,134194,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:17:04",830,830,0,458,445,0,13,900,442,430,28,6,70,275,13,31,4,8,4,1,0,2,1,3,3,8,1
31,PRAHOVA,"SALA POLIVALENTĂ PLOPENI",248,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:36",1032,1032,0,574,557,0,17,1100,526,546,28,3,89,320,37,11,12,13,5,2,2,9,3,12,10,15,3
31,PRAHOVA,"SALA POLIVALENTĂ PLOPENI",247,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:04",1133,1133,0,636,616,0,20,1200,564,609,27,6,106,334,35,43,14,4,4,7,9,8,3,13,5,14,4
31,PRAHOVA,"S.C.APA NOVA S.R.L.",70,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:03:50",967,967,0,495,429,0,66,1100,605,466,29,7,60,143,97,19,14,16,5,12,7,6,2,17,9,46,6
31,PRAHOVA,"S.C.APA NOVA S.R.L.",71,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:37:26",834,834,0,401,264,0,137,900,499,355,46,12,74,136,7,21,5,7,8,0,6,7,1,10,43,11,7
31,PRAHOVA,"S.C. ”ELECTRICA” S.A.",18,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:52",1068,1068,0,435,418,0,17,1200,765,406,29,4,71,97,70,26,23,15,4,4,7,9,4,23,11,33,5
31,PRAHOVA,"ȘCOALA COADA IZVORULUI",486,MĂNEŞTI,134194,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:59:29",708,708,0,442,425,0,17,800,358,425,17,2,44,296,12,20,3,3,3,6,2,25,0,1,1,6,1
31,PRAHOVA,"SCOALA CU CLASELE I - IV",365,CEPTURA,132510,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:33:07",108,108,0,66,49,0,17,200,134,63,3,0,4,48,3,2,0,1,0,0,0,1,0,1,0,3,0
31,PRAHOVA,"ŞCOALA CU CLASELE I-IV",310,BĂLŢEŞTI,132271,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:27:50",1521,1521,0,955,908,0,47,1700,745,869,86,6,106,609,11,60,10,2,4,14,2,5,1,14,5,18,2
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV",376,CIORANI,132681,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:09",954,954,0,549,541,0,8,1100,551,507,42,16,86,212,75,47,7,7,12,4,3,7,11,8,8,2,2
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV BELCIUG",397,DRĂGĂNEŞTI,133018,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:44:12",424,424,0,244,238,0,6,500,259,225,16,0,38,105,45,8,2,3,4,0,2,7,0,4,0,3,4
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV CORNU DE JOS",398,DRĂGĂNEŞTI,133018,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:05:17",475,475,0,276,259,0,17,500,224,247,29,1,21,146,26,18,9,0,2,1,3,3,0,2,8,7,0
31,PRAHOVA,"SCOALA CU CLASELE I - IV NISIPOASA",501,PLOPU,134390,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:04:33",679,679,0,477,463,0,14,693,216,464,13,0,44,344,15,22,1,0,2,9,2,6,0,10,0,9,0
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV TRESTIOARA",624,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:06",334,334,0,187,182,0,5,400,213,175,12,4,34,89,20,10,0,1,3,6,0,3,2,2,1,0,0
31,PRAHOVA,"SCOALA CU CLASELE I-VIII CATINA",425,FLOREŞTI,133330,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:19:12",842,842,0,506,454,0,52,900,394,484,22,5,59,299,15,42,16,7,1,2,4,3,0,15,5,9,2
31,PRAHOVA,"ŞCOALA CU CLASELE I-VIII ”EROU INV.I.DRĂGĂNESCU”TRĂISTENI",614,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:26:21",984,984,0,523,508,0,15,1100,577,502,21,1,90,305,30,26,10,4,0,12,0,1,1,6,2,14,0
31,PRAHOVA,"SCOALA CU CLASELE I - VIII FLORESTI (LOCALUL NOU)",422,FLOREŞTI,133330,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:08:33",1471,1471,0,837,832,0,5,1600,763,797,40,15,113,494,20,66,22,15,3,6,2,5,0,14,20,2,0
31,PRAHOVA,"SCOALA CU CLASELE I-VIII FLORESTI (LOCALUL VECHI)",423,FLOREŞTI,133330,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:25:27",1129,1129,0,681,657,0,24,1200,519,661,20,9,92,370,32,54,23,16,8,4,3,4,3,17,9,16,1
31,PRAHOVA,"SCOALA CU CLASELE I-VIII ”NICHITA STANESCU” CEPTURA",363,CEPTURA,132510,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:19",906,906,0,469,454,0,15,1003,534,443,26,9,47,268,17,38,10,5,3,4,1,4,3,16,6,7,5
31,PRAHOVA,"SCOALA CU CLASELE I-VIII ”NICHITA STANESCU” CEPTURA",362,CEPTURA,132510,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:24:06",919,919,0,499,493,0,6,1003,504,455,44,6,76,271,22,22,11,7,5,2,3,3,1,10,5,8,3
31,PRAHOVA,"SCOALA CU CLASELE I - VIII ROTARI",366,CEPTURA,132510,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:34:52",586,586,0,251,246,0,5,600,349,240,11,4,21,174,7,16,5,0,2,1,0,0,1,2,1,5,1
31,PRAHOVA,"SCOALA CU CLS. I-IV ALUNIS VALE",292,ALUNIŞ,131988,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:44:09",691,691,0,515,475,0,40,800,285,497,18,4,95,231,94,24,7,4,3,7,1,3,1,6,1,14,2
31,PRAHOVA,"ŞCOALA DIN SATUL VALEA ANEI",556,STARCHIOJD,135315,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:48",382,382,0,199,190,0,9,400,201,180,19,4,49,111,4,6,0,0,0,0,0,4,0,0,0,2,0
31,PRAHOVA,"ȘCOALA ELEMENTARĂ ZÎMBROAIA",522,PREDEAL-SĂRARI,134755,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:26:32",119,119,0,91,77,0,14,198,107,87,4,2,12,57,2,4,1,1,0,2,0,1,0,2,1,1,1
31,PRAHOVA,"ṢCOALA FILIPEṢTII DE TȊRG",417,"FILIPEŞTII DE TÂRG",133214,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:07:07",1150,1150,0,662,639,0,23,1272,610,623,39,10,84,380,33,41,16,14,6,2,1,4,0,11,6,10,5
31,PRAHOVA,"ṢCOALA GENERALǍ BRǍTǍṢANCA",418,"FILIPEŞTII DE TÂRG",133214,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:04:12",1693,1693,0,1200,1160,0,40,1856,656,1121,79,19,177,595,89,81,37,26,1,14,2,9,7,30,15,11,8
31,PRAHOVA,"ȘCOALA GENERALĂ CIORANII DE SUS",377,CIORANI,132681,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:24:20",851,851,0,516,485,0,31,900,384,475,41,9,75,228,60,44,9,3,4,3,0,4,2,16,9,4,5
31,PRAHOVA,"ŞCOALA GENERALĂ CU CLASELE I-IV STĂNCEŞTI",581,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:33:29",838,838,0,427,414,0,13,900,486,399,15,7,79,185,50,24,13,6,5,1,1,4,1,13,3,6,1
31,PRAHOVA,"SCOALA GENERALA CU CL.I-VIII ARH.TOMA T.SOCOLESCU PAULESTI",493,PĂULEŞTI,130847,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:00:05",1607,1607,0,1030,985,0,45,1800,770,980,50,5,156,441,104,35,39,28,4,9,9,17,5,34,16,73,5
