precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”5 URSULEŢI” RONTĂU",559,SÂNMARTIN,26582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:07",1154,1154,0,730,708,0,22,1266,536,683,47,4,2,7,2,68,4,7,9,2,14,1,7,510,17,1,28
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA” BĂILE FELIX",554,SÂNMARTIN,26582,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:08:36",474,474,0,572,318,0,254,832,278,530,24,1,2,21,3,75,4,26,24,1,40,9,12,268,13,4,27
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CĂSUŢA POVEŞTILOR” BETFIA",555,SÂNMARTIN,26582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:27",414,414,0,330,310,0,20,574,244,321,9,1,0,3,1,22,0,6,4,0,8,3,6,250,5,1,11
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CLOPOȚEL” LIVADA",459,NOJORID,30149,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:08:33",1306,1305,1,779,728,1,50,1435,656,755,24,0,2,0,4,128,0,12,17,4,30,4,9,491,14,6,34
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 TINCA",632,TINCA,31789,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:41:05",1088,1088,0,690,573,0,117,1193,503,667,23,1,1,4,2,118,0,153,4,2,0,3,11,327,6,6,29
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20",57,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:52:24",1279,1279,0,461,435,0,26,1402,941,447,14,1,3,15,4,70,2,84,9,2,25,4,14,173,17,1,23
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.22",6,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:21",1388,1388,0,570,552,0,18,1531,960,554,16,2,0,24,7,80,5,53,10,2,50,1,18,251,24,8,19
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.22",5,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:04:35",1264,1264,0,397,381,0,16,1391,994,391,6,2,2,8,1,65,3,77,4,1,18,3,17,164,7,3,16
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 22",8,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:53:05",1122,1122,0,396,384,0,12,1226,830,385,11,0,2,12,2,49,0,62,7,2,24,7,19,171,15,0,13
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.24",22,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:08",1288,1288,0,586,549,0,37,1413,827,570,16,1,1,34,2,86,5,87,16,8,53,4,13,215,17,6,22
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.25",15,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:19:01",772,772,0,263,251,0,12,849,586,258,5,2,1,10,1,55,1,53,2,1,22,1,12,80,7,0,10
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.25",16,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:57",975,975,0,321,309,0,12,1063,742,315,6,1,4,5,1,41,4,70,5,3,15,4,11,126,12,2,11
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28",35,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:19:49",1455,1455,0,637,607,0,30,1600,951,618,19,0,5,33,6,81,3,64,12,2,44,5,27,291,19,4,22
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28",34,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:22",1334,1334,0,561,540,0,21,1464,903,557,4,1,2,27,2,83,2,63,8,1,33,6,19,251,32,0,27
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 28",36,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:39",1334,1334,0,550,532,0,18,1463,913,536,14,3,1,41,1,60,4,69,7,0,33,8,20,247,30,3,9
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 35",96,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:26:42",928,928,0,418,398,0,20,1015,589,405,11,0,2,16,2,61,1,90,12,2,12,1,11,167,16,3,9
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 35",95,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:11:45",1069,1069,0,413,399,0,14,1191,778,408,5,3,2,15,0,55,2,93,11,2,20,5,19,138,17,2,24
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",162,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:01",992,992,0,433,415,0,18,1091,658,410,23,0,4,4,0,29,0,218,0,4,6,1,3,114,8,3,16
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 41",108,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:00:54",1571,1571,0,660,640,0,20,1730,1070,648,12,2,6,30,3,87,3,144,8,2,30,9,17,236,30,10,31
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 41",109,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:42:23",1595,1595,0,660,641,0,19,1752,1092,650,10,2,0,34,5,73,0,126,11,5,40,5,29,269,29,0,22
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.42",84,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:47:11",1485,1485,0,615,601,0,14,1625,1010,605,10,3,2,26,1,82,4,109,6,0,44,5,7,274,20,1,21
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.42",86,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:24",1417,1417,0,655,646,0,9,1564,909,631,24,4,6,33,2,62,5,115,7,1,54,5,15,276,24,3,19
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.42",85,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:01:55",816,816,0,343,323,0,20,897,554,334,9,1,1,5,3,47,2,76,7,0,21,3,13,132,14,1,8
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 44",142,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:36:25",1918,1918,0,955,888,0,67,2093,1043,928,27,6,3,61,6,137,6,59,9,3,88,6,48,411,49,5,31
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 44",143,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:50",1751,1751,0,940,886,0,54,1928,988,918,22,2,3,71,4,123,6,87,14,3,82,7,48,420,25,2,21
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 45",71,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:39:25",1337,1337,0,559,546,0,13,1470,911,550,9,2,6,18,4,83,3,92,11,0,39,6,19,222,19,7,19
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 45",70,"MUNICIPIUL ORADEA",26564,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:39:38",1269,1269,0,600,591,0,9,1397,775,583,17,1,4,28,3,58,0,103,12,2,62,8,16,242,27,7,10
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 45",69,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:19:26",965,965,0,452,423,0,29,1056,604,440,12,4,3,11,1,63,3,85,10,1,37,2,14,184,10,1,11
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 45",72,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:52",1109,1109,0,508,501,0,7,1216,710,497,9,1,1,27,2,49,5,85,16,2,41,8,10,222,12,2,14
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.46",38,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:40",688,688,0,297,270,0,27,751,454,294,3,2,0,12,3,45,5,50,9,0,24,5,18,106,5,2,8
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.46",39,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:15:27",1011,1011,0,349,328,0,21,1104,755,349,0,1,9,11,1,51,1,54,9,3,19,11,14,126,15,2,22
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",114,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:57",1621,1621,0,753,710,0,43,1880,1127,734,19,2,6,43,2,90,11,190,9,2,57,4,19,261,17,3,18
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",113,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:48:11",1222,1222,0,614,590,0,24,1394,780,601,13,1,0,35,0,96,1,164,11,1,44,3,13,184,25,4,19
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.52",46,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:45",1271,1271,0,478,466,0,12,1397,919,471,7,0,3,23,2,65,1,123,10,2,22,2,14,161,19,4,20
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.52",45,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:38:15",797,797,0,263,252,0,11,888,625,255,8,1,2,2,3,34,2,51,7,1,7,0,15,89,6,2,33
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.52",47,"MUNICIPIUL ORADEA",26564,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:21:41",972,972,0,319,309,0,10,1071,752,314,5,2,1,7,1,29,0,94,2,2,17,2,5,121,15,1,15
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.53",43,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:21:14",838,837,1,335,314,1,20,906,571,328,7,2,2,7,4,35,1,108,2,1,10,3,11,108,6,2,26
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.53",44,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:01",810,810,0,351,344,0,7,895,544,345,6,2,2,18,1,39,2,77,4,4,17,3,12,145,10,3,6
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 54",65,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:31:22",934,934,0,452,435,0,17,1029,584,425,10,1,4,29,2,49,4,80,8,1,33,5,17,153,19,2,18
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 54",64,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:27",954,954,0,443,428,0,15,1050,607,433,10,1,5,25,1,50,0,66,8,0,38,3,26,180,15,1,14
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 55",92,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:31:19",1130,1130,0,541,535,0,6,1235,694,527,14,2,1,22,1,77,2,57,6,1,27,3,29,253,22,2,22
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 56",31,"MUNICIPIUL ORADEA",26564,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:31:51",1666,1666,0,707,687,0,20,1809,1102,693,14,4,2,38,5,111,3,68,13,2,41,8,25,310,30,1,32
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 56",29,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:28:06",1990,1990,0,943,916,0,27,2181,1238,943,0,5,2,53,4,180,3,63,19,1,61,8,32,430,40,9,33
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 56",30,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:30:19",1758,1758,0,801,787,0,14,1941,1053,786,15,3,5,36,5,145,0,67,22,4,51,4,38,336,31,5,34
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 56",28,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:22:20",1869,1869,0,980,940,0,40,2050,1070,969,11,3,2,44,1,174,4,54,23,3,82,8,39,454,38,2,38
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 56",32,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:32:42",1914,1914,0,811,800,0,11,2106,1205,788,23,2,6,36,2,137,4,71,20,1,37,4,22,371,28,3,44
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PINOCCHIO” HAIEU",558,SÂNMARTIN,26582,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:24:56",1143,1143,0,884,830,0,54,1252,368,855,29,3,3,18,3,99,1,24,12,1,28,9,21,570,28,1,34
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIETENII COPILĂRIEI” SÂNMARTIN",551,SÂNMARTIN,26582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:10:07",1456,1456,0,891,857,0,34,1599,708,886,5,2,5,20,7,104,1,44,17,2,41,14,18,538,20,6,47
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”URSULEȚ„SALONTA",174,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:16:09",556,556,0,193,184,0,9,609,416,191,2,1,3,2,1,18,1,71,3,0,15,2,4,54,2,3,11
5,BIHOR,"GRĂDINIȚA CURCUBEU",169,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:28:39",826,826,0,497,483,0,14,906,409,486,11,1,0,3,1,24,0,380,1,0,12,4,2,46,4,1,7
5,BIHOR,"GRĂDINIȚA DE COPII",414,"HUSASĂU DE TINCA",29662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:45",655,655,0,474,399,0,75,713,239,456,18,2,0,1,2,52,0,9,3,1,5,0,3,354,4,2,18
5,BIHOR,"GRĂDINIȚA DE COPII BIHARIA",247,BIHARIA,27436,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:25:17",1627,1627,0,988,968,0,20,1780,792,968,20,1,1,14,3,33,1,744,8,4,10,3,6,117,11,0,12
5,BIHOR,"GRĂDINIȚA DE LA LOCUL DE CASĂ",194,"ORAŞ SĂCUENI",30915,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:14:40",862,862,0,490,483,0,7,947,457,444,46,1,3,1,3,25,1,287,5,4,5,3,3,84,3,6,10
5,BIHOR,"GRĂDINIŢA FIZIŞ",393,FINIŞ,29403,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:13:30",184,184,0,140,132,0,8,195,55,134,6,0,1,0,0,15,0,7,0,1,2,0,3,96,1,0,8
5,BIHOR,"GRĂDINIȚA FLOAREA SOARELUI",167,"MUNICIPIUL SALONTA",26975,7,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:35:28",1514,1514,0,864,854,0,10,1661,797,848,16,2,0,2,4,43,1,655,2,3,20,3,4,87,9,3,10
5,BIHOR,"GRĂDINIŢA ” FLOARE DE COLŢ”",151,"MUNICIPIUL BEIUŞ",26804,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:04:08",1150,1150,0,620,607,0,13,1257,637,604,16,1,4,23,0,95,2,44,10,2,36,5,23,327,16,2,14
5,BIHOR,"GRĂDINIȚA FLUIERAȘUL FERMECAT",177,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:42:36",1549,1549,0,807,797,0,10,1616,809,797,10,0,5,8,4,60,0,505,7,5,28,3,7,151,5,3,6
5,BIHOR,"GRĂDINIȚA HOMOROG",444,MĂDĂRAS,30014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:54",570,570,0,411,374,0,37,624,213,388,23,2,3,5,1,64,0,3,5,0,11,2,3,267,2,5,15
5,BIHOR,"GRĂDINIȚA PETID",341,"COCIUBA MARE",28763,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:14",487,487,0,439,369,0,70,529,93,421,15,1,1,2,3,63,0,1,0,0,0,8,2,307,7,3,23
5,BIHOR,"GRĂDINIȚA PRICHINDEL",179,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:46:23",822,822,0,452,440,0,12,902,450,439,13,0,0,2,7,35,2,311,1,0,14,2,4,44,7,1,9
5,BIHOR,"GRĂDINIȚA SĂLDĂBAGIU MIC",301,CĂPÂLNA,28139,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:21:13",318,318,0,286,239,0,47,341,55,277,9,0,2,0,2,55,0,1,2,0,26,3,0,176,2,3,5
5,BIHOR,"GRĂDINIȚA ȘI ȘCOALA CU CLASELE I-IV",192,"ORAŞ SĂCUENI",30915,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:02:06",1489,1489,0,962,945,0,17,1632,670,793,164,0,7,0,1,36,1,638,1,0,4,1,0,99,0,0,5
5,BIHOR,"GRĂDINIŢA ŞUNCUIŞ",395,FINIŞ,29403,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:19:59",690,690,0,343,336,0,7,738,395,310,33,1,2,7,0,35,0,70,1,0,13,4,0,138,3,6,30
5,BIHOR,"GRĂDINIȚA TALPOȘ",244,BATĂR,27383,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:12:48",1379,1379,0,680,659,0,21,1509,829,619,61,1,2,3,13,83,0,5,2,0,5,2,0,454,4,6,39
5,BIHOR,"GRĂDINIȚA TĂRIAN",399,"GIRIŞU DE CRIŞ",29467,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:59:57",981,981,0,647,633,0,14,1078,431,620,27,1,3,3,42,52,1,284,10,3,16,6,9,149,14,3,24
5,BIHOR,"GRĂDINIȚA TOLDI",171,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:10:48",1082,1082,0,466,454,0,12,1183,717,456,10,2,0,5,9,36,0,256,11,0,20,5,7,83,9,0,13
5,BIHOR,"LICEUL DE ARTE",75,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:46",1491,1491,0,684,667,0,17,1654,970,667,17,2,1,53,2,101,1,126,9,2,66,5,24,251,15,1,8
5,BIHOR,"LICEUL DE ARTE",77,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:14",1263,1263,0,526,513,0,13,1391,865,512,14,1,2,34,2,50,0,145,6,0,44,7,19,175,10,1,16
5,BIHOR,"LICEUL DE ARTE",73,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:34",1525,1525,0,664,651,0,13,1681,1017,649,15,0,4,36,6,98,2,122,14,0,49,5,21,256,13,4,19
5,BIHOR,"LICEUL DE ARTE",79,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:40:32",979,979,0,457,403,0,54,1125,668,452,5,4,5,30,2,55,0,146,7,0,39,1,15,126,13,1,8
5,BIHOR,"LICEUL DE ARTE",78,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:52",1413,1413,0,602,587,0,15,1554,952,587,15,2,7,32,1,60,3,104,12,0,33,7,23,259,27,2,15
5,BIHOR,"LICEUL DE ARTE",76,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:47:32",1240,1240,0,507,497,0,10,1369,862,494,13,1,2,30,2,63,0,107,6,0,41,5,16,197,9,1,14
5,BIHOR,"LICEUL DE ARTE",74,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:59:56",1411,1411,0,662,633,0,29,1550,888,645,15,2,0,35,5,92,1,86,14,4,61,4,27,273,22,0,19
5,BIHOR,"LICEUL GRECO-CATOLIC ”IULIU MANIU”",128,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:10:43",1020,1020,0,398,344,0,54,1120,722,386,12,4,3,19,3,45,1,120,8,5,24,5,13,95,13,4,24
5,BIHOR,"LICEUL GRECO-CATOLIC ”IULIU MANIU”",129,"MUNICIPIUL ORADEA",26564,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:30:47",1060,1060,0,347,329,0,18,1164,817,334,13,0,1,12,0,39,0,78,6,2,24,2,15,133,7,4,11
5,BIHOR,"LICEUL ”JOSEF KOZACEK” BUDOI",502,POPEŞTI,30568,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:40",732,732,0,306,296,0,10,799,493,285,21,0,1,0,2,65,0,51,5,1,4,2,1,121,4,9,19
5,BIHOR,"LICEUL ORTODOX ” EPISCOP ROMAN CIOROGARIU ”",116,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:24:32",1880,1880,0,998,899,0,99,2467,1469,968,30,3,1,67,7,109,5,204,19,2,90,6,33,380,20,6,16
5,BIHOR,"LICEUL ORTODOX ” EPISCOP ROMAN CIOROGARIU ”",115,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:28:14",1084,1084,0,512,477,0,35,1441,929,495,17,2,3,39,3,55,1,116,14,2,52,5,23,150,7,3,20
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",62,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:07",1406,1406,0,607,597,0,10,1540,933,588,19,2,2,22,3,76,2,153,11,1,33,9,25,207,25,2,15
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",60,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:37",826,826,0,322,310,0,12,905,583,315,7,1,2,14,0,46,0,60,8,2,30,8,13,107,13,0,11
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",59,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:01:08",778,778,0,370,352,0,18,853,483,364,6,2,2,17,1,52,1,86,7,0,27,6,11,126,14,4,8
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",58,"MUNICIPIUL ORADEA",26564,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:56:00",751,751,0,311,275,0,36,819,508,302,9,0,3,27,4,30,1,65,7,2,21,2,14,115,2,0,9
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",61,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:59",1163,1163,0,483,470,0,13,1284,801,475,8,2,4,27,3,62,1,93,11,2,33,1,17,192,17,0,10
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",63,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:35:45",1212,1212,0,515,499,0,16,1340,825,507,8,3,3,40,3,41,2,149,12,2,34,3,11,175,18,0,11
5,BIHOR,"LICEUL PEDAGOGIC",147,"MUNICIPIUL BEIUŞ",26804,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:25:42",1259,1259,0,773,749,0,24,1379,609,745,25,2,4,33,0,114,3,55,17,4,63,3,13,392,11,6,25
5,BIHOR,"LICEUL REFORMAT ”LORANTFFY ZSUZSANNA”",124,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:12:05",1341,1341,0,774,493,0,281,1773,999,713,36,3,1,49,3,116,4,141,10,2,52,10,36,251,12,5,18
5,BIHOR,"LICEUL SANITAR ”VASILE VOICULESCU”",4,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:45:10",1272,1272,0,462,441,0,21,1392,930,443,19,1,2,12,2,76,3,111,9,1,22,1,9,161,10,0,23
5,BIHOR,"LICEUL SANITAR ”VASILE VOICULESCU”",3,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:53",1183,1183,0,429,418,0,11,1353,928,415,10,4,0,7,3,71,2,88,10,0,21,2,10,164,19,5,9
