precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ROŞIILE",354,ROŞIILE,172698,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:20:37",888,807,81,573,492,31,50,890,317,524,49,2,10,0,0,0,2,20,2,372,3,5,6,1,2,78,21
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ SĂRULEŞTI",272,LĂPUŞATA,170792,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:29:24",1054,1041,13,765,716,13,36,1054,289,693,72,2,6,6,2,3,11,35,9,403,6,8,18,4,2,146,32
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ SAT COLTEȘTI",158,ALUNU,168229,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:45:44",1269,1269,0,793,772,0,21,1400,607,724,69,35,8,6,1,3,9,27,8,311,6,1,16,3,0,212,78
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ, SAT VALEA MARE, ORAȘ BĂBENI",114,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:57",1382,1380,2,597,581,2,14,1530,933,536,61,0,4,4,2,3,10,21,2,310,0,7,12,0,2,118,41
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ŞERBĂNEŞTI",326,PĂUŞEŞTI,171995,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:04",363,363,0,251,248,0,3,368,117,227,24,4,1,1,0,0,2,1,2,148,2,0,2,0,3,41,20
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ CANTACUZINO” CĂLIMĂNEŞTI",140,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:40:32",813,801,12,482,449,12,21,890,408,450,32,4,7,0,3,1,10,24,3,273,2,4,3,3,6,82,25
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN VODĂ CANTACUZINO” CĂLIMĂNEȘTI",141,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:18",982,981,1,580,563,1,16,1080,500,563,17,4,4,1,0,3,13,28,1,351,6,0,2,3,10,108,29
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ŞIRINEASA",393,ŞIRINEASA,173686,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:14:43",1156,1156,0,661,643,0,18,1280,619,617,44,4,0,10,3,3,8,13,5,392,6,4,4,5,4,100,56
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”SPIRU HARET” (FOSTĂ NR. 3)",44,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:27:38",1607,1607,0,811,801,0,10,1770,959,786,25,9,38,7,6,13,19,65,7,337,28,3,9,8,12,178,47
40,VÂLCEA,"ṢCOALA GIMNAZIALĂ SUTEŞTI",391,SUTEŞTI,173597,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:08:08",1192,1192,0,840,782,0,58,1320,480,779,61,3,9,6,2,2,15,14,2,546,14,1,8,3,8,104,42
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ TAKE IONESCU",28,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:52:01",914,897,17,472,455,0,17,1015,543,452,20,4,38,3,6,3,8,53,2,182,11,2,3,9,15,93,20
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ TURCEŞTI",286,MATEEŞTI,171067,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:12:28",996,996,0,721,626,0,95,1090,369,676,45,5,3,2,0,4,7,7,3,489,9,7,9,2,6,91,32
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ UDREŞTI",213,DĂNICEI,169404,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:32",750,749,1,512,493,0,19,830,318,472,40,3,0,0,1,3,9,40,9,304,2,5,11,1,0,71,13
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ZĂTRENI",430,ZĂTRENI,174290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:24:53",492,492,0,282,270,0,12,550,268,261,21,4,0,1,0,0,4,7,3,168,1,3,8,0,2,36,24
40,VÂLCEA,"ŞCOALA GRUIUL LUPULUI",348,RACOVIŢA,172509,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:11:20",106,103,3,80,69,3,8,120,40,72,8,1,1,2,2,0,0,2,0,41,0,0,0,0,0,18,5
40,VÂLCEA,"ŞCOALA IONEŞTII GOVORII",257,IONEŞTI,170514,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:22:15",1064,1064,0,550,545,0,5,1170,620,497,53,3,8,4,1,4,6,13,3,286,4,3,6,5,5,96,50
40,VÂLCEA,"ŞCOALA LESPEZI - ARHIVĂ",47,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:06:03",1236,1236,0,633,612,0,21,1360,727,599,34,5,31,4,12,5,15,50,3,276,38,6,9,9,17,96,23
40,VÂLCEA,"ŞCOALA LUNGEŞTI",277,LUNGEŞTI,170952,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:04",786,786,0,427,381,0,46,880,453,397,30,3,5,3,1,2,13,15,1,280,2,3,1,0,3,53,12
40,VÂLCEA,"ŞCOALA MARCEA",260,IONEŞTI,170514,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:02",642,642,0,378,360,0,18,710,332,346,32,0,1,2,0,0,3,11,2,219,2,2,2,3,5,81,13
40,VÂLCEA,"ŞCOALA MĂRGINENI",424,"VALEA MARE",174085,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:39:26",295,288,7,202,165,7,30,320,118,188,14,2,1,0,0,0,1,2,1,120,1,0,5,1,2,28,24
40,VÂLCEA,"ŞCOALA MUEREASCA DE JOS",308,MUEREASCA,171539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:48:08",893,893,0,461,453,0,8,990,529,422,39,3,7,1,0,0,6,9,5,266,6,4,6,0,1,74,34
40,VÂLCEA,"ŞCOALA MUEREASCA DE SUS",309,MUEREASCA,171539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:02",1120,1120,0,597,585,0,12,1230,633,560,37,3,5,2,2,3,0,11,5,350,0,4,16,0,9,108,42
40,VÂLCEA,"ŞCOALA NICOLAE BĂLCESCU",99,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:54:05",1173,1173,0,651,625,0,26,1300,649,604,47,9,11,0,9,6,13,45,5,291,19,10,4,6,19,122,35
40,VÂLCEA,"ȘCOALA NICOLAE BĂLCESCU",98,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:22:35",1161,1161,0,610,594,0,16,1280,670,575,35,7,20,9,2,5,14,68,2,223,25,5,4,7,14,142,28
40,VÂLCEA,"ŞCOALA PATEŞTI",361,SĂLĂTRUCEL,172894,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:06:12",95,95,0,74,65,0,9,110,36,67,7,2,0,1,0,0,0,1,2,42,0,0,1,1,0,8,9
40,VÂLCEA,"ŞCOALA PIMARĂ, SAT VALEA MARE, ORAȘ BĂBENI",113,"ORAŞ BĂBENI",168372,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:38:22",809,807,2,359,351,2,6,890,531,287,72,2,3,5,0,0,0,10,0,173,3,4,6,0,0,68,13
40,VÂLCEA,"ŞCOALA PODENI",333,PERIŞANI,172153,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:21:43",53,53,0,51,36,0,15,60,9,47,4,2,0,0,0,0,1,1,2,36,0,0,0,0,0,2,3
40,VÂLCEA,"ŞCOALA POENIŢA",249,GOLEŞTI,170220,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:20:22",294,294,0,212,186,0,26,330,118,191,21,1,1,1,1,5,0,2,2,134,2,1,2,0,1,35,3
40,VÂLCEA,"ŞCOALA POIENARI",242,GHIOROIU,170097,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:19:52",224,224,0,171,153,0,18,250,79,160,11,0,0,1,1,0,0,8,1,117,0,0,0,0,0,29,3
40,VÂLCEA,"ŞCOALA PRIMARĂ ANINOASA",245,GLĂVILE,170168,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:28:00",106,101,5,114,83,5,26,120,6,105,9,0,1,1,0,1,1,2,0,76,0,1,2,1,0,16,3
40,VÂLCEA,"ŞCOALA PRIMARĂ BARCANELE",325,PĂUŞEŞTI,171995,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:55:03",464,456,8,322,303,8,11,510,188,302,20,2,5,1,1,1,0,12,1,197,3,1,4,1,3,54,16
40,VÂLCEA,"ŞCOALA PRIMARĂ BENEŞTI",123,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:26",359,359,0,198,187,0,11,400,202,178,20,0,0,0,0,1,3,2,0,136,0,0,1,0,2,28,5
40,VÂLCEA,"ŞCOALA PRIMARĂ BERBEŞTI",262,LALOŞU,170612,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:10:31",362,350,12,260,227,11,22,380,120,234,25,1,3,1,1,1,5,5,0,150,0,1,0,0,0,56,10
40,VÂLCEA,"ŞCOALA PRIMARĂ BROŞTENI",273,LĂPUŞATA,170792,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:32",543,538,5,388,360,5,23,590,202,337,51,4,6,1,0,1,3,17,2,204,2,6,11,0,3,60,17
40,VÂLCEA,"SCOALA PRIMARĂ CÂRLOGANI",124,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:30:32",403,403,0,247,221,0,26,450,203,234,13,2,0,1,0,3,8,5,2,171,0,0,4,0,4,28,6
40,VÂLCEA,"ȘCOALA PRIMARĂ CERETU",210,DĂNICEI,169404,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:06:45",293,293,0,226,214,0,12,320,94,211,15,4,1,0,0,4,3,10,3,143,1,0,10,0,1,26,5
40,VÂLCEA,"ȘCOALA PRIMARĂ CHIRICEȘTI",269,LĂDEŞTI,170685,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:28:11",365,354,11,283,226,11,46,390,107,268,15,1,1,0,0,0,2,3,1,186,0,0,2,1,1,61,9
40,VÂLCEA,"ŞCOALA PRIMARĂ CÎINENII MICI",187,CÂINENI,169119,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:59",486,472,14,280,253,14,13,520,240,263,17,2,2,5,4,2,0,1,2,188,4,2,3,0,6,30,12
40,VÂLCEA,"ŞCOALA PRIMARĂ CIORĂŞTI",394,ŞIRINEASA,173686,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:10:17",476,476,0,323,300,0,23,520,197,299,24,2,0,4,0,1,9,9,0,184,5,1,5,0,4,51,24
40,VÂLCEA,"ŞCOALA PRIMARĂ CIUNGET",282,MALAIA,171021,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:24:57",365,365,0,310,279,0,31,400,90,298,12,0,8,1,0,0,7,7,3,180,8,4,12,0,4,43,21
40,VÂLCEA,"ŞCOALA PRIMARĂ DEALU SCHEIULUI",211,DĂNICEI,169404,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:53:37",202,200,2,169,146,2,21,220,51,157,12,3,0,0,0,0,0,12,6,103,1,0,2,0,0,25,5
40,VÂLCEA,"ȘCOALA PRIMARĂ GĂGENI",270,LĂDEŞTI,170685,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:03:49",198,189,9,163,119,9,35,210,47,156,7,0,0,0,2,0,0,3,4,112,6,1,2,0,3,18,5
40,VÂLCEA,"ŞCOALA PRIMARĂ GORUNEŞTI",125,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:57:31",569,569,0,283,265,0,18,630,347,255,28,3,2,1,0,1,1,3,0,195,0,0,2,1,1,40,5
40,VÂLCEA,"ŞCOALA PRIMARĂ JIBLEA NOUĂ",146,"ORAŞ CĂLIMĂNEŞTI",167909,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:57:58",915,912,3,510,507,0,3,1000,490,475,35,3,4,2,1,0,8,26,3,322,8,2,6,2,5,58,25
40,VÂLCEA,"ŞCOALA PRIMARĂ LALOŞU",261,LALOŞU,170612,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:02",842,834,8,490,443,8,39,921,431,395,95,0,1,1,5,3,5,19,6,279,15,2,3,2,3,37,14
40,VÂLCEA,"ŞCOALA PRIMARĂ OLTEANCA",246,GLĂVILE,170168,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:03",515,515,0,410,345,0,65,570,160,378,32,1,1,2,0,1,4,1,1,269,2,1,5,0,3,68,19
40,VÂLCEA,"ȘCOALA PRIMARĂ OLTEANCA",271,LĂDEŞTI,170685,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:04:38",78,78,0,65,49,0,16,89,24,63,2,0,1,0,0,0,1,0,0,44,4,0,0,0,0,13,0
40,VÂLCEA,"ŞCOALA PRIMARĂ OLTEŢANI",264,LALOŞU,170612,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:31:28",193,193,0,160,143,0,17,220,60,147,13,0,0,1,0,1,2,5,0,114,1,2,0,0,0,16,5
40,VÂLCEA,"ŞCOALA PRIMARĂ OTETELIŞU",126,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:52",823,802,21,459,430,8,21,880,421,426,33,2,1,2,0,2,7,11,7,311,3,3,7,0,1,44,25
40,VÂLCEA,"ŞCOALA PRIMARĂ PIETRARII DE SUS",338,PIETRARI,172340,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:46",1091,1091,0,641,632,0,9,1200,559,563,78,0,5,7,1,2,11,13,1,351,26,5,0,5,4,106,26
40,VÂLCEA,"ŞCOALA PRIMARĂ ROMANEŞTI",355,ROŞIILE,172698,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:05:21",805,783,22,487,430,22,35,860,373,438,49,0,4,2,2,0,5,9,1,300,4,4,8,0,0,70,29
40,VÂLCEA,"ŞCOALA PRIMARĂ SĂSCIOARA",432,ZĂTRENI,174290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:28:52",303,303,0,226,195,0,31,310,84,198,28,1,0,2,0,0,5,6,0,107,1,4,5,1,1,33,32
40,VÂLCEA,"ŞCOALA PRIMARĂ SAT BÂRSEŞTI",175,BUDEŞTI,168791,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:58:03",767,766,1,491,481,0,10,840,349,462,29,3,4,4,1,2,3,23,0,295,2,1,10,2,8,78,26
40,VÂLCEA,"ŞCOALA PRIMARĂ SAT BARZA",174,BUDEŞTI,168791,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:27",899,898,1,559,542,1,16,990,431,545,14,1,6,2,3,3,11,23,2,326,11,8,7,2,8,93,39
40,VÂLCEA,"ȘCOALA PRIMARĂ, SAT POPEȘTI",368,SINEŞTI,172992,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:21:50",542,516,26,348,303,25,20,570,222,325,23,0,1,0,0,2,0,3,3,230,5,0,5,0,0,51,25
40,VÂLCEA,"ŞCOALA PRIMARĂ SLĂVITEŞTI",395,ŞIRINEASA,173686,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:38:15",240,240,0,138,127,0,11,260,122,129,9,0,3,2,0,0,2,3,1,87,4,1,2,0,0,18,6
40,VÂLCEA,"ŞCOALA PRIMARĂ STANOMIRU",433,ZĂTRENI,174290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:20:38",354,354,0,205,191,0,14,390,185,191,14,2,1,2,1,2,2,4,3,120,0,0,2,0,5,33,14
40,VÂLCEA,"ŞCOALA PRIMARĂ VALEA CHEII",330,PĂUŞEŞTI-MĂGLAŞI,172082,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:31",898,896,2,442,434,2,6,990,548,420,22,1,0,0,1,1,8,17,0,241,5,1,9,5,9,81,41
40,VÂLCEA,"ŞCOALA PRIMARĂ VĂLENI",434,ZĂTRENI,174290,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:28:32",340,340,0,220,208,0,12,370,150,203,17,1,0,0,1,0,1,16,1,120,1,3,2,1,0,29,27
40,VÂLCEA,"ŞCOALA RÎMEŞTI",402,ŞUŞANI,173793,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:08",788,776,12,532,473,12,47,860,328,486,46,1,3,2,9,2,5,9,2,394,4,1,1,0,0,39,14
40,VÂLCEA,"ŞCOALA SEACA",362,SĂLĂTRUCEL,172894,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:21:23",81,80,1,61,52,1,8,90,29,59,2,3,0,0,0,0,0,4,2,38,0,0,0,1,1,8,2
40,VÂLCEA,"ŞCOALA ŞERBĂNEŞTI",363,SĂLĂTRUCEL,172894,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:31:54",386,386,0,256,240,0,16,430,174,219,37,4,0,1,1,1,3,8,7,145,0,2,1,0,3,33,10
40,VÂLCEA,"ŞCOALA ŞTIRBEŞTI",243,GHIOROIU,170097,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:56:26",409,409,0,342,297,0,45,480,138,318,24,0,5,2,0,0,4,4,3,241,6,0,7,1,2,35,8
40,VÂLCEA,"ŞCOALA STOICULEŞTI",403,ŞUŞANI,173793,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:21:12",260,251,9,179,162,9,8,280,101,164,15,0,2,0,0,0,3,1,0,129,0,0,0,1,1,19,8
40,VÂLCEA,"ŞCOALA STOLNICENI",86,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:47:52",534,533,1,240,232,1,7,590,350,221,19,2,1,2,1,2,2,12,0,119,7,0,4,3,4,43,19
40,VÂLCEA,"ŞCOALA ŞUŞANII DE JOS",401,ŞUŞANI,173793,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:59:20",430,416,14,285,237,14,34,460,175,270,15,0,0,0,0,0,2,0,2,207,3,3,1,1,0,45,6
40,VÂLCEA,"ŞCOALA ŞUŞANII DE SUS",400,ŞUŞANI,173793,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:06:19",486,473,13,310,275,13,22,520,210,286,24,1,2,1,5,1,4,5,0,199,4,2,6,1,0,42,13
40,VÂLCEA,"ŞCOALA TEIU",239,GALICEA,169994,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:26:31",338,336,2,217,208,2,7,370,153,201,15,1,0,0,0,1,1,4,8,126,2,1,1,0,3,44,9
40,VÂLCEA,"ŞCOALA TEIUŞU, COMUNA BUNEŞTI",185,BUNEŞTI,168960,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:55:59",401,401,0,228,210,0,18,440,212,216,12,1,1,0,0,0,3,2,0,142,1,2,0,2,0,49,13
40,VÂLCEA,"ŞCOALA TELECHEŞTI",294,MĂLDĂREŞTI,171272,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:26:48",134,132,2,98,88,2,8,150,52,94,4,0,0,0,0,0,0,3,0,67,1,1,0,1,0,15,6
40,VÂLCEA,"ŞCOALA TUDOR VLADIMIRESCU",93,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:30:23",1160,1159,1,593,572,0,21,1270,677,576,17,11,18,1,4,4,27,59,10,238,20,14,1,0,17,141,11
40,VÂLCEA,"ŞCOALA TUDOR VLADIMIRESCU",92,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:36",1271,1269,2,682,666,0,16,1400,718,642,40,12,21,5,7,9,19,65,4,280,26,9,7,6,16,129,27
40,VÂLCEA,"ȘCOALA URZICA, SAT URZICA",367,SINEŞTI,172992,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:18:22",770,770,0,503,440,0,63,850,347,478,25,4,5,2,0,3,14,9,2,298,2,6,7,0,5,97,24
40,VÂLCEA,"ŞCOALA VALEA RÎULUI",240,GALICEA,169994,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:02",338,338,0,221,214,0,7,370,132,204,17,1,1,2,1,0,2,7,9,116,3,0,1,1,3,44,13
40,VÂLCEA,"ŞCOALA VĂTĂŞEŞTI",250,GOLEŞTI,170220,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:46:49",197,197,0,163,142,0,21,220,57,153,10,0,0,1,0,2,3,5,1,105,2,1,0,0,2,23,8
40,VÂLCEA,"ŞCOALA VECHE MĂLDĂREŞTI",293,MĂLDĂREŞTI,171272,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:36:38",1429,1421,8,954,927,8,19,1560,606,892,62,2,11,1,0,2,12,59,5,559,14,8,15,3,3,145,53
40,VÂLCEA,"ȘCOALA ZLĂTĂREI",106,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:23",1160,1157,3,642,634,1,7,1270,628,590,52,4,9,14,6,2,20,28,4,312,9,9,11,2,7,125,28
40,VÂLCEA,"SECŢIA 1 DE POLIŢIE RURALĂ RÂMNICU VÂLCEA",85,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:15",827,827,0,397,386,0,11,910,513,386,11,2,5,5,6,3,15,24,3,180,20,7,2,0,12,67,35
40,VÂLCEA,"SISTEMUL DE GOSPODĂRIRE A APELOR VÂLCEA-CONTAINER",91,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:15",765,765,0,380,371,0,9,840,460,365,15,5,19,1,0,2,10,42,5,144,16,7,4,2,5,81,22
40,VÂLCEA,"UNITATE DE ÎNVĂȚĂMÂNT - FOST LICEUL TEHNOLOGIC OLTCHIM",32,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:39:15",1357,1300,57,631,574,15,42,1440,809,602,29,6,24,6,3,7,16,62,4,270,20,3,6,8,20,107,40
40,VÂLCEA,"UNITATE DE ÎNVĂȚĂMÂNT- FOST LICEUL TEHNOLOGIC OLTCHIM",31,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:03",1233,1233,0,502,485,0,17,1360,858,485,17,3,24,4,1,3,19,50,2,176,24,2,9,5,6,112,45
