precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ŞERBAN MARCEL-IULIAN-voturi"
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",353,HĂRMAN,41088,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:19:03",906,898,1,6,1,906,898,1,6,1,847,59,2100,1194,89,38,122,293,30,247,28
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",352,HĂRMAN,41088,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:03",1972,1959,8,3,2,947,942,0,3,2,890,57,2129,1182,104,23,116,305,29,272,41
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI COLONIE",402,PREJMER,41667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:05",1283,1274,1,5,3,574,566,0,5,3,543,31,1458,884,103,10,92,271,29,32,6
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI SAT",401,PREJMER,41667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:03",1360,1347,0,9,4,698,685,0,9,4,662,36,1500,802,120,6,80,344,40,61,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ MĂGURA",387,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:48",399,391,1,5,2,269,261,1,5,2,247,22,400,131,27,2,53,135,0,27,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ MOIECIU DE SUS",388,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:25",792,782,1,9,0,507,498,0,9,0,478,29,900,393,46,8,86,219,9,100,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",126,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:38",1235,1227,0,8,0,591,583,0,8,0,555,36,1400,809,55,27,127,160,18,158,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",128,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:07",1339,1336,1,2,0,535,533,0,2,0,497,38,1500,965,60,33,136,102,16,127,23
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",127,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:28",1550,1541,2,7,0,707,700,0,7,0,676,31,1700,993,56,56,126,185,27,203,23
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",125,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:55",1276,1269,3,3,1,572,568,0,3,1,536,36,1400,828,44,32,108,164,27,141,20
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",129,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:34",904,896,2,5,1,407,401,0,5,1,382,25,1000,593,37,16,93,101,11,115,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",131,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:54",1417,1413,1,3,0,625,622,0,3,0,591,34,1600,975,47,40,134,148,19,192,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",124,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:33",1350,1343,7,0,0,565,565,0,0,0,544,21,1500,935,44,34,122,133,23,169,19
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",130,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:43:00",986,974,2,10,0,432,422,0,10,0,398,34,1100,668,40,18,106,98,16,105,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",64,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:28",1459,1452,0,6,1,696,689,0,6,1,635,53,1600,904,72,40,112,175,32,184,20
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",62,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:30",1111,1106,1,4,0,499,495,0,4,0,469,30,1200,701,43,18,106,140,23,128,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",65,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:28",1466,1459,3,4,0,638,634,0,4,0,612,26,1600,962,70,40,129,169,23,166,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",61,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:53",1232,1225,1,6,0,586,580,0,6,0,555,31,1400,814,35,25,96,161,35,185,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",60,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:38",1123,1116,0,7,0,495,488,0,7,0,471,24,1200,705,34,23,108,132,10,149,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",63,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:48",1178,1173,0,5,0,507,502,0,5,0,491,16,1300,793,57,32,87,136,19,142,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",54,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:23",1017,1011,0,6,0,438,432,0,6,0,426,12,1100,662,44,14,109,107,14,133,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",56,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:42",1308,1299,1,8,0,541,533,0,8,0,511,30,1400,859,64,35,108,126,25,135,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",53,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:32",1387,1378,4,5,0,624,619,0,5,0,605,19,1500,876,56,25,124,177,14,192,17
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",57,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:23",1281,1278,1,2,0,569,567,0,2,0,544,25,1400,831,53,23,104,144,29,171,20
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",55,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:22",836,829,0,7,0,289,282,0,7,0,257,22,900,589,29,8,48,72,17,72,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",52,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:42",1130,1119,2,7,2,577,568,0,7,2,550,27,1300,723,45,60,84,148,20,179,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",28,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:44",1550,1524,9,16,1,693,675,1,16,1,661,32,1700,1001,45,68,74,193,16,254,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",29,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:17",1387,1387,0,0,0,616,616,0,0,0,586,30,1500,884,43,42,80,167,20,220,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",164,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:27",1835,1788,23,10,14,866,841,1,10,14,822,24,2000,1154,70,43,119,202,34,334,20
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",166,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:09",1448,1440,5,3,0,660,657,0,3,0,623,37,1600,940,62,10,123,181,21,212,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",165,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:53",1436,1426,4,6,0,685,679,0,6,0,646,39,1600,915,58,32,129,172,30,195,30
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",163,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:08:57",1864,1784,24,56,0,839,783,0,56,0,761,19,2000,1220,55,32,113,195,25,313,28
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",167,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:58",1507,1494,3,10,0,668,658,0,10,0,640,28,1700,1032,60,20,147,157,32,206,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",141,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:17",1433,1426,2,5,0,629,624,0,5,0,604,25,1600,970,68,39,99,172,37,168,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",142,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:41:19",1529,1513,10,6,0,707,701,0,6,0,670,37,1703,994,63,28,107,210,24,224,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",147,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:05",1291,1278,1,8,4,608,596,0,8,4,575,30,1400,795,53,28,122,197,24,141,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",140,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:25",1614,1601,3,10,0,710,700,0,10,0,679,31,1800,1090,69,59,115,186,24,209,17
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",148,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:18",1173,1171,0,2,0,535,533,0,2,0,499,34,1300,765,56,29,80,167,23,133,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",145,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:26",828,818,0,10,0,390,380,0,10,0,371,18,900,511,26,19,82,110,17,104,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",150,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:19",1418,1413,0,5,0,716,711,0,5,0,689,27,1500,784,54,25,105,258,24,205,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",144,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:48",1264,1252,4,8,0,568,560,0,8,0,525,43,1400,832,70,33,86,132,18,176,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",143,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:09",1570,1562,3,5,0,704,699,0,5,0,671,32,1700,996,93,25,131,200,31,170,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",149,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:38",1668,1643,11,13,1,948,934,0,13,1,914,23,1800,863,61,41,100,308,24,354,26
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",146,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:15",1149,1141,2,6,0,510,504,0,6,0,485,25,1300,790,53,16,96,131,15,164,10
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 14",151,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:25",1520,1501,3,9,7,899,883,0,9,7,863,36,1600,701,80,28,104,281,30,327,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",25,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:44",1134,1126,0,7,1,489,481,0,7,1,471,18,1300,811,44,30,95,117,22,152,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",26,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:59",1143,1127,5,11,0,583,571,1,11,0,558,25,1300,717,46,122,65,134,22,156,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",21,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:31",1405,1400,0,5,0,636,631,0,5,0,621,15,1500,864,47,46,130,158,14,215,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",20,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:55:59",1606,1565,16,15,10,800,775,0,15,10,777,15,1699,907,77,58,133,189,18,281,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",24,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:44",1188,1181,0,7,0,501,494,0,7,0,463,38,1300,799,50,22,101,124,19,135,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",22,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:35",1350,1331,10,8,1,679,670,0,8,1,641,29,1500,830,51,53,111,155,20,235,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",23,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:21",1374,1355,8,10,1,672,661,0,10,1,648,13,1500,839,50,102,90,184,13,199,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",41,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:52",937,919,7,11,0,435,424,0,11,0,412,23,1000,565,41,24,63,109,14,152,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",40,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:39",1292,1285,0,7,0,655,648,0,7,0,632,23,1400,745,63,37,118,150,25,213,26
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",39,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:11",1082,1063,6,13,0,537,524,0,13,0,513,22,1200,647,39,42,88,129,18,187,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",42,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:00:19",1480,1467,3,10,0,678,668,0,10,0,644,30,1600,922,47,44,110,158,23,249,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",43,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:11",1392,1380,0,12,0,731,719,0,12,0,708,23,1500,768,66,42,135,180,21,244,20
8,BRAŞOV,"ȘCOALA GIMNAZIALA NR. 1 - COLEGIUL NAŢIONAL ”RADU NEGRU”",215,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:12",1084,1075,1,8,0,426,418,0,8,0,399,27,1200,774,39,17,143,93,21,72,14
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 1 - COLEGIUL NAŢIONAL ”RADU NEGRU”",216,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:04",1286,1261,4,5,16,494,473,0,5,16,466,28,1400,906,59,32,174,92,19,78,12
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR.1 CORP A2",395,"POIANA MĂRULUI",41621,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:30",1270,1237,3,16,14,931,900,1,16,14,879,52,1345,414,128,22,365,291,17,51,5
8,BRAŞOV,"ȘCOALĂ GIMNAZIALĂ NR.1 CORP B",396,"POIANA MĂRULUI",41621,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:56",987,971,0,9,7,630,614,0,9,7,574,56,1100,470,94,17,268,136,14,44,1
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1, CORPUL A (LÂNGĂ GRĂDINIŢĂ)",229,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:32",1290,1280,0,9,1,614,604,0,9,1,593,11,1400,796,42,182,92,139,13,121,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1 CORPUL B",230,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:09",1342,1332,2,7,1,565,557,0,7,1,535,30,1500,935,61,76,142,172,14,66,4
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 1 CORPUL B",231,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:35",1250,1235,4,10,1,564,553,0,10,1,541,23,1400,836,43,98,134,125,26,106,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1 CORPUL F",232,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:59",1855,1838,8,7,2,843,834,0,7,2,796,47,2000,1157,77,172,172,214,22,126,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1 GHEORGHE CRĂCIUN",290,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:33:03",1390,1384,2,3,1,656,652,0,3,1,624,32,1500,844,65,7,242,165,42,75,28
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1 GHEORGHE CRĂCIUN",289,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:17:37",1200,1193,1,5,1,551,545,0,5,1,521,30,1322,771,72,6,177,172,18,58,18
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 1 GHEORGHE CRĂCIUN",291,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:28",1367,1335,0,7,25,696,664,0,7,25,672,24,1500,804,63,27,272,187,20,71,32
8,BRAŞOV,"SCOALA GIMNAZIALA NR. 2",293,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:12",1698,1691,0,7,0,563,556,0,7,0,451,112,1900,1337,117,25,237,44,13,10,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",105,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:47",1338,1327,6,5,0,567,562,0,5,0,553,14,1500,933,57,38,121,147,16,153,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",101,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:20",1419,1403,2,13,1,617,603,0,13,1,582,35,1500,883,49,58,122,141,26,165,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",102,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:29",1397,1387,2,8,0,655,647,0,8,0,614,41,1500,845,46,50,104,164,19,211,20
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",103,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:46",1331,1322,1,6,2,608,600,0,6,2,587,13,1500,900,84,35,91,151,21,187,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",104,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:49",1465,1427,7,30,1,640,609,0,30,1,576,32,1600,992,52,45,105,153,24,180,17
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 2",106,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:52:48",1706,1697,1,8,0,753,745,0,8,0,715,38,1900,1147,56,44,131,190,34,245,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",67,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:49:59",1741,1715,10,16,0,793,777,0,16,0,760,33,1903,1110,63,38,128,168,16,326,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",68,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:32",802,792,0,10,0,416,406,0,10,0,401,15,900,484,34,22,62,93,21,157,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",69,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:51",1513,1496,7,10,0,699,689,0,10,0,661,38,1600,901,70,25,113,179,24,227,23
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",66,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:08",1414,1405,2,7,0,692,685,0,7,0,674,18,1500,808,57,34,132,175,18,239,19
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",46,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:01",1354,1342,5,7,0,639,632,0,7,0,614,25,1500,861,45,41,123,149,13,231,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",48,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:23",1507,1494,2,11,0,731,720,0,11,0,701,24,1600,867,77,27,157,193,24,202,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",50,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:59",1424,1413,3,8,0,675,667,0,8,0,633,42,1600,925,51,45,136,178,19,183,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",49,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:40",1319,1313,0,5,1,581,575,0,5,1,552,29,1500,919,53,40,112,164,15,159,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",45,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:06",1403,1383,12,8,0,654,646,0,8,0,627,27,1500,846,56,41,104,156,20,233,17
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",47,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:42",608,597,5,6,0,328,322,0,6,0,319,9,700,372,22,35,68,80,8,100,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",51,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:50",1415,1403,3,7,2,680,671,0,7,2,652,28,1600,920,60,57,114,161,28,215,17
8,BRAŞOV,"ȘCOALĂ GIMNAZIALĂ NR. 2 ÎNTRE-VAI",397,"POIANA MĂRULUI",41621,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:45",378,366,0,8,4,231,219,0,8,4,216,15,400,162,39,5,97,60,8,7,0
8,BRAŞOV,"ŞCOALA GIMNAZIALA NR. 3",197,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:49",1261,1237,2,14,8,497,475,0,14,8,475,15,1400,910,50,17,228,91,32,41,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",160,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:36",1390,1361,20,9,0,665,656,0,9,0,637,28,1500,835,42,16,66,161,10,332,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",156,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:59",1822,1802,11,9,0,933,924,0,9,0,884,49,2000,1067,61,21,130,230,29,394,19
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",159,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:58",1284,1278,0,6,0,693,687,0,6,0,676,17,1400,707,31,21,85,203,7,313,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",157,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:51",1564,1553,2,8,1,732,723,1,7,1,698,34,1700,968,83,14,144,165,26,252,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",155,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:20",1600,1583,8,7,2,818,809,0,7,2,794,24,1700,882,60,36,122,219,20,318,19
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",158,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:59",1490,1480,4,6,0,722,716,0,6,0,705,17,1600,878,72,25,136,199,16,249,8
