precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL VERTICALA NOUĂ-voturi","FORȚA DREPTEI-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"ŞCOALA GENERALĂ",200,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:43",492,480,0,9,3,279,267,0,9,3,263,6,500,230,133,83,2,16,0,1,6,5,2,1,1,0,8,5
26,MARAMUREŞ,"ŞCOALA GENERALĂ",313,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:45",523,512,0,5,6,286,275,0,5,6,282,4,600,314,59,155,2,15,1,2,1,9,5,1,1,2,22,7
26,MARAMUREŞ,"ŞCOALA GENERALĂ",194,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:29",323,316,0,5,2,177,170,0,5,2,167,10,400,223,71,62,1,11,1,3,2,0,2,1,3,3,2,5
26,MARAMUREŞ,"ŞCOALA GENERALĂ",311,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:43",558,537,0,6,15,394,373,0,6,15,377,17,600,206,98,188,2,24,6,4,1,10,8,2,5,1,21,7
26,MARAMUREŞ,"ŞCOALA GENERALĂ",314,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:34",485,484,0,1,0,282,281,0,1,0,271,11,600,318,73,161,1,10,2,3,0,2,1,1,0,1,11,5
26,MARAMUREŞ,"ŞCOALA GENERALĂ",193,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:47:58",769,747,2,4,16,416,395,2,4,15,408,8,800,384,91,46,242,11,0,7,1,0,1,0,3,0,1,5
26,MARAMUREŞ,"ŞCOALA GENERALĂ",323,GIULEŞTI,108151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:09",390,370,0,1,19,282,262,0,1,19,269,13,400,118,77,170,0,8,1,2,0,0,0,0,2,0,7,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",192,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:37",168,162,0,6,0,105,99,0,6,0,104,1,200,95,36,42,2,16,0,1,0,0,2,1,0,0,1,3
26,MARAMUREŞ,"ŞCOALA GENERALĂ",315,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:48",434,426,3,3,2,256,251,0,3,2,248,8,500,244,87,106,4,17,1,1,1,5,3,1,0,0,20,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",312,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:19",792,759,0,7,26,544,511,0,7,26,518,18,800,256,152,249,2,39,6,9,0,2,8,0,1,1,40,9
26,MARAMUREŞ,"ŞCOALA GENERALĂ",260,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:57:58",60,53,0,5,2,43,36,0,5,2,42,1,100,57,33,5,1,3,0,0,0,0,0,0,0,0,0,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",338,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:11",753,728,0,8,17,519,494,0,8,17,474,45,800,281,227,180,0,17,2,7,1,20,6,0,1,1,8,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ",191,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:43",428,391,31,6,0,266,260,0,6,0,247,11,401,142,71,134,4,22,0,2,2,0,0,0,4,4,3,1
26,MARAMUREŞ,"ŞCOALA GENERALÃ",301,COROIENI,107868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:44",426,417,0,4,5,307,298,0,4,5,286,21,500,193,104,72,1,15,0,5,8,2,0,1,0,0,71,7
26,MARAMUREŞ,"ȘCOALA GENERALĂ",433,"VALEA CHIOARULUI",109354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:43",310,270,0,34,6,242,202,0,34,6,227,15,300,58,94,113,2,4,1,3,1,3,0,0,1,2,3,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",171,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:03",197,184,0,9,4,162,149,0,9,4,155,7,200,38,119,16,1,4,0,0,0,0,0,0,1,0,13,1
26,MARAMUREŞ,"ȘCOALA GENERALĂ",411,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:33",500,493,0,5,2,256,249,0,5,2,223,33,550,294,61,113,1,19,3,1,0,3,2,1,1,0,18,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",172,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:48",536,502,0,29,5,350,316,0,29,5,331,19,600,250,182,52,1,64,2,2,0,3,5,0,1,0,17,2
26,MARAMUREŞ,"ȘCOALA GENERALĂ",326,GROŞI,106363,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:58",1171,1161,4,4,2,576,570,0,4,2,555,21,1300,724,131,221,12,37,8,24,7,28,10,0,7,5,51,14
26,MARAMUREŞ,"ȘCOALA GENERALĂ",184,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:59",601,591,1,9,0,326,317,0,9,0,311,15,600,274,72,130,15,20,5,21,6,4,3,0,5,1,11,18
26,MARAMUREŞ,"ȘCOALA GENERALĂ",409,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:24",1606,1597,3,2,4,784,778,0,2,4,702,61,1750,987,197,397,5,39,2,6,2,1,2,10,2,1,28,10
26,MARAMUREŞ,"ȘCOALA GENERALĂ",349,"OARŢA DE JOS",108366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:50",603,559,0,14,30,382,338,0,14,30,368,14,600,217,156,79,15,16,5,14,0,17,2,0,2,1,45,16
26,MARAMUREŞ,"ȘCOALA GENERALĂ",432,"VALEA CHIOARULUI",109354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:57",416,348,0,58,10,325,257,0,58,10,311,14,403,78,257,29,2,14,0,1,1,1,0,1,2,0,3,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",325,GROŞI,106363,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:26",434,427,0,7,0,168,161,0,7,0,163,5,500,332,26,82,2,11,4,6,0,9,5,0,0,0,10,8
26,MARAMUREŞ,"ȘCOALA GENERALĂ",169,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:54",315,305,0,7,3,207,197,0,7,3,199,8,400,193,124,59,1,7,0,0,0,0,5,0,0,0,1,2
26,MARAMUREŞ,"ȘCOALA GENERALĂ",412,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:28",410,406,0,4,0,182,178,0,4,0,157,25,450,268,33,76,2,20,1,2,1,0,3,1,0,0,15,3
26,MARAMUREŞ,"ŞCOALA GENERALĂ CANDELA",414,"SUCIU DE SUS",109041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:11",735,717,0,18,0,392,374,0,18,0,357,35,800,408,188,47,2,16,8,11,0,0,38,1,3,1,35,7
26,MARAMUREŞ,"ȘCOALA GENERALĂ CU CLASELE I-IV",165,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:39:02",664,657,0,7,0,325,318,0,7,0,311,14,800,475,186,37,12,21,2,4,2,3,8,1,4,1,21,9
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASELE I-IV LUJANA",381,REPEDEA,108598,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:27",753,746,0,7,0,339,332,0,7,0,311,17,1000,253,175,37,1,15,3,1,1,1,15,24,8,1,3,26
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASEL I-IV LESPEDEA DE JOS",382,REPEDEA,108598,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:25",1213,1210,0,3,0,584,581,0,3,0,548,36,1300,716,215,63,7,33,10,5,3,0,98,67,1,1,13,32
26,MARAMUREŞ,"ŞCOALA GENERALĂ „MOCEARSCHI”",355,PETROVA,108455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:05",1010,994,2,5,9,636,622,0,5,9,558,65,1100,477,158,303,2,26,2,5,0,0,23,1,12,7,8,11
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",152,"ORAŞ CAVNIC",106782,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:53",795,761,1,7,26,415,382,0,7,26,391,24,900,485,136,150,33,12,0,11,0,1,2,0,2,1,35,8
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",159,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:03",1763,1715,6,17,25,916,874,0,17,25,852,64,2000,1084,542,133,63,37,7,11,0,4,11,0,1,2,16,25
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 1",88,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:48",1422,1414,0,8,0,528,520,0,8,0,502,26,1600,1072,201,162,4,70,2,11,1,2,14,2,2,3,12,16
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",109,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:35",911,906,1,4,0,291,287,0,4,0,284,7,1000,709,102,82,24,34,0,5,2,1,6,2,2,3,8,13
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",108,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:08:04",791,780,4,7,0,284,277,0,7,0,266,16,800,518,106,47,43,31,0,6,0,0,4,2,1,1,6,19
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",107,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:04:32",1313,1301,4,8,0,473,465,0,8,0,451,22,1400,927,168,91,51,46,6,8,1,1,16,5,2,2,22,32
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 11",89,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:15",1119,1108,7,4,0,465,461,0,4,0,429,36,1200,735,156,109,49,48,1,10,1,4,4,5,3,3,25,11
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 2",151,"ORAŞ CAVNIC",106782,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:09",1748,1636,1,28,83,977,867,1,28,81,940,19,1800,832,220,396,14,95,9,53,2,14,10,0,1,1,108,17
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR.2",391,RUSCOVA,108696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:24",1130,1114,0,7,9,388,372,0,7,9,357,31,1262,874,65,169,2,20,1,5,0,0,2,36,0,2,33,22
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 2",167,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:40",848,837,1,10,0,526,516,0,10,0,192,334,900,374,137,16,7,10,2,2,0,0,1,1,1,2,0,13
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 2",100,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:11",1394,1374,11,6,3,560,551,0,6,3,535,20,1600,1041,157,114,124,48,5,8,3,4,15,5,3,1,35,13
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 5",116,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:50",1395,1387,0,8,0,535,527,0,8,0,512,23,1600,1065,225,124,10,66,2,14,1,1,14,2,2,2,23,26
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 5",115,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:09:15",1284,1274,0,10,0,547,537,0,10,0,527,20,1400,853,211,162,10,57,3,7,0,0,17,8,6,0,17,29
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 6",106,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:44",1840,1834,1,3,2,691,686,0,3,2,659,27,1800,1114,217,150,51,111,6,17,1,6,17,8,3,1,35,36
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 7",117,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:02",800,793,1,6,0,295,289,0,6,0,281,14,800,505,88,126,3,38,2,5,0,0,2,2,1,1,7,6
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 8",87,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:31",1068,1059,0,7,2,430,421,0,7,2,403,27,1200,770,197,130,3,36,2,6,1,0,2,1,1,0,9,15
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 9",103,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:01",1085,1080,0,5,0,353,348,0,5,0,350,3,1200,847,135,67,44,32,2,8,1,6,6,3,2,0,25,19
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 9",102,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:49",1163,1151,5,7,0,475,468,0,7,0,450,18,1200,729,147,98,61,38,3,8,2,4,10,9,0,4,34,32
26,MARAMUREŞ,"ŞCOALA GENERALĂ „SUSANI”",356,PETROVA,108455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:01",955,935,0,5,15,559,539,0,5,15,500,59,1000,441,182,230,1,37,1,4,3,1,13,2,7,3,8,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ",250,BISTRA,107270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 22:18:31",1184,1174,3,0,7,658,651,0,0,7,610,48,1300,642,376,130,4,22,4,11,0,0,1,44,1,1,6,10
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",126,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:53",516,514,1,1,0,283,282,0,1,0,259,24,600,317,74,104,2,25,2,3,1,2,7,1,2,1,32,3
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",122,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:39",1557,1546,3,7,1,546,537,1,7,1,520,26,1700,1154,177,132,35,58,8,9,2,17,10,1,24,1,27,19
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",123,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:03",1481,1465,1,10,5,614,599,0,10,5,586,28,1700,1086,159,156,70,52,15,19,3,21,9,1,11,0,60,10
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",369,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:22",1416,1376,2,29,9,925,887,0,29,9,897,28,1500,575,218,446,4,47,9,14,1,46,35,0,7,1,56,13
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",329,IEUD,108204,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:27",1574,1546,0,11,17,639,611,0,11,17,606,33,1700,1061,318,210,17,0,4,3,1,2,6,2,1,1,28,13
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",367,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:44",1321,1276,3,28,14,840,798,0,28,14,825,15,1400,560,373,172,66,79,12,10,3,23,11,0,3,1,59,13
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",407,SĂPÂNŢA,108945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:27",1395,1355,0,1,39,854,814,0,1,39,831,23,1500,646,177,487,2,87,2,9,0,0,11,2,9,4,23,18
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",330,IEUD,108204,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:31",1631,1593,1,8,29,671,634,0,8,29,650,21,1800,1129,358,183,1,17,1,2,1,3,6,4,1,1,62,10
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",408,SĂPÂNŢA,108945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:14",1341,1297,0,5,39,808,764,0,5,39,772,36,1400,592,218,430,1,49,0,11,0,0,19,0,10,5,18,11
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",206,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:56",1302,1247,0,24,31,909,854,0,24,31,892,17,1400,491,806,19,0,8,0,3,0,1,39,3,0,0,5,8
26,MARAMUREŞ,"ȘCOALĂ GIMNAZIALĂ",365,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:37",1116,1078,7,28,3,713,682,0,28,3,685,28,1200,487,213,231,5,69,7,9,11,37,12,1,17,4,52,17
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”",24,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:04:56",1455,1435,0,9,11,609,589,0,9,11,599,10,1600,991,172,111,50,35,12,12,5,65,25,3,6,3,84,16
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”",23,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:12",1353,1323,2,10,18,544,514,2,10,18,525,11,1500,7,144,102,35,27,14,21,0,56,23,1,5,0,87,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IVASIUC”",38,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:38:12",1319,1309,2,8,0,569,561,0,8,0,557,12,1507,938,163,109,15,42,13,15,1,68,18,0,4,1,97,11
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IVASIUC”",37,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:27",1343,1335,0,7,1,469,461,0,7,1,449,12,1500,1039,125,82,17,27,9,12,2,55,19,2,2,4,78,15
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",13,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:39",1363,1323,9,31,0,657,625,1,31,0,642,15,1400,743,132,135,70,42,7,25,2,59,17,4,3,0,124,22
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",12,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:04",907,895,1,11,0,429,418,0,11,0,407,11,1000,571,76,77,63,17,10,18,4,32,26,2,6,1,68,7
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",11,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:48",1037,1031,2,4,0,457,453,0,4,0,443,14,1100,643,102,94,54,23,19,10,0,29,14,2,5,1,82,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",10,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:18",928,920,4,4,0,398,394,0,4,0,387,11,1000,602,82,65,52,19,8,11,3,28,23,0,5,4,78,9
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",444,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:11",1276,1256,0,9,11,672,652,0,9,11,639,33,1431,759,273,293,0,13,1,6,1,0,7,2,13,0,22,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DIMITRIE CANTEMIR”",39,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:11",1366,1359,0,7,0,562,555,0,7,0,549,13,1500,938,167,108,18,35,8,14,1,69,20,0,10,2,87,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DIMITRIE CANTEMIR”",40,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:44",1336,1328,0,8,0,503,495,0,8,0,492,11,1500,997,146,79,24,37,9,7,4,80,19,0,4,0,72,11
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DIMITRIE CANTEMIR”",41,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:57",1432,1427,0,5,0,547,542,0,5,0,530,17,1600,55,158,118,29,31,15,16,4,55,16,0,6,4,63,15
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „DRAGOȘ VODĂ”",346,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:22:52",1369,1351,2,10,6,707,691,0,10,6,662,45,1500,793,258,272,1,37,12,6,3,2,19,1,4,2,34,11
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „DRAGOȘ VODĂ”",347,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:05",972,952,6,14,0,488,474,0,14,0,456,32,1000,512,183,189,1,30,8,2,0,0,11,3,5,2,13,9
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DR. VICTOR BABEȘ”",3,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:12:28",1670,1649,10,11,0,810,799,0,11,0,776,34,1800,990,207,172,67,51,15,15,10,84,35,3,4,0,94,19
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DR. VICTOR BABEȘ”",4,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:05",1812,1794,3,14,1,852,837,0,14,1,837,15,1900,1047,195,178,71,38,15,31,7,91,43,2,14,2,136,14
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „GEORGE COȘBUC”",16,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:59",1109,1091,8,10,0,489,479,0,10,0,473,16,1200,711,104,80,84,23,8,15,2,48,15,3,6,0,74,11
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „GEORGE COȘBUC”",17,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:27:33",1002,988,3,11,0,443,432,0,11,0,409,20,1100,668,100,72,58,22,9,22,0,36,21,1,2,0,55,11
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „GHEORGHE LUPAN”",324,GROŞI,106363,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:48",1544,1510,3,26,5,880,848,1,26,5,862,18,1600,720,197,428,12,49,22,22,1,32,12,3,2,1,64,17
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN HOREA”",344,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:42",1611,1599,0,3,9,884,872,0,3,9,836,48,1800,916,303,381,4,37,7,11,3,1,16,2,32,4,15,20
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN SLAVICI”",127,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:18",1002,991,2,9,0,553,544,0,9,0,535,16,1000,443,167,208,5,34,14,10,3,25,9,2,5,3,40,10
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN SLAVICI”",128,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:29",1290,1272,2,9,7,534,518,0,9,7,495,39,1500,966,159,75,39,44,23,7,0,31,6,4,38,2,50,17
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN SLAVICI”",129,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:47",1262,1255,1,4,2,571,565,0,4,2,548,23,1400,829,170,141,15,32,22,9,1,40,16,5,31,2,54,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ION LUCA CARAGIALE”",32,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:48",839,831,0,8,0,319,311,0,8,0,311,8,906,587,93,45,24,17,8,12,5,33,11,3,1,0,46,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ION LUCA CARAGIALE”",34,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:28",1149,1134,0,15,0,433,418,0,15,0,413,20,1300,867,151,59,21,28,8,7,5,39,13,0,5,2,45,30
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ION LUCA CARAGIALE”",33,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:13",1288,1280,0,7,1,488,480,0,7,1,467,21,1400,912,105,78,49,23,21,11,0,61,21,1,6,3,71,17
