precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOLDOVAN EMIL-RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOREAN OVIDIU-IOSIF-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SIMIONCA IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","SIGHIARTĂU ROBERT-IONATAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SAS LÓRÁNT-ZOLTAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","TALOŞ MIRCEA-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”VICTOR MOTOGNA” BREAZA",197,NEGRILEŞTI,179659,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:50:17",838,801,2,6,29,505,471,0,6,28,489,16,836,331,282,16,9,181,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ APATIU",109,CHIOCHIŞ,33015,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:16:42",224,220,0,3,1,153,149,0,3,1,145,8,230,77,62,7,1,70,2,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ BUDEŞTI-FÎNAŢE",98,BUDEŞTI,32768,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:57:44",235,222,0,2,11,164,151,0,2,11,156,8,250,86,95,7,2,49,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ CHEŢIU",112,CHIOCHIŞ,33015,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:22:20",257,245,0,3,9,172,160,0,3,9,168,4,263,91,100,2,1,65,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ CUŞMA",164,LIVEZILE,33541,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:52:01",541,525,0,15,1,330,314,0,15,1,321,9,580,250,291,6,4,19,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOBRICEL",246,SPERMEZEU,34547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:53:01",401,390,0,5,6,272,261,0,5,6,240,32,450,178,132,4,1,103,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOMNEŞTI",184,MĂRIŞELU,33765,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:59:08",753,745,4,4,0,424,420,0,4,0,404,20,800,376,287,36,14,63,1,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DUMBRAVA",166,LIVEZILE,33541,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:26",375,369,0,6,0,206,200,0,6,0,201,5,400,194,136,12,6,46,1,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA PRIMARĂ FIGA",68,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:22:26",456,425,1,10,20,301,273,0,10,18,291,10,511,210,230,8,4,47,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FÎNTÎNELE",179,MATEI,33658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:50:53",462,432,1,16,13,344,315,0,16,13,329,15,466,122,259,2,4,60,3,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FLOREŞTI",200,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:08",427,413,0,6,8,291,277,0,6,8,274,17,450,159,161,4,3,104,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ HĂLMĂSĂU",248,SPERMEZEU,34547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:43:04",217,210,0,5,2,144,137,0,5,2,140,4,250,106,30,5,0,105,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”LUCIAN VALEA”",252,ŞANŢ,34618,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:01:54",272,262,0,9,1,217,207,0,9,1,212,5,300,83,107,10,8,87,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ LUNCA",270,ŞIEUŢ,34850,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:00:18",315,299,0,3,13,246,230,0,3,13,236,10,349,103,183,2,16,34,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MALIN",210,NUŞENI,34075,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:05:46",352,320,3,5,24,251,222,0,5,24,243,8,380,129,168,6,3,59,7,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MANIC",114,CHIOCHIŞ,33015,7,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:04:15",178,174,0,1,3,124,120,0,1,3,120,4,180,56,67,6,0,47,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MINTIU",201,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:57",360,343,0,6,11,200,183,0,6,11,195,5,400,200,146,7,1,39,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MOGOŞENI",204,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:18",301,290,0,5,6,204,193,0,5,6,186,7,350,157,97,5,20,64,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MORUŢ",180,MATEI,33658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:52:53",160,151,0,7,2,96,87,0,7,2,89,7,160,64,66,2,0,20,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”NICOLAE BĂLAN” BLĂJENII DE SUS",275,ŞINTEREAG,34903,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:46:19",287,278,0,7,2,168,159,0,7,2,162,6,300,132,116,2,7,36,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ NIMIGEA DE SUS",205,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:34",465,444,1,3,17,304,284,0,3,17,303,1,500,196,191,5,8,96,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ PIATRA",120,CHIUZA,33122,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:20:52",414,394,1,11,8,259,240,0,11,8,255,4,400,141,120,33,7,92,0,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ POSMUŞ",255,ŞIEU,34645,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:02:56",549,538,1,6,4,303,293,0,6,4,288,15,600,297,189,28,5,62,2,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ RUŞTIOR",271,ŞIEUŢ,34850,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:01:32",492,475,0,5,12,370,353,0,5,12,364,6,530,160,227,11,12,108,1,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SĂRATA",52,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:04",1021,1009,8,4,0,467,461,2,4,0,444,23,1150,683,156,50,23,201,8,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNNICOARĂ",115,CHIOCHIŞ,33015,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:38:06",98,86,0,9,3,68,56,0,9,3,66,2,100,32,40,2,1,21,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNTIOANA",187,MĂRIŞELU,33765,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:04:58",366,361,0,4,1,218,213,0,4,1,206,12,400,182,145,5,12,43,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRÎMBA",152,"JOSENII BÂRGĂULUI",33382,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:34:01",394,386,0,8,0,188,180,0,8,0,184,4,400,212,77,36,7,51,12,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRUGURENI",116,CHIOCHIŞ,33015,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:42:44",164,154,0,5,5,113,103,0,5,5,109,4,175,62,65,3,2,31,8,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SUSENII BÎRGĂULUI",222,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:26",1148,1133,1,8,6,628,614,0,8,6,615,13,1283,655,412,57,33,95,14,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢAGU",99,BUDEŞTI,32768,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:03:42",501,480,0,7,14,326,305,0,7,14,306,20,501,175,165,12,10,114,2,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ TĂURE",206,NIMIGEA,33989,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:55",347,336,0,2,9,187,176,0,2,9,178,9,350,163,104,3,6,64,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢENTEA",117,CHIOCHIŞ,33015,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:45:45",78,75,1,2,0,54,52,0,2,0,49,5,85,31,18,3,2,26,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢIGĂU",158,LECHINŢA,33435,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:51:06",348,331,0,10,7,242,225,0,10,7,230,12,374,132,138,7,7,68,10,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”VALEA BABII”",228,REBRIŞOARA,34280,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:53:38",140,132,0,5,3,95,87,0,5,3,89,6,200,105,52,4,2,30,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ VALEA POENII",167,LIVEZILE,33541,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:02:52",130,125,0,5,0,92,87,0,5,0,89,3,140,48,74,3,0,12,0,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA PROFESIONALĂ SPECIALĂ ”SFÂNTA MARIA” BISTRIŢA",7,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:49",1233,1218,4,10,1,566,555,0,10,1,556,10,1343,777,266,24,36,208,14,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PROFESIONALĂ ”TIBERIU MORARIU”",238,SALVA,34397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:06:06",1254,1182,1,52,19,921,849,1,52,19,890,25,1300,379,354,30,25,477,0,4
6,BISTRIŢA-NĂSĂUD,"SOCIETATEA AGRICOLĂ",185,MĂRIŞELU,33765,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:00:56",104,85,0,16,3,104,85,0,16,3,79,3,134,52,58,1,4,7,9,0
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",30,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:31:12",1459,1453,0,6,0,539,533,0,6,0,524,7,1600,1061,245,27,46,190,9,7
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",29,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:35:54",1716,1705,0,11,0,688,677,0,11,0,678,10,1900,1212,322,43,50,239,15,9
