precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
1,ALBA,"ŞCOALA GIMNAZIALĂ ” NICODIM GANEA” BISTRA",204,BISTRA,3039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:05",805,791,1,9,4,503,489,1,9,4,481,22,896,393,210,60,21,4,168,6,12
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",206,BISTRA,3039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:23:53",759,752,0,4,3,443,436,0,4,3,410,33,850,407,161,60,26,2,152,4,5
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",205,BISTRA,3039,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:02:36",1053,1042,0,7,4,697,686,0,7,4,677,20,1171,474,276,99,26,1,267,2,6
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 2 SEBEŞ",101,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:03:56",1480,1428,7,11,34,807,762,0,11,34,781,26,1600,793,419,113,11,12,154,10,62
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",133,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:58",963,957,1,4,1,423,418,0,4,1,406,17,1050,627,140,49,9,6,136,4,62
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",134,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:40",1322,1310,1,8,3,561,549,1,8,3,538,23,1500,939,196,41,29,11,187,5,69
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",136,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:43",1037,1030,1,6,0,434,428,0,6,0,422,12,1200,766,150,39,13,2,153,5,60
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",135,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:12",1177,1169,2,6,0,483,477,0,6,0,467,16,1300,817,163,33,16,3,165,5,82
1,ALBA,"ȘCOALA GIMNAZIALĂ NR.3 CUGIR",137,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:14",958,946,3,9,0,465,456,0,9,0,454,11,1100,635,187,37,17,4,138,9,62
1,ALBA,"ȘCOALA GIMNAZIALĂ OHABA",334,OHABA,6164,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:41:59",362,316,0,26,20,268,222,0,26,20,234,34,387,119,138,19,3,0,68,2,4
1,ALBA,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",54,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:25",967,961,0,5,1,427,421,0,5,1,409,18,1059,632,90,54,11,9,141,78,26
1,ALBA,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",55,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:40",505,495,0,9,1,505,495,0,9,1,496,9,1250,745,150,31,14,14,162,89,36
1,ALBA,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",53,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:02:34",1428,1414,1,9,4,663,650,0,9,4,643,20,1600,937,171,51,15,29,239,95,43
1,ALBA,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",52,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:32",1319,1309,0,7,3,631,621,0,7,3,614,17,1450,819,148,50,19,19,238,96,44
1,ALBA,"ŞCOALA GIMNAZIALĂ PETREŞTI",110,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:55",1468,1459,9,0,0,630,630,0,0,0,604,26,1608,978,275,134,34,4,122,7,28
1,ALBA,"ŞCOALA GIMNAZIALĂ PETREŞTI",111,"MUNICIPIUL SEBEŞ",1874,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:07:34",1555,1536,7,7,5,695,683,0,7,5,663,32,1688,993,329,144,41,4,98,6,41
1,ALBA,"ŞCOALA GIMNAZIALĂ PETREŞTI",109,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:15",1527,1508,15,3,1,685,681,0,3,1,654,31,1668,983,308,160,35,2,100,8,41
1,ALBA,"ŞCOALA GIMNAZIALĂ ”PETRU PAVEL ARON” BLAJ",87,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:08",1677,1655,6,14,2,814,798,0,14,2,786,28,1800,986,427,47,32,8,163,13,96
1,ALBA,"ŞCOALA GIMNAZIALĂ PIANU DE SUS",337,PIANU,6217,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:18:50",1343,1301,2,2,38,919,879,0,2,38,871,48,1471,552,384,80,33,9,272,12,81
1,ALBA,"ȘCOALA GIMNAZIALĂ RĂCHITA",377,SĂSCIORI,7099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:25",782,778,1,3,0,488,485,0,3,0,459,29,856,368,200,70,7,1,173,6,2
1,ALBA,"ŞCOALA GIMNAZIALĂ RĂHĂU",112,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:28",860,851,1,4,4,455,447,0,4,4,440,15,988,533,226,69,13,1,118,2,11
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞARD",280,IGHIU,4927,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:39",979,959,9,11,0,523,511,1,11,0,500,23,1050,527,224,44,23,1,168,9,31
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞARD",281,IGHIU,4927,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:01",1175,1166,3,5,1,585,579,0,5,1,546,39,1300,715,232,53,16,4,176,14,51
1,ALBA,"ȘCOALA GIMNAZIALĂ SĂSCIORI",373,SĂSCIORI,7099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:39",1328,1317,2,7,2,752,743,0,7,2,730,22,1456,704,423,46,14,8,216,4,19
1,ALBA,"ŞCOALA GIMNAZIALĂ ” SAVA ALBESCU ” SAT FENEŞ",176,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:42:19",726,698,0,8,20,544,516,0,8,20,533,11,808,264,363,22,5,1,128,3,11
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SEPTIMIU ALBINI”",243,CUT,9019,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:45:36",1086,1055,1,15,15,757,726,1,15,15,711,46,1200,443,360,29,29,3,259,6,25
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION BĂRNUŢIU” TIUR",91,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:19",658,640,0,4,14,658,640,0,4,14,633,25,1454,796,405,35,26,0,73,46,48
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION LAZĂR” LUNCA MUREŞULUI, STRADA GĂRII NR. 241 A",302,"LUNCA MUREŞULUI",5309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:31",767,751,0,3,13,461,445,0,3,13,432,29,830,369,129,38,16,3,99,133,14
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION LAZĂR” LUNCA MUREȘULUI, STRADA GĂRII NR. 241 A",303,"LUNCA MUREŞULUI",5309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:23",898,882,0,8,8,599,583,0,8,8,563,36,1000,401,167,12,15,6,56,295,12
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION PANTEA” SĂLCIUA",368,SĂLCIUA,6976,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:05",539,501,1,12,25,368,331,0,12,25,354,14,600,232,221,54,3,12,47,2,15
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",142,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:42:38",1159,1151,1,7,0,418,411,0,7,0,381,37,1300,882,127,36,28,2,139,6,43
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",140,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:57",1045,1033,1,9,2,435,424,0,9,2,421,14,1200,765,128,41,19,3,156,4,70
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",141,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:07",1286,1274,2,9,1,569,559,0,9,1,549,20,1500,931,203,65,21,3,176,5,76
1,ALBA,"ȘCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",143,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:16",1166,1156,2,8,0,561,553,0,8,0,545,16,1300,739,192,45,16,0,196,5,91
1,ALBA,"ȘCOALA GIMNAZIALĂ SÎNMICLĂUŞ",409,ŞONA,7865,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:52",1154,1140,0,5,9,660,646,0,5,9,604,56,1263,603,76,29,9,2,154,330,4
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞONA",405,ŞONA,7865,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:14:41",1062,1056,0,1,5,533,527,0,1,5,491,42,1167,634,239,42,17,2,143,24,24
1,ALBA,"ȘCOALA GIMNAZIALĂ ȘPRING",410,ŞPRING,7945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:36",581,525,0,18,38,428,372,0,18,38,420,8,647,219,205,9,9,1,137,11,48
1,ALBA,"ŞCOALA GIMNAZIALĂ STRUNGARI",341,PIANU,6217,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:42",224,212,0,5,7,155,143,0,5,7,151,4,237,82,92,2,5,0,45,1,6
1,ALBA,"ȘCOALA GIMNAZIALĂ TĂTÂRLAUA",229,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:35",642,635,0,6,1,230,223,0,6,1,211,19,700,470,164,13,5,1,24,3,1
1,ALBA,"ŞCOALA GIMNAZIALĂ TEIUŞ",167,"ORAŞ TEIUŞ",8096,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:08:43",1294,1281,1,10,2,630,618,0,10,2,593,37,1410,780,173,110,17,5,246,13,29
1,ALBA,"ȘCOALĂ GIMNAZIALĂ ȚELNA",282,IGHIU,4927,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:50",901,879,0,10,12,478,456,0,10,12,470,8,980,502,243,34,21,0,127,3,42
1,ALBA,"ȘCOALA GIMNAZIALĂ „TIMOTEI OVIDIU TARNU” STREMȚ",398,STREMŢ,7767,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:04:27",1199,1152,2,13,32,817,772,0,13,32,792,25,1260,443,387,85,17,8,264,8,23
1,ALBA,"ŞCOALA GIMNAZIALĂ ”TOMA COCIŞIU” BLAJ",80,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:42:23",1135,1125,4,6,0,530,524,0,6,0,506,24,1300,770,276,43,13,6,88,23,57
1,ALBA,"ȘCOALA GIMNAZIALĂ „VASILE BOLOGA” GEOAGIU DE SUS",399,STREMŢ,7767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:13",652,627,1,8,16,433,408,1,8,16,417,16,690,257,188,48,5,2,161,5,8
1,ALBA,"ŞCOALA GIMNAZIALĂ „VASILE GOLDIŞ”",2,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:10:06",1001,991,4,6,0,430,424,0,6,0,403,15,1103,685,183,41,16,7,91,19,46
1,ALBA,"ŞCOALA GIMNAZIALĂ „VASILE GOLDIŞ”",3,"MUNICIPIUL ALBA IULIA",1017,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:22:26",1305,1299,0,5,1,601,595,0,5,1,579,22,1600,999,243,66,30,10,139,23,68
1,ALBA,"ŞCOALA PRIMARĂ ACMARIU",210,BLANDIANA,3397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:39:32",293,247,0,18,28,241,195,0,18,28,222,19,300,59,160,13,0,0,33,4,12
1,ALBA,"ŞCOALA PRIMARĂ ALMAŞU DE MIJLOC",191,"ALMAŞU MARE",2309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:30",124,114,0,8,2,83,73,0,8,2,79,4,125,42,18,9,1,0,29,2,20
1,ALBA,"ŞCOALA PRIMARĂ BĂCĂINŢI",403,ŞIBOT,7810,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:04",213,203,0,4,6,136,126,0,4,6,133,3,230,94,86,17,1,0,24,4,1
1,ALBA,"ŞCOALA PRIMARĂ BELDIU",170,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:20",206,198,0,8,0,127,119,0,8,0,121,6,221,94,22,25,1,2,66,4,1
1,ALBA,"ȘCOALA PRIMARĂ BEȚA",299,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:40",308,293,0,6,9,215,200,0,6,9,204,11,339,124,70,1,1,0,20,112,0
1,ALBA,"ŞCOALA PRIMARĂ BIHARIA",264,"GÂRDA DE SUS",4525,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:52:07",108,103,0,5,0,64,59,0,5,0,58,6,115,51,12,6,2,0,32,1,5
1,ALBA,"ŞCOALA PRIMARĂ BRĂZEŞTI",120,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:47",207,198,0,1,8,112,103,0,1,8,109,3,220,108,43,28,2,3,29,1,3
1,ALBA,"ȘCOALA PRIMARĂ BUCERDEA VINOASĂ",278,IGHIU,4927,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:55",810,778,0,11,21,524,492,0,11,21,510,14,870,346,280,31,12,4,133,3,47
1,ALBA,"ŞCOALA PRIMARĂ BUCIUM-SAT",214,BUCIUM,3459,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:22:01",385,368,0,5,12,260,243,0,5,12,257,3,400,140,103,19,4,0,124,4,3
1,ALBA,"ŞCOALA PRIMARĂ - BUCURU",150,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:11:38",94,84,0,10,0,46,36,0,10,0,45,1,100,54,32,3,0,0,6,2,2
1,ALBA,"ŞCOALA PRIMARĂ BUNINGINEA",237,CIURULEASA,4008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:31:40",370,356,1,2,11,261,247,1,2,11,239,22,390,129,31,52,9,3,140,0,4
1,ALBA,"ŞCOALA PRIMARĂ - CĂLENE",151,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:30:30",53,45,0,8,0,25,17,0,8,0,24,1,51,26,12,4,2,0,3,1,2
1,ALBA,"ȘCOALA PRIMARĂ CĂPÎLNA",374,SĂSCIORI,7099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:04",677,670,0,6,1,344,337,0,6,1,326,18,756,412,189,21,6,1,92,2,15
1,ALBA,"ȘCOALA PRIMARĂ CĂRPINIȘ",261,GÂRBOVA,4482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:38",216,197,2,13,4,139,121,1,13,4,134,5,230,91,69,3,0,2,50,4,6
1,ALBA,"ȘCOALA PRIMARĂ CASA DE PIATRĂ",196,ARIEŞENI,2381,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:26",85,79,0,3,3,73,67,0,3,3,70,3,100,27,42,4,0,2,21,1,0
1,ALBA,"ŞCOALA PRIMARĂ CERBU",215,BUCIUM,3459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:40",238,216,0,8,14,166,144,0,8,14,159,7,300,134,41,21,2,1,87,3,4
1,ALBA,"ŞCOALA PRIMARĂ CERTEGE",130,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:27",327,310,0,10,7,160,143,0,10,7,149,11,350,190,85,8,10,1,39,1,5
1,ALBA,"ŞCOALA PRIMARĂ CETEA",255,"GALDA DE JOS",4366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:15",345,323,1,12,9,221,200,0,12,9,216,5,400,179,129,28,7,0,37,3,12
1,ALBA,"ŞCOALA PRIMARĂ CIB",192,"ALMAŞU MARE",2309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:05",234,213,0,11,10,202,181,0,11,10,195,7,252,50,84,14,3,5,18,5,66
1,ALBA,"ŞCOALA PRIMARĂ - CICĂU",320,MIRĂSLĂU,5755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:55",79,72,0,5,2,44,37,0,5,2,44,0,80,36,15,6,0,0,18,3,2
1,ALBA,"ŞCOALA PRIMARĂ CIONEŞTI",185,ALBAC,2130,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:02",516,470,0,26,20,437,391,0,26,20,404,33,550,113,161,47,11,3,177,0,5
1,ALBA,"ŞCOALA PRIMARĂ CIUCULEŞTI",216,BUCIUM,3459,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:39",212,193,0,11,8,212,193,0,11,8,203,9,340,128,69,24,4,5,98,3,0
1,ALBA,"ŞCOALA PRIMARĂ CIUGUDU DE SUS",421,UNIREA,8158,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:37",108,94,0,12,2,64,50,0,12,2,62,2,110,46,31,9,3,0,9,3,7
1,ALBA,"ŞCOALA PRIMARĂ CIULDEŞTI - COMUNA BISTRA",207,BISTRA,3039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:01",593,574,0,14,5,372,353,0,14,5,354,18,643,271,188,34,18,1,110,2,1
1,ALBA,"ȘCOALA PRIMARĂ COBLEȘ",197,ARIEŞENI,2381,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:39:12",194,170,0,15,9,145,121,0,15,9,139,6,200,55,60,17,0,1,58,2,1
1,ALBA,"ŞCOALA PRIMARA COLŢEŞTI",358,RIMETEA,6592,9,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:23:09",439,415,0,3,21,263,239,0,3,21,257,6,468,205,17,3,1,0,5,230,1
1,ALBA,"ŞCOALA PRIMARĂ COSTEŞTI",186,ALBAC,2130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:19",84,75,0,8,1,66,57,0,8,1,61,5,90,24,17,2,2,0,33,1,6
1,ALBA,"ȘCOALA PRIMARĂ CRAIVA",241,CRICĂU,4142,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:01",307,286,0,8,13,226,205,0,8,13,219,7,319,93,119,26,2,1,62,1,8
1,ALBA,"ŞCOALA PRIMARĂ DEAL",219,CÂLNIC,4106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:38",316,298,1,7,10,240,222,1,7,10,232,8,400,160,170,2,6,0,49,0,5
1,ALBA,"ŞCOALA PRIMARĂ - DECEA",321,MIRĂSLĂU,5755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:00",611,597,3,5,6,327,313,3,5,6,309,18,660,333,58,13,15,0,102,80,41
1,ALBA,"ŞCOALA PRIMARĂ ”DIONISIU POPOVICIU” TĂUŢI",314,METEŞ,5577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:28",523,505,0,5,13,343,325,0,5,13,328,15,570,227,229,20,6,6,48,5,14
1,ALBA,"ŞCOALA PRIMARĂ DRAŞOV",412,ŞPRING,7945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:58",459,436,0,10,13,300,277,0,10,13,284,16,510,210,145,14,12,1,91,10,11
1,ALBA,"ŞCOALA PRIMARĂ DUMBRAVA",422,UNIREA,8158,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:51",276,229,0,13,34,173,127,0,13,33,165,8,300,127,120,15,3,1,22,2,2
1,ALBA,"ŞCOALA PRIMARĂ GALDA DE SUS",256,"GALDA DE JOS",4366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:34:45",330,310,0,14,6,233,213,0,14,6,214,19,350,117,139,20,2,1,29,6,17
1,ALBA,"ŞCOALA PRIMARĂ ”GHEORGHE PAVELESCU” PURCĂREŢI",340,PIANU,6217,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:53",222,213,0,9,0,119,110,0,9,0,115,4,235,116,76,6,3,1,25,2,2
1,ALBA,"ŞCOALA PRIMARĂ GÎRBOVA DE JOS",72,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:05",411,395,1,15,0,174,159,0,15,0,172,2,450,276,62,27,10,6,52,1,14
1,ALBA,"ȘCOALA PRIMARĂ GIURGIUȚ",273,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:51",111,107,0,4,0,75,71,0,4,0,72,3,117,42,19,25,4,0,23,0,1
1,ALBA,"ŞCOALA PRIMARĂ GLOD",193,"ALMAŞU MARE",2309,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:40",153,146,0,6,1,119,112,0,6,1,111,8,164,45,25,34,3,1,21,1,26
1,ALBA,"ŞCOALA PRIMARĂ GLOGOVEŢ",427,"VALEA LUNGĂ",8354,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:50:53",146,128,0,13,5,87,69,0,13,5,80,7,146,59,30,31,2,1,10,1,5
1,ALBA,"ŞCOALA PRIMARĂ GOIEŞTI",432,VIDRA,8425,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:07:30",293,276,0,9,8,209,192,0,9,8,195,14,316,107,35,44,4,1,98,0,13
1,ALBA,"ŞCOALA PRIMARĂ GURA ARIEŞULUI, STRADA MICĂ NR. 84",304,"LUNCA MUREŞULUI",5309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:52",357,344,0,11,2,216,203,0,11,2,207,9,370,154,114,15,5,4,45,21,3
1,ALBA,"ŞCOALA PRIMARĂ HĂDĂRĂU",306,LUPŞA,5336,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:54:55",296,290,0,2,4,212,206,0,2,4,202,10,355,143,109,17,4,1,64,0,7
1,ALBA,"ŞCOALA PRIMARĂ I-IV TÎRSA",199,"AVRAM IANCU",2577,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:37:34",610,589,0,4,17,470,449,0,4,17,447,23,680,210,65,122,17,4,228,4,7
1,ALBA,"ȘCOALA PRIMARĂ LAZ",375,SĂSCIORI,7099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:36",329,321,1,7,0,203,196,0,7,0,193,10,351,148,94,8,12,1,70,2,6
1,ALBA,"ŞCOALA PRIMARĂ - LOPADEA VECHE",322,MIRĂSLĂU,5755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:21",209,206,0,3,0,130,127,0,3,0,121,9,224,94,38,12,0,2,38,3,28
1,ALBA,"ȘCOALA PRIMARĂ LUNCA",429,"VALEA LUNGĂ",8354,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:33",421,405,0,12,4,231,215,0,12,4,216,15,440,209,94,79,1,1,31,5,5
1,ALBA,"ŞCOALA PRIMARĂ MĂRGINENI",370,SĂLIŞTEA,7044,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:32:56",55,46,0,9,0,36,27,0,9,0,32,4,60,24,11,5,0,0,12,0,4
1,ALBA,"ŞCOALA PRIMARĂ MĂRTINIE",416,ŞUGAG,8014,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:04:34",462,453,0,7,2,346,337,0,7,2,329,17,495,149,124,35,7,2,103,2,56
1,ALBA,"ŞCOALA PRIMARĂ MEŞCREAC",352,RĂDEŞTI,6547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:49",265,242,1,18,4,196,173,1,18,4,188,8,284,88,140,10,1,0,27,7,3
1,ALBA,"ŞCOALA PRIMARĂ MIHOEŞTI",131,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:25",258,253,2,3,0,145,142,0,3,0,137,8,286,141,44,32,15,0,34,2,10
1,ALBA,"ŞCOALA PRIMARĂ - MUGEŞTI",152,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:08",82,75,0,7,0,26,19,0,7,0,24,2,100,74,14,2,0,0,4,1,3
1,ALBA,"ŞCOALA PRIMARĂ NEGEȘTI",390,SCĂRIŞOARA,7197,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:39",155,139,0,9,7,117,101,0,9,7,109,8,155,38,47,6,2,1,49,2,2
1,ALBA,"ŞCOALA PRIMARĂ - ORMENIŞ",323,MIRĂSLĂU,5755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:59:35",65,59,1,5,0,43,38,0,5,0,41,2,70,27,8,5,0,0,20,7,1
1,ALBA,"ŞCOALA PRIMARĂ PÂCLIŞA",51,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:09",844,839,0,5,0,355,350,0,5,0,347,8,1000,645,131,77,16,3,99,5,16
1,ALBA,"ŞCOALA PRIMARĂ PĂNADE",381,SÂNCEL,7348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:27",511,486,1,4,20,395,371,0,4,20,380,15,560,165,74,21,7,0,270,3,5
1,ALBA,"ȘCOALA PRIMARĂ PĂTRUȘEȘTI",275,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:43",117,112,0,0,5,94,89,0,0,5,89,5,130,36,32,12,3,1,28,1,12
