precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZETEA GABRIEL-VALER-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞTEŢCO GABRIEL-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PINTÉR ZSOLT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","POP DARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MORARIU CĂLIN-TEODOR-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PONDE ELENA-SIMONA-PARTIDUL ECOLOGIST ROMÂN-voturi","ROPAN MIHAI-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","POP NADIA-MARIA-PARTIDUL VERTICALA NOUĂ-voturi","OPRIŞ DUMITRU-CRISTIAN-FORȚA DREPTEI-voturi","FILIP MARIANA-FLORENTINA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CÎMPEAN CORNELIA-PARTIDUL PATRIOȚILOR-voturi","IVAN DAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","IVAŞCO ALINA-PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"ŞCOALA GENERALĂ",353,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:40",962,946,0,6,10,598,582,0,6,10,572,26,1060,462,272,118,2,144,0,5,0,1,1,1,0,14,14
26,MARAMUREŞ,"ŞCOALA GENERALĂ",421,ŞIŞEŞTI,109096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:49",517,510,1,6,0,264,258,0,6,0,257,7,600,336,66,73,2,25,3,1,1,3,26,2,0,42,13
26,MARAMUREŞ,"ŞCOALA GENERALĂ",195,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:26",176,171,0,5,0,92,87,0,5,0,89,3,200,108,46,26,1,7,1,1,0,1,0,3,1,2,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",422,ŞIŞEŞTI,109096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:19",521,508,6,6,1,285,278,0,6,1,269,16,600,315,64,118,0,24,7,11,2,19,6,1,1,10,6
26,MARAMUREŞ,"ŞCOALA GENERALĂ",200,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:44",492,480,0,9,3,279,267,0,9,3,263,10,500,227,134,78,2,23,0,3,6,5,1,2,0,4,5
26,MARAMUREŞ,"ŞCOALA GENERALĂ",313,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:25:45",523,512,0,5,6,286,275,0,5,6,280,6,600,314,63,145,0,23,2,2,2,9,3,0,2,23,6
26,MARAMUREŞ,"ŞCOALA GENERALĂ",194,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:29",323,316,0,5,2,177,170,0,5,2,172,5,400,223,78,73,1,12,0,2,1,0,1,1,0,1,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",311,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:43",558,537,0,6,15,394,373,0,6,15,377,17,600,206,108,182,2,22,5,5,3,14,1,5,1,21,8
26,MARAMUREŞ,"ŞCOALA GENERALĂ",314,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:29:22",485,484,0,1,0,282,281,0,1,0,274,8,600,318,71,152,2,17,0,6,0,1,3,3,1,11,7
26,MARAMUREŞ,"ŞCOALA GENERALĂ",193,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:47:59",769,747,2,4,16,416,395,2,4,15,407,9,800,384,92,35,252,12,0,5,1,3,0,0,2,3,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",323,GIULEŞTI,108151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:09",390,370,0,1,19,282,262,0,1,19,274,8,400,118,88,163,2,8,0,1,0,1,3,1,1,6,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",192,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:37",168,162,0,6,0,105,99,0,6,0,104,1,200,95,37,39,3,20,0,0,0,0,2,1,0,1,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ",315,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:48:56",434,426,3,3,2,256,251,0,3,2,250,6,500,244,90,104,5,24,0,0,0,3,0,2,1,18,3
26,MARAMUREŞ,"ŞCOALA GENERALĂ",312,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:19",792,759,0,7,26,544,511,0,7,26,530,11,800,259,167,243,2,55,3,3,1,6,5,3,3,33,6
26,MARAMUREŞ,"ŞCOALA GENERALĂ",260,"BOIU MARE",107430,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:58:14",60,53,0,5,2,43,36,0,5,2,42,1,100,57,32,6,1,3,0,0,0,0,0,0,0,0,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",338,"MIREŞU MARE",108268,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:10",753,728,0,8,17,519,494,0,8,17,484,35,800,281,240,180,0,26,1,2,0,20,1,2,1,9,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",191,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:43",428,391,31,6,0,266,260,0,6,0,252,7,400,141,74,127,4,30,0,2,1,1,0,6,3,4,0
26,MARAMUREŞ,"ŞCOALA GENERALÃ",301,COROIENI,107868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:44",426,417,0,4,5,307,298,0,4,5,296,11,500,193,119,69,1,15,0,4,16,3,0,0,0,67,2
26,MARAMUREŞ,"ȘCOALA GENERALĂ",433,"VALEA CHIOARULUI",109354,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:10:47",310,270,0,34,6,242,202,0,34,6,234,8,300,58,95,122,1,5,0,1,1,5,0,0,2,1,1
26,MARAMUREŞ,"ȘCOALA GENERALĂ",171,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:04:07",197,184,0,9,4,162,149,0,9,4,155,7,200,30,125,14,2,5,0,0,0,0,0,0,0,8,1
26,MARAMUREŞ,"ȘCOALA GENERALĂ",411,STRÂMTURA,109005,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:33",500,493,0,5,2,256,249,0,5,2,217,39,550,294,61,104,1,23,1,4,0,2,1,1,0,19,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",172,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:54",536,502,0,29,5,350,316,0,29,5,338,12,600,250,171,60,2,80,1,0,0,2,3,0,0,17,2
26,MARAMUREŞ,"ȘCOALA GENERALĂ",326,GROŞI,106363,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:58",1171,1161,4,4,2,576,570,0,4,2,565,11,1300,724,141,213,14,51,5,14,7,36,5,7,4,53,15
26,MARAMUREŞ,"ȘCOALA GENERALĂ",184,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:59",601,591,1,9,0,326,317,0,9,0,308,18,600,274,79,115,18,27,1,12,7,10,3,5,0,13,18
26,MARAMUREŞ,"ȘCOALA GENERALĂ",409,STRÂMTURA,109005,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:24",1606,1597,3,2,4,784,778,0,2,4,728,51,1750,971,194,390,9,90,1,4,3,1,3,5,0,21,7
26,MARAMUREŞ,"ȘCOALA GENERALĂ",349,"OARŢA DE JOS",108366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:48",603,559,0,14,30,382,338,0,14,30,373,9,600,213,154,84,14,20,1,8,1,32,12,2,0,35,10
26,MARAMUREŞ,"ȘCOALA GENERALĂ",432,"VALEA CHIOARULUI",109354,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:57",416,348,0,58,10,325,257,0,58,10,310,15,401,76,257,27,0,15,0,0,0,1,2,2,0,5,1
26,MARAMUREŞ,"ȘCOALA GENERALĂ",325,GROŞI,106363,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:30",434,427,0,7,0,168,161,0,7,0,164,4,500,332,26,79,3,20,4,3,0,6,4,0,1,11,7
26,MARAMUREŞ,"ȘCOALA GENERALĂ",169,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:54",315,305,0,7,3,207,197,0,7,3,202,5,400,193,118,64,1,10,0,0,0,2,1,2,0,2,2
26,MARAMUREŞ,"ȘCOALA GENERALĂ",412,STRÂMTURA,109005,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:31",410,406,0,4,0,182,178,0,4,0,163,19,450,268,37,77,1,27,0,3,1,1,1,2,0,11,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ CANDELA",414,"SUCIU DE SUS",109041,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:11",735,717,0,18,0,392,374,0,18,0,371,21,800,408,200,50,3,31,3,8,4,3,24,4,1,34,6
26,MARAMUREŞ,"ȘCOALA GENERALĂ CU CLASELE I-IV",165,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:02",664,657,0,7,0,325,318,0,7,0,317,8,800,475,187,54,14,22,3,4,2,2,4,1,1,19,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASELE I-IV LUJANA",381,REPEDEA,108598,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:27",753,746,0,7,0,339,332,0,7,0,288,17,1000,253,180,56,1,0,0,3,1,2,13,0,1,4,27
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASEL I-IV LESPEDEA DE JOS",382,REPEDEA,108598,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:25",1213,1210,0,3,0,584,581,0,3,0,552,32,1300,716,207,86,7,89,3,3,7,0,102,3,0,8,37
26,MARAMUREŞ,"ŞCOALA GENERALĂ „MOCEARSCHI”",355,PETROVA,108455,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:05",1010,994,2,5,9,636,622,0,5,9,569,53,1100,478,153,305,2,47,1,3,0,0,17,18,9,4,10
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",152,"ORAŞ CAVNIC",106782,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:53",795,761,1,7,26,415,382,0,7,26,395,20,900,485,122,151,41,19,0,13,1,1,1,1,1,38,6
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",159,"ORAŞ SEINI",108963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:04",1763,1715,6,17,25,916,874,0,17,25,869,47,2000,1084,557,131,63,53,2,9,2,7,2,4,3,11,25
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 1",88,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:48",1422,1414,0,8,0,528,520,0,8,0,514,14,1600,1072,201,167,5,92,2,5,2,3,7,4,3,10,13
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",109,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:36",911,906,1,4,0,291,287,0,4,0,283,8,1000,709,94,89,25,38,1,5,1,1,6,0,0,14,9
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",108,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:08:04",791,780,4,7,0,284,277,0,7,0,271,13,850,566,110,42,42,35,1,5,0,1,4,0,1,10,20
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",107,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:04:32",1313,1301,4,8,0,473,465,0,8,0,450,23,1400,927,173,93,51,62,4,5,1,1,8,1,2,24,25
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 11",89,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:57",1119,1108,7,4,0,465,461,0,4,0,441,24,1200,735,161,108,50,73,1,5,0,3,3,3,1,20,13
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 2",151,"ORAŞ CAVNIC",106782,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:08",1748,1636,1,28,83,977,867,1,28,81,956,16,1800,827,221,374,43,129,8,70,0,17,3,2,0,80,9
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR.2",391,RUSCOVA,108696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:24",1130,1114,0,7,9,388,372,0,7,9,359,29,1262,874,61,192,3,45,1,1,1,0,3,2,1,29,20
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 2",167,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:40",848,837,1,10,0,526,516,0,10,0,259,267,900,374,177,24,8,23,0,2,4,0,2,2,3,2,12
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 2",100,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:11",1394,1374,11,6,3,560,551,0,6,3,538,18,1600,1041,165,123,116,51,2,4,4,6,12,1,0,38,16
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 5",116,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:49",1395,1387,0,8,0,535,527,0,8,0,513,22,1600,1065,222,120,10,95,2,4,1,4,9,2,4,16,24
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 5",115,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:09:18",1284,1274,0,10,0,547,537,0,10,0,526,17,1400,857,203,151,11,92,4,13,4,2,10,3,2,10,21
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 6",106,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:44",1840,1834,1,3,2,691,686,0,3,2,656,30,2000,1314,210,145,53,132,5,16,0,13,10,2,1,34,35
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 7",117,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:02",800,793,1,6,0,295,289,0,6,0,290,5,900,605,89,129,2,52,0,1,0,0,2,4,0,5,6
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 8",87,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:31",1068,1059,0,7,2,430,421,0,7,2,404,26,1200,770,193,121,3,50,3,0,0,0,4,3,2,5,20
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 9",103,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:01",1085,1080,0,5,0,353,348,0,5,0,333,20,1200,847,131,62,47,29,1,7,3,4,10,4,1,16,18
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 9",102,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:52:03",1163,1151,5,7,0,475,468,0,7,0,451,21,1200,728,140,111,72,39,1,10,2,5,7,1,1,34,28
26,MARAMUREŞ,"ŞCOALA GENERALĂ „SUSANI”",356,PETROVA,108455,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:00",955,935,0,5,15,559,539,0,5,15,498,61,1000,441,186,219,0,51,0,4,0,0,8,11,7,5,7
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ",250,BISTRA,107270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:18:33",1184,1174,3,0,7,658,651,0,0,7,610,48,1300,639,399,152,0,31,0,12,0,0,3,3,1,5,4
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",126,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:53",516,514,1,1,0,283,282,0,1,0,260,23,600,317,81,93,3,37,2,5,1,3,4,3,1,24,3
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",122,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:37",1557,1546,3,7,1,546,537,1,7,1,515,31,1700,1154,164,111,53,83,12,6,2,18,14,14,1,21,16
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",123,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:03",1481,1465,1,10,5,614,599,0,10,5,596,18,1700,1086,182,151,71,56,9,14,2,26,10,13,2,53,7
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",369,RECEA,106407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:22",1416,1376,2,29,9,925,887,0,29,9,905,20,1500,575,238,430,7,61,5,15,2,67,18,11,1,41,9
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",329,IEUD,108204,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:27",1574,1546,0,11,17,639,611,0,11,17,612,27,1700,1061,320,208,0,37,2,1,2,2,1,2,3,20,14
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",367,RECEA,106407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:43",1321,1276,3,28,14,840,798,0,28,14,822,18,1400,560,361,162,75,97,3,11,3,38,10,1,1,51,9
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",407,SĂPÂNŢA,108945,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:21:27",1395,1355,0,1,39,854,814,0,1,39,826,28,1500,646,148,502,5,113,0,3,0,3,3,12,4,16,17
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",330,IEUD,108204,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:31",1631,1593,1,8,29,671,634,0,8,29,654,17,1800,1129,347,204,2,25,2,0,1,5,7,3,6,35,17
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",408,SĂPÂNŢA,108945,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:14",1341,1297,0,5,39,808,764,0,5,39,773,35,1400,592,151,476,3,99,2,7,0,0,11,7,2,14,1
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",206,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:04",1302,1247,0,24,31,909,854,0,24,31,898,10,1400,491,784,28,3,15,2,5,0,1,43,5,0,3,9
26,MARAMUREŞ,"ȘCOALĂ GIMNAZIALĂ",365,RECEA,106407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:02:36",1116,1078,7,28,3,713,682,0,28,3,694,19,1200,487,213,232,7,108,3,8,12,31,7,17,2,41,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”",24,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:04:56",1455,1435,0,9,11,609,589,0,9,11,596,13,1600,991,165,129,57,36,11,10,4,66,17,5,3,79,14
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”",23,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:13:13",1353,1323,2,10,18,544,514,2,10,18,528,12,1500,5,158,109,40,36,7,17,3,55,17,3,0,73,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IVASIUC”",38,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:38:12",1319,1309,2,8,0,569,561,0,8,0,552,12,1508,932,149,122,17,45,5,15,0,74,16,3,0,98,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IVASIUC”",37,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:25",1343,1335,0,7,1,469,461,0,7,1,454,7,1500,1039,125,81,17,31,5,10,1,59,20,3,6,81,15
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",13,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:42",1363,1323,9,31,0,657,625,1,31,0,657,0,1400,743,151,131,75,52,5,14,4,58,10,8,2,130,17
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",12,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:04",907,895,1,11,0,429,418,0,11,0,409,9,1000,573,93,91,62,14,7,14,1,41,19,4,1,58,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",11,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:01",1037,1031,2,4,0,457,453,0,4,0,447,10,1100,643,111,104,55,15,11,6,5,40,12,3,2,77,6
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",10,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:18",928,920,4,4,0,398,394,0,4,0,387,11,1000,602,90,75,51,15,8,12,1,30,14,6,1,74,10
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",444,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:34",1276,1256,0,9,11,672,652,0,9,11,636,36,1431,759,257,284,1,52,1,1,0,4,1,10,0,17,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DIMITRIE CANTEMIR”",39,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:12",1366,1359,0,7,0,562,555,0,7,0,553,9,1500,938,192,111,27,41,2,5,4,63,13,4,5,72,14
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DIMITRIE CANTEMIR”",40,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:40:44",1336,1328,0,8,0,503,495,0,8,0,492,11,1500,997,146,79,24,37,9,7,4,80,19,4,0,72,11
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DIMITRIE CANTEMIR”",41,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:14:57",1432,1427,0,5,0,547,542,0,5,0,529,18,1600,253,163,117,34,39,5,11,7,65,12,5,2,55,14
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „DRAGOȘ VODĂ”",346,MOISEI,108348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:22:51",1369,1351,2,10,6,707,691,0,10,6,662,45,1500,793,256,274,0,62,3,5,2,2,16,3,4,23,12
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „DRAGOȘ VODĂ”",347,MOISEI,108348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:05",972,952,6,14,0,488,474,0,14,0,467,21,1000,512,168,215,2,36,4,2,0,0,3,5,4,16,12
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DR. VICTOR BABEȘ”",3,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:12:28",1670,1649,10,11,0,810,799,0,11,0,784,26,1800,990,240,189,70,48,12,10,7,77,17,4,1,89,20
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DR. VICTOR BABEȘ”",4,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:06",1812,1794,3,14,1,852,837,0,14,1,831,21,1900,1048,207,202,85,49,4,15,9,84,33,7,3,123,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „GEORGE COȘBUC”",16,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:59",1109,1091,8,10,0,489,479,0,10,0,469,18,1200,713,118,77,95,20,1,8,2,54,13,6,0,66,9
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „GEORGE COȘBUC”",17,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:27:33",1002,988,3,11,0,443,432,0,11,0,404,25,1100,668,116,70,56,24,7,8,2,37,14,2,1,59,8
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „GHEORGHE LUPAN”",324,GROŞI,106363,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:48",1544,1510,3,26,5,880,848,1,26,5,861,19,1600,720,215,412,11,69,9,15,3,41,8,2,0,63,13
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN HOREA”",344,MOISEI,108348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:23:40",1611,1599,0,3,9,884,872,0,3,9,858,26,1800,916,318,400,5,76,2,4,1,3,8,15,3,12,11
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN SLAVICI”",127,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:19",1002,991,2,9,0,553,544,0,9,0,506,16,1000,446,173,197,14,44,6,7,5,0,10,3,0,38,9
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN SLAVICI”",128,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:29",1290,1272,2,9,7,534,518,0,9,7,512,22,1500,966,155,84,43,77,14,5,4,38,2,35,3,45,7
